Scenario Information
Number of IoT Nodes,40
Number of UAVs,2
Number of Ground BS,4

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,187,157.725,1.0,4448.365045500901,0,6.7884039878845215
Individual AoIs for Seed,42
IoT 1,182,t_gen=6
IoT 2,127,t_gen=17
IoT 3,127,t_gen=17
IoT 4,136,t_gen=8
IoT 5,180,t_gen=5
IoT 6,181,t_gen=4
IoT 7,141,t_gen=3
IoT 8,133,t_gen=11
IoT 9,171,t_gen=14
IoT 10,132,t_gen=12
IoT 11,187,t_gen=20
IoT 12,167,t_gen=18
IoT 13,181,t_gen=7
IoT 14,178,t_gen=7
IoT 15,171,t_gen=14
IoT 16,174,t_gen=11
IoT 17,124,t_gen=20
IoT 18,127,t_gen=17
IoT 19,173,t_gen=12
IoT 20,127,t_gen=17
IoT 21,143,t_gen=1
IoT 22,134,t_gen=10
IoT 23,170,t_gen=18
IoT 24,165,t_gen=20
IoT 25,124,t_gen=20
IoT 26,181,t_gen=7
IoT 27,167,t_gen=18
IoT 28,133,t_gen=11
IoT 29,128,t_gen=16
IoT 30,141,t_gen=3
IoT 31,175,t_gen=13
IoT 32,166,t_gen=19
IoT 33,168,t_gen=17
IoT 34,182,t_gen=3
IoT 35,177,t_gen=8
IoT 36,176,t_gen=9
IoT 37,136,t_gen=8
IoT 38,169,t_gen=16
IoT 39,176,t_gen=9
IoT 40,179,t_gen=6

50,194,163.9,1.0,4345.1283477505685,0,3.3444135189056396
Individual AoIs for Seed,50
IoT 1,140,t_gen=4
IoT 2,157,t_gen=11
IoT 3,158,t_gen=10
IoT 4,181,t_gen=13
IoT 5,192,t_gen=2
IoT 6,124,t_gen=20
IoT 7,134,t_gen=10
IoT 8,191,t_gen=3
IoT 9,191,t_gen=18
IoT 10,138,t_gen=6
IoT 11,163,t_gen=19
IoT 12,141,t_gen=3
IoT 13,177,t_gen=17
IoT 14,177,t_gen=17
IoT 15,126,t_gen=18
IoT 16,133,t_gen=11
IoT 17,133,t_gen=11
IoT 18,181,t_gen=13
IoT 19,174,t_gen=20
IoT 20,137,t_gen=7
IoT 21,190,t_gen=4
IoT 22,184,t_gen=10
IoT 23,192,t_gen=2
IoT 24,136,t_gen=8
IoT 25,131,t_gen=13
IoT 26,142,t_gen=2
IoT 27,194,t_gen=0
IoT 28,176,t_gen=18
IoT 29,183,t_gen=11
IoT 30,179,t_gen=15
IoT 31,188,t_gen=6
IoT 32,142,t_gen=2
IoT 33,190,t_gen=4
