Scenario Information
Number of IoT Nodes,20
Number of UAVs,4
Number of Ground BS,4

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,107,76.9,1.0,3972.4440029242014,0,3.1739706993103027
Individual AoIs for Seed,42
IoT 1,82,t_gen=6
IoT 2,75,t_gen=17
IoT 3,75,t_gen=17
IoT 4,84,t_gen=8
IoT 5,37,t_gen=5
IoT 6,38,t_gen=4
IoT 7,107,t_gen=3
IoT 8,77,t_gen=11
IoT 9,96,t_gen=14
IoT 10,98,t_gen=12
IoT 11,68,t_gen=20
IoT 12,92,t_gen=18
IoT 13,81,t_gen=7
IoT 14,103,t_gen=7
IoT 15,78,t_gen=14
IoT 16,81,t_gen=11
IoT 17,72,t_gen=20
IoT 18,71,t_gen=17
IoT 19,30,t_gen=12
IoT 20,93,t_gen=17

50,57,41.85,1.0,3990.8344987540218,0,0.9977622032165527
Individual AoIs for Seed,50
IoT 1,44,t_gen=4
IoT 2,19,t_gen=11
IoT 3,20,t_gen=10
IoT 4,40,t_gen=13
IoT 5,51,t_gen=2
IoT 6,52,t_gen=20
IoT 7,38,t_gen=10
IoT 8,57,t_gen=3
IoT 9,52,t_gen=18
IoT 10,24,t_gen=6
IoT 11,45,t_gen=19
IoT 12,50,t_gen=3
IoT 13,36,t_gen=17
IoT 14,43,t_gen=17
IoT 15,30,t_gen=18
IoT 16,37,t_gen=11
IoT 17,37,t_gen=11
IoT 18,57,t_gen=13
IoT 19,52,t_gen=20
IoT 20,53,t_gen=7

55,69,50.9,1.0,3944.887401974591,0,0.9005289077758789
Individual AoIs for Seed,55
IoT 1,31,t_gen=15
IoT 2,51,t_gen=12
IoT 3,34,t_gen=17
IoT 4,55,t_gen=8
IoT 5,69,t_gen=0
IoT 6,45,t_gen=1
IoT 7,49,t_gen=20
IoT 8,57,t_gen=6
IoT 9,69,t_gen=0
IoT 10,42,t_gen=9
IoT 11,56,t_gen=7
IoT 12,44,t_gen=7
IoT 13,63,t_gen=6
IoT 14,56,t_gen=13
IoT 15,43,t_gen=3
IoT 16,61,t_gen=2
IoT 17,43,t_gen=8
IoT 18,67,t_gen=2
IoT 19,31,t_gen=15
IoT 20,52,t_gen=17

60,136,107.15,1.0,5131.125215984014,0,0.922863245010376
Individual AoIs for Seed,60
IoT 1,120,t_gen=5
IoT 2,121,t_gen=20
IoT 3,136,t_gen=5
IoT 4,95,t_gen=4
IoT 5,123,t_gen=18
IoT 6,90,t_gen=9
IoT 7,105,t_gen=7
IoT 8,91,t_gen=8
IoT 9,91,t_gen=8
IoT 10,135,t_gen=6
IoT 11,96,t_gen=16
IoT 12,87,t_gen=12
