Scenario Information
Number of IoT Nodes,20
Number of UAVs,4
Number of Ground BS,4

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,107,76.9,1.0,3972.4440029242014,0,3.1739706993103027
Individual AoIs for Seed,42
IoT 13,96,t_gen=3
IoT 14,97,t_gen=2
IoT 15,102,t_gen=10
IoT 16,129,t_gen=12
IoT 17,120,t_gen=5
IoT 18,85,t_gen=14
IoT 19,107,t_gen=18
IoT 20,117,t_gen=8

65,95,80.9,1.0,3742.585000028421,0,0.8364417552947998
Individual AoIs for Seed,65
IoT 1,68,t_gen=17
IoT 2,70,t_gen=15
IoT 3,82,t_gen=3
IoT 4,91,t_gen=4
IoT 5,86,t_gen=4
IoT 6,65,t_gen=20
IoT 7,72,t_gen=20
IoT 8,91,t_gen=1
IoT 9,80,t_gen=10
IoT 10,84,t_gen=8
IoT 11,90,t_gen=2
IoT 12,95,t_gen=0
IoT 13,77,t_gen=18
IoT 14,81,t_gen=4
IoT 15,80,t_gen=10
IoT 16,81,t_gen=11
IoT 17,72,t_gen=20
IoT 18,83,t_gen=2
IoT 19,87,t_gen=5
IoT 20,83,t_gen=2

85,105,87.45,1.0,3955.4194014586,0,0.799384355545044
Individual AoIs for Seed,85
IoT 1,95,t_gen=17
IoT 2,94,t_gen=18
IoT 3,99,t_gen=13
IoT 4,50,t_gen=2
IoT 5,82,t_gen=14
IoT 6,105,t_gen=7
IoT 7,99,t_gen=13
IoT 8,101,t_gen=5
IoT 9,80,t_gen=16
IoT 10,105,t_gen=7
IoT 11,42,t_gen=10
IoT 12,105,t_gen=1
IoT 13,91,t_gen=5
IoT 14,91,t_gen=5
IoT 15,101,t_gen=5
IoT 16,92,t_gen=14
IoT 17,88,t_gen=8
IoT 18,32,t_gen=20
IoT 19,95,t_gen=17
IoT 20,102,t_gen=4

90,134,94.6,1.0,5115.905407125891,0,0.7561638355255127
Individual AoIs for Seed,90
IoT 1,71,t_gen=8
IoT 2,75,t_gen=4
IoT 3,122,t_gen=12
IoT 4,103,t_gen=4
IoT 5,78,t_gen=1
IoT 6,118,t_gen=16
IoT 7,104,t_gen=3
IoT 8,134,t_gen=0
IoT 9,129,t_gen=5
IoT 10,90,t_gen=17
IoT 11,105,t_gen=2
IoT 12,97,t_gen=10
IoT 13,93,t_gen=19
IoT 14,124,t_gen=10
IoT 15,61,t_gen=18
IoT 16,106,t_gen=1
IoT 17,82,t_gen=15
IoT 18,41,t_gen=5
IoT 19,40,t_gen=6
IoT 20,119,t_gen=15

105,84,57.9,1.0,4103.989428440854,0,0.8829143047332764
Individual AoIs for Seed,105
IoT 1,53,t_gen=4
IoT 2,70,t_gen=5
IoT 3,70,t_gen=14
IoT 4,50,t_gen=7
IoT 5,75,t_gen=9
IoT 6,37,t_gen=16
IoT 7,74,t_gen=10
IoT 8,81,t_gen=3
IoT 9,52,t_gen=5
IoT 10,41,t_gen=12
IoT 11,35,t_gen=18
IoT 12,34,t_gen=19
IoT 13,41,t_gen=16
IoT 14,62,t_gen=13
IoT 15,39,t_gen=18
IoT 16,60,t_gen=15
IoT 17,73,t_gen=11
IoT 18,84,t_gen=0
IoT 19,56,t_gen=19
IoT 20,71,t_gen=13

49,116,75.25,1.0,4215.352073255968,0,1.139477014541626
Individual AoIs for Seed,49
IoT 1,35,t_gen=20
IoT 2,58,t_gen=19
IoT 3,93,t_gen=0
IoT 4,80,t_gen=13
IoT 5,66,t_gen=11
IoT 6,74,t_gen=19
IoT 7,102,t_gen=17
IoT 8,75,t_gen=2
IoT 9,102,t_gen=17
IoT 10,86,t_gen=7
IoT 11,74,t_gen=19
IoT 12,107,t_gen=12
IoT 13,38,t_gen=17
IoT 14,55,t_gen=0
IoT 15,84,t_gen=9
IoT 16,44,t_gen=11
IoT 17,67,t_gen=10
IoT 18,64,t_gen=13
IoT 19,85,t_gen=8
IoT 20,116,t_gen=3

110,118,88.8,1.0,4439.132950681557,0,0.9102432727813721
Individual AoIs for Seed,110
IoT 1,74,t_gen=1
IoT 2,111,t_gen=2
IoT 3,97,t_gen=16
IoT 4,67,t_gen=7
IoT 5,59,t_gen=16
IoT 6,96,t_gen=17
IoT 7,70,t_gen=4
IoT 8,106,t_gen=7
IoT 9,111,t_gen=2
IoT 10,70,t_gen=5
IoT 11,67,t_gen=8
IoT 12,110,t_gen=8
IoT 13,106,t_gen=12
IoT 14,99,t_gen=14
IoT 15,102,t_gen=16
IoT 16,63,t_gen=12
IoT 17,108,t_gen=10
IoT 18,73,t_gen=2
IoT 19,69,t_gen=5
IoT 20,118,t_gen=0

Final Averages
avg_peak_aoi,102.1
avg_avg_aoi,76.16999999999999
avg_coverage,1.0
avg_total_dist,4261.167538062812
avg_unserved,0.0
avg_runtime,1.131974959373474
