Scenario Information
Number of IoT Nodes,30
Number of UAVs,3
Number of Ground BS,4

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,152,129.36666666666667,1.0,5182.498000482279,0,1.4020166397094727
Individual AoIs for Seed,42
IoT 1,152,t_gen=6
IoT 2,117,t_gen=17
IoT 3,117,t_gen=17
IoT 4,141,t_gen=8
IoT 5,133,t_gen=5
IoT 6,134,t_gen=4
IoT 7,131,t_gen=3
IoT 8,138,t_gen=11
IoT 9,124,t_gen=14
IoT 10,122,t_gen=12
IoT 11,129,t_gen=20
IoT 12,116,t_gen=18
IoT 13,142,t_gen=7
IoT 14,131,t_gen=7
IoT 15,124,t_gen=14
IoT 16,127,t_gen=11
IoT 17,129,t_gen=20
IoT 18,132,t_gen=17
IoT 19,126,t_gen=12
IoT 20,132,t_gen=17
IoT 21,133,t_gen=1
IoT 22,139,t_gen=10
IoT 23,131,t_gen=18
IoT 24,118,t_gen=20
IoT 25,129,t_gen=20
IoT 26,127,t_gen=7
IoT 27,120,t_gen=18
IoT 28,138,t_gen=11
IoT 29,118,t_gen=16
IoT 30,131,t_gen=3

50,162,120.53333333333333,1.0,5691.8072448041585,0,1.322735071182251
Individual AoIs for Seed,50
IoT 1,134,t_gen=4
IoT 2,127,t_gen=11
IoT 3,148,t_gen=10
IoT 4,145,t_gen=13
IoT 5,138,t_gen=2
IoT 6,120,t_gen=20
IoT 7,148,t_gen=10
IoT 8,137,t_gen=3
IoT 9,21,t_gen=18
IoT 10,137,t_gen=6
IoT 11,119,t_gen=19
IoT 12,137,t_gen=3
IoT 13,141,t_gen=17
IoT 14,137,t_gen=17
IoT 15,120,t_gen=18
IoT 16,162,t_gen=11
IoT 17,127,t_gen=11
IoT 18,125,t_gen=13
IoT 19,134,t_gen=20
IoT 20,133,t_gen=7
IoT 21,35,t_gen=4
IoT 22,130,t_gen=10
IoT 23,37,t_gen=2
IoT 24,130,t_gen=8
IoT 25,125,t_gen=13
IoT 26,156,t_gen=2
IoT 27,138,t_gen=0
IoT 28,122,t_gen=18
IoT 29,28,t_gen=11
IoT 30,125,t_gen=15

55,124,86.93333333333334,1.0,4328.7703615584605,0,1.4689137935638428
Individual AoIs for Seed,55
IoT 1,89,t_gen=15
IoT 2,49,t_gen=12
