Scenario Information
Number of IoT Nodes,30
Number of UAVs,3
Number of Ground BS,4

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,152,129.36666666666667,1.0,5182.498000482279,0,1.4020166397094727
Individual AoIs for Seed,42
IoT 3,114,t_gen=17
IoT 4,123,t_gen=8
IoT 5,61,t_gen=0
IoT 6,103,t_gen=1
IoT 7,41,t_gen=20
IoT 8,98,t_gen=6
IoT 9,61,t_gen=0
IoT 10,122,t_gen=9
IoT 11,95,t_gen=7
IoT 12,124,t_gen=7
IoT 13,55,t_gen=6
IoT 14,48,t_gen=13
IoT 15,101,t_gen=3
IoT 16,100,t_gen=2
IoT 17,123,t_gen=8
IoT 18,74,t_gen=2
IoT 19,102,t_gen=15
IoT 20,44,t_gen=17
IoT 21,64,t_gen=12
IoT 22,56,t_gen=5
IoT 23,97,t_gen=7
IoT 24,93,t_gen=11
IoT 25,93,t_gen=11
IoT 26,103,t_gen=1
IoT 27,94,t_gen=15
IoT 28,86,t_gen=16
IoT 29,96,t_gen=6
IoT 30,99,t_gen=5

60,158,146.13333333333333,1.0,4394.454302822641,0,2.5119121074676514
Individual AoIs for Seed,60
IoT 1,145,t_gen=5
IoT 2,139,t_gen=20
IoT 3,154,t_gen=5
IoT 4,154,t_gen=4
IoT 5,132,t_gen=18
IoT 6,149,t_gen=9
IoT 7,151,t_gen=7
IoT 8,151,t_gen=8
IoT 9,151,t_gen=8
IoT 10,144,t_gen=6
IoT 11,142,t_gen=16
IoT 12,147,t_gen=12
IoT 13,155,t_gen=3
IoT 14,156,t_gen=2
IoT 15,148,t_gen=10
IoT 16,138,t_gen=12
IoT 17,145,t_gen=5
IoT 18,145,t_gen=14
IoT 19,132,t_gen=18
IoT 20,142,t_gen=8
IoT 21,143,t_gen=7
IoT 22,146,t_gen=13
IoT 23,158,t_gen=0
IoT 24,158,t_gen=1
IoT 25,144,t_gen=6
IoT 26,137,t_gen=13
IoT 27,143,t_gen=7
IoT 28,149,t_gen=10
IoT 29,143,t_gen=7
IoT 30,143,t_gen=15

65,133,95.53333333333333,1.0,4655.876020209634,0,3.0163700580596924
Individual AoIs for Seed,65
IoT 1,80,t_gen=17
IoT 2,82,t_gen=15
IoT 3,94,t_gen=3
IoT 4,129,t_gen=4
IoT 5,127,t_gen=4
IoT 6,42,t_gen=20
IoT 7,77,t_gen=20
IoT 8,96,t_gen=1
IoT 9,121,t_gen=10
IoT 10,89,t_gen=8
IoT 11,131,t_gen=2
IoT 12,133,t_gen=0
IoT 13,115,t_gen=18
IoT 14,58,t_gen=4
IoT 15,123,t_gen=10
IoT 16,86,t_gen=11
IoT 17,113,t_gen=20
IoT 18,60,t_gen=2
IoT 19,92,t_gen=5
IoT 20,60,t_gen=2
IoT 21,115,t_gen=18
IoT 22,114,t_gen=17
IoT 23,111,t_gen=20
IoT 24,106,t_gen=5
IoT 25,116,t_gen=15
IoT 26,46,t_gen=16
IoT 27,127,t_gen=4
IoT 28,45,t_gen=17
IoT 29,117,t_gen=16
IoT 30,61,t_gen=1

85,146,118.83333333333333,1.0,4930.246893932837,0,2.2936015129089355
Individual AoIs for Seed,85
IoT 1,122,t_gen=17
IoT 2,87,t_gen=18
IoT 3,137,t_gen=13
IoT 4,122,t_gen=2
IoT 5,136,t_gen=14
IoT 6,98,t_gen=7
IoT 7,137,t_gen=13
IoT 8,100,t_gen=5
IoT 9,134,t_gen=16
IoT 10,98,t_gen=7
IoT 11,114,t_gen=10
IoT 12,104,t_gen=1
IoT 13,145,t_gen=5
IoT 14,145,t_gen=5
IoT 15,100,t_gen=5
IoT 16,91,t_gen=14
IoT 17,142,t_gen=8
IoT 18,104,t_gen=20
IoT 19,88,t_gen=17
IoT 20,146,t_gen=4
IoT 21,115,t_gen=9
IoT 22,142,t_gen=8
IoT 23,122,t_gen=2
IoT 24,101,t_gen=4
IoT 25,120,t_gen=19
IoT 26,137,t_gen=13
IoT 27,130,t_gen=19
IoT 28,111,t_gen=13
IoT 29,98,t_gen=7
IoT 30,139,t_gen=11

90,122,103.5,1.0,4525.23293319521,0,3.5083141326904297
Individual AoIs for Seed,90
IoT 1,89,t_gen=8
IoT 2,104,t_gen=4
IoT 3,96,t_gen=12
IoT 4,119,t_gen=4
IoT 5,96,t_gen=1
IoT 6,81,t_gen=16
IoT 7,120,t_gen=3
IoT 8,108,t_gen=0
IoT 9,103,t_gen=5
IoT 10,106,t_gen=17
IoT 11,121,t_gen=2
IoT 12,113,t_gen=10
IoT 13,114,t_gen=19
IoT 14,87,t_gen=10
IoT 15,105,t_gen=18
IoT 16,122,t_gen=1
IoT 17,82,t_gen=15
IoT 18,118,t_gen=5
IoT 19,117,t_gen=6
IoT 20,108,t_gen=15
IoT 21,91,t_gen=17
IoT 22,119,t_gen=4
IoT 23,104,t_gen=17
IoT 24,118,t_gen=5
IoT 25,109,t_gen=12
IoT 26,93,t_gen=15
IoT 27,77,t_gen=20
IoT 28,79,t_gen=18
IoT 29,111,t_gen=12
IoT 30,95,t_gen=13

105,111,84.56666666666666,1.0,3758.1183730202556,0,1.814682960510254
Individual AoIs for Seed,105
IoT 1,82,t_gen=4
IoT 2,68,t_gen=5
IoT 3,97,t_gen=14
IoT 4,79,t_gen=7
IoT 5,102,t_gen=9
IoT 6,95,t_gen=16
IoT 7,101,t_gen=10
IoT 8,108,t_gen=3
IoT 9,81,t_gen=5
IoT 10,99,t_gen=12
IoT 11,93,t_gen=18
IoT 12,92,t_gen=19
IoT 13,70,t_gen=16
IoT 14,98,t_gen=13
IoT 15,68,t_gen=18
IoT 16,58,t_gen=15
IoT 17,103,t_gen=11
IoT 18,111,t_gen=0
IoT 19,54,t_gen=19
IoT 20,98,t_gen=13
IoT 21,81,t_gen=5
IoT 22,91,t_gen=20
IoT 23,77,t_gen=9
IoT 24,72,t_gen=11
IoT 25,70,t_gen=3
IoT 26,106,t_gen=5
IoT 27,84,t_gen=2
IoT 28,67,t_gen=6
IoT 29,62,t_gen=11
IoT 30,70,t_gen=16

49,176,123.9,1.0,4435.019260603486,0,1.676400899887085
Individual AoIs for Seed,49
IoT 1,73,t_gen=20
IoT 2,74,t_gen=19
IoT 3,176,t_gen=0
IoT 4,163,t_gen=13
IoT 5,82,t_gen=11
IoT 6,157,t_gen=19
IoT 7,159,t_gen=17
IoT 8,91,t_gen=2
IoT 9,159,t_gen=17
IoT 10,169,t_gen=7
IoT 11,157,t_gen=19
IoT 12,164,t_gen=12
IoT 13,76,t_gen=17
IoT 14,93,t_gen=0
IoT 15,167,t_gen=9
IoT 16,82,t_gen=11
IoT 17,83,t_gen=10
IoT 18,80,t_gen=13
IoT 19,168,t_gen=8
IoT 20,90,t_gen=3
IoT 21,162,t_gen=14
IoT 22,74,t_gen=19
IoT 23,86,t_gen=7
IoT 24,176,t_gen=0
IoT 25,90,t_gen=3
IoT 26,171,t_gen=5
IoT 27,163,t_gen=13
IoT 28,82,t_gen=11
IoT 29,160,t_gen=16
IoT 30,90,t_gen=3

110,202,152.56666666666666,1.0,6034.994190747236,0,1.6076343059539795
Individual AoIs for Seed,110
IoT 1,59,t_gen=1
IoT 2,201,t_gen=2
IoT 3,187,t_gen=16
IoT 4,140,t_gen=7
IoT 5,187,t_gen=16
IoT 6,186,t_gen=17
IoT 7,143,t_gen=4
IoT 8,196,t_gen=7
IoT 9,201,t_gen=2
IoT 10,55,t_gen=5
IoT 11,52,t_gen=8
IoT 12,146,t_gen=8
IoT 13,142,t_gen=12
IoT 14,189,t_gen=14
IoT 15,187,t_gen=16
IoT 16,48,t_gen=12
IoT 17,144,t_gen=10
IoT 18,201,t_gen=2
IoT 19,55,t_gen=5
IoT 20,154,t_gen=0
IoT 21,150,t_gen=4
IoT 22,137,t_gen=17
IoT 23,202,t_gen=1
IoT 24,131,t_gen=16
IoT 25,153,t_gen=1
IoT 26,146,t_gen=1
IoT 27,201,t_gen=2
IoT 28,200,t_gen=3
IoT 29,193,t_gen=10
IoT 30,191,t_gen=12

Final Averages
avg_peak_aoi,148.6
avg_avg_aoi,116.18666666666668
avg_coverage,1.0
avg_total_dist,4793.701758137619
avg_unserved,0.0
avg_runtime,2.0622581481933593
