Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,3

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,211,153.94,1.0,6270.790473423693,0,4.8024208545684814
Individual AoIs for Seed,42
IoT 39,148,t_gen=10
IoT 40,155,t_gen=3
IoT 41,144,t_gen=2
IoT 42,152,t_gen=6
IoT 43,157,t_gen=1
IoT 44,156,t_gen=2
IoT 45,144,t_gen=14
IoT 46,141,t_gen=5
IoT 47,154,t_gen=4
IoT 48,141,t_gen=5
IoT 49,146,t_gen=0
IoT 50,127,t_gen=19

49,202,165.98,1.0,6793.207587937304,0,4.561834335327148
Individual AoIs for Seed,49
IoT 1,174,t_gen=4
IoT 2,185,t_gen=17
IoT 3,159,t_gen=19
IoT 4,87,t_gen=0
IoT 5,189,t_gen=13
IoT 6,191,t_gen=11
IoT 7,68,t_gen=19
IoT 8,185,t_gen=17
IoT 9,200,t_gen=2
IoT 10,185,t_gen=17
IoT 11,195,t_gen=7
IoT 12,159,t_gen=19
IoT 13,190,t_gen=12
IoT 14,161,t_gen=17
IoT 15,178,t_gen=0
IoT 16,78,t_gen=9
IoT 17,167,t_gen=11
IoT 18,192,t_gen=10
IoT 19,189,t_gen=13
IoT 20,194,t_gen=8
IoT 21,175,t_gen=3
IoT 22,188,t_gen=14
IoT 23,183,t_gen=19
IoT 24,171,t_gen=7
IoT 25,202,t_gen=0
IoT 26,199,t_gen=3
IoT 27,197,t_gen=5
IoT 28,165,t_gen=13
IoT 29,167,t_gen=11
IoT 30,186,t_gen=16
IoT 31,199,t_gen=3
IoT 32,184,t_gen=18
IoT 33,159,t_gen=19
IoT 34,77,t_gen=10
IoT 35,189,t_gen=13
IoT 36,182,t_gen=20
IoT 37,195,t_gen=7
IoT 38,85,t_gen=2
IoT 39,185,t_gen=17
IoT 40,71,t_gen=16
IoT 41,195,t_gen=7
IoT 42,187,t_gen=15
IoT 43,190,t_gen=12
IoT 44,171,t_gen=7
IoT 45,159,t_gen=19
IoT 46,172,t_gen=6
IoT 47,84,t_gen=3
IoT 48,74,t_gen=13
IoT 49,194,t_gen=8
IoT 50,188,t_gen=14

110,200,174.06,1.0,6671.596962111018,0,4.473237991333008
Individual AoIs for Seed,110
IoT 1,177,t_gen=13
IoT 2,187,t_gen=3
IoT 3,182,t_gen=4
IoT 4,177,t_gen=13
IoT 5,179,t_gen=7
IoT 6,139,t_gen=16
IoT 7,173,t_gen=17
IoT 8,182,t_gen=4
IoT 9,183,t_gen=7
IoT 10,188,t_gen=2
IoT 11,150,t_gen=5
IoT 12,147,t_gen=8
IoT 13,147,t_gen=8
IoT 14,174,t_gen=12
IoT 15,176,t_gen=14
IoT 16,174,t_gen=16
IoT 17,143,t_gen=12
IoT 18,176,t_gen=10
IoT 19,153,t_gen=2
IoT 20,185,t_gen=5
IoT 21,186,t_gen=0
IoT 22,186,t_gen=4
IoT 23,159,t_gen=17
IoT 24,185,t_gen=1
IoT 25,174,t_gen=16
IoT 26,189,t_gen=1
IoT 27,185,t_gen=1
IoT 28,188,t_gen=2
IoT 29,187,t_gen=3
IoT 30,180,t_gen=10
IoT 31,178,t_gen=12
IoT 32,135,t_gen=20
IoT 33,185,t_gen=5
IoT 34,136,t_gen=19
IoT 35,171,t_gen=15
IoT 36,143,t_gen=12
IoT 37,187,t_gen=3
IoT 38,178,t_gen=12
IoT 39,189,t_gen=1
IoT 40,200,t_gen=7
IoT 41,171,t_gen=19
IoT 42,174,t_gen=12
IoT 43,185,t_gen=5
IoT 44,188,t_gen=2
IoT 45,176,t_gen=10
IoT 46,187,t_gen=16
IoT 47,184,t_gen=6
IoT 48,169,t_gen=17
IoT 49,175,t_gen=11
IoT 50,181,t_gen=5

Final Averages
avg_peak_aoi,190.2
avg_avg_aoi,154.64
avg_coverage,1.0
avg_total_dist,6168.632864789493
avg_unserved,0.0
avg_runtime,4.527755546569824
