Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,3

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,211,153.94,1.0,6270.790473423693,0,4.8024208545684814
Individual AoIs for Seed,42
IoT 1,115,t_gen=13
IoT 2,168,t_gen=7
IoT 3,122,t_gen=6
IoT 4,157,t_gen=13
IoT 5,170,t_gen=0
IoT 6,115,t_gen=13
IoT 7,165,t_gen=10
IoT 8,159,t_gen=11
IoT 9,169,t_gen=1
IoT 10,116,t_gen=12
IoT 11,173,t_gen=20
IoT 12,193,t_gen=18
IoT 13,168,t_gen=7
IoT 14,204,t_gen=7
IoT 15,114,t_gen=14
IoT 16,117,t_gen=11
IoT 17,155,t_gen=20
IoT 18,158,t_gen=17
IoT 19,116,t_gen=12
IoT 20,158,t_gen=17
IoT 21,174,t_gen=1
IoT 22,193,t_gen=10
IoT 23,185,t_gen=18
IoT 24,108,t_gen=20
IoT 25,191,t_gen=20
IoT 26,168,t_gen=7
IoT 27,110,t_gen=18
IoT 28,164,t_gen=11
IoT 29,154,t_gen=16
IoT 30,172,t_gen=3
IoT 31,162,t_gen=13
IoT 32,151,t_gen=19
IoT 33,153,t_gen=17
IoT 34,125,t_gen=3
IoT 35,162,t_gen=8
IoT 36,119,t_gen=9
IoT 37,162,t_gen=8
IoT 38,195,t_gen=16
IoT 39,161,t_gen=9
IoT 40,122,t_gen=6
IoT 41,158,t_gen=17
IoT 42,211,t_gen=0
IoT 43,172,t_gen=3
IoT 44,202,t_gen=9
IoT 45,157,t_gen=18
IoT 46,113,t_gen=15
IoT 47,194,t_gen=17
IoT 48,113,t_gen=15
IoT 49,112,t_gen=16
IoT 50,122,t_gen=6

50,177,144.36,1.0,6105.5827916437,0,5.4134681224823
Individual AoIs for Seed,50
IoT 1,126,t_gen=17
IoT 2,164,t_gen=3
IoT 3,161,t_gen=6
IoT 4,124,t_gen=19
IoT 5,165,t_gen=2
IoT 6,161,t_gen=19
IoT 7,160,t_gen=20
IoT 8,157,t_gen=10
IoT 9,140,t_gen=3
IoT 10,125,t_gen=18
IoT 11,29,t_gen=6
IoT 12,169,t_gen=19
IoT 13,177,t_gen=3
IoT 14,163,t_gen=17
IoT 15,141,t_gen=17
IoT 16,149,t_gen=18
IoT 17,156,t_gen=11
IoT 18,156,t_gen=11
IoT 19,130,t_gen=13
IoT 20,131,t_gen=20
IoT 21,173,t_gen=7
IoT 22,176,t_gen=4
IoT 23,133,t_gen=10
IoT 24,141,t_gen=2
IoT 25,172,t_gen=8
IoT 26,167,t_gen=13
IoT 27,165,t_gen=2
IoT 28,30,t_gen=0
IoT 29,125,t_gen=18
IoT 30,132,t_gen=11
IoT 31,165,t_gen=15
IoT 32,161,t_gen=6
IoT 33,165,t_gen=2
IoT 34,163,t_gen=4
IoT 35,169,t_gen=11
IoT 36,173,t_gen=7
IoT 37,171,t_gen=9
IoT 38,152,t_gen=15
IoT 39,26,t_gen=4
IoT 40,148,t_gen=19
IoT 41,131,t_gen=12
IoT 42,15,t_gen=15
IoT 43,133,t_gen=10
IoT 44,172,t_gen=8
IoT 45,177,t_gen=3
IoT 46,158,t_gen=9
IoT 47,172,t_gen=8
IoT 48,173,t_gen=7
IoT 49,160,t_gen=7
IoT 50,136,t_gen=7

55,185,156.42,1.0,5728.9133491611265,0,4.3243536949157715
Individual AoIs for Seed,55
IoT 1,170,t_gen=15
IoT 2,173,t_gen=12
IoT 3,115,t_gen=17
IoT 4,116,t_gen=8
IoT 5,185,t_gen=0
IoT 6,178,t_gen=1
IoT 7,165,t_gen=20
IoT 8,118,t_gen=6
IoT 9,185,t_gen=0
IoT 10,123,t_gen=9
IoT 11,178,t_gen=7
IoT 12,178,t_gen=7
IoT 13,179,t_gen=6
IoT 14,172,t_gen=13
IoT 15,176,t_gen=3
IoT 16,183,t_gen=2
IoT 17,177,t_gen=8
IoT 18,183,t_gen=2
IoT 19,178,t_gen=15
IoT 20,168,t_gen=17
IoT 21,120,t_gen=12
IoT 22,174,t_gen=5
IoT 23,117,t_gen=7
IoT 24,113,t_gen=11
IoT 25,113,t_gen=11
IoT 26,178,t_gen=1
IoT 27,180,t_gen=15
IoT 28,169,t_gen=16
IoT 29,179,t_gen=6
IoT 30,174,t_gen=5
IoT 31,168,t_gen=11
IoT 32,185,t_gen=0
IoT 33,182,t_gen=3
IoT 34,109,t_gen=15
IoT 35,182,t_gen=3
IoT 36,179,t_gen=6
IoT 37,104,t_gen=20
IoT 38,170,t_gen=15
IoT 39,180,t_gen=13
IoT 40,130,t_gen=2
IoT 41,173,t_gen=12
IoT 42,122,t_gen=2
IoT 43,119,t_gen=13
IoT 44,115,t_gen=17
IoT 45,171,t_gen=8
IoT 46,123,t_gen=1
IoT 47,107,t_gen=17
IoT 48,178,t_gen=7
IoT 49,122,t_gen=2
IoT 50,185,t_gen=0

60,175,148.98,1.0,5396.831843288106,0,3.58837890625
Individual AoIs for Seed,60
IoT 1,173,t_gen=2
IoT 2,139,t_gen=12
IoT 3,175,t_gen=0
IoT 4,138,t_gen=4
IoT 5,171,t_gen=4
IoT 6,133,t_gen=18
IoT 7,166,t_gen=9
IoT 8,135,t_gen=7
IoT 9,167,t_gen=8
IoT 10,167,t_gen=8
IoT 11,145,t_gen=6
IoT 12,126,t_gen=16
IoT 13,163,t_gen=12
IoT 14,172,t_gen=3
IoT 15,173,t_gen=2
IoT 16,132,t_gen=10
IoT 17,139,t_gen=12
IoT 18,137,t_gen=5
IoT 19,161,t_gen=14
IoT 20,133,t_gen=18
IoT 21,143,t_gen=8
IoT 22,144,t_gen=7
IoT 23,138,t_gen=13
IoT 24,175,t_gen=0
IoT 25,150,t_gen=1
IoT 26,136,t_gen=6
IoT 27,138,t_gen=13
IoT 28,144,t_gen=7
IoT 29,141,t_gen=10
IoT 30,135,t_gen=7
IoT 31,160,t_gen=15
IoT 32,144,t_gen=7
IoT 33,158,t_gen=17
IoT 34,135,t_gen=16
IoT 35,141,t_gen=1
IoT 36,169,t_gen=6
IoT 37,136,t_gen=6
IoT 38,147,t_gen=4
IoT 39,161,t_gen=14
IoT 40,144,t_gen=7
IoT 41,135,t_gen=7
IoT 42,122,t_gen=20
IoT 43,158,t_gen=17
IoT 44,157,t_gen=18
IoT 45,161,t_gen=14
IoT 46,137,t_gen=5
IoT 47,150,t_gen=1
IoT 48,138,t_gen=4
IoT 49,148,t_gen=3
IoT 50,159,t_gen=16

65,202,136.56,1.0,6391.031994467651,0,3.884836435317993
Individual AoIs for Seed,65
IoT 1,154,t_gen=7
IoT 2,153,t_gen=8
IoT 3,160,t_gen=1
IoT 4,90,t_gen=4
IoT 5,202,t_gen=4
IoT 6,58,t_gen=20
IoT 7,74,t_gen=20
IoT 8,160,t_gen=1
IoT 9,196,t_gen=10
IoT 10,86,t_gen=8
IoT 11,194,t_gen=2
IoT 12,196,t_gen=0
IoT 13,178,t_gen=18
IoT 14,74,t_gen=4
IoT 15,151,t_gen=10
IoT 16,83,t_gen=11
IoT 17,141,t_gen=20
IoT 18,76,t_gen=2
IoT 19,156,t_gen=5
IoT 20,76,t_gen=2
IoT 21,143,t_gen=18
IoT 22,189,t_gen=17
IoT 23,186,t_gen=20
IoT 24,89,t_gen=5
IoT 25,191,t_gen=15
IoT 26,145,t_gen=16
IoT 27,202,t_gen=4
IoT 28,61,t_gen=17
IoT 29,145,t_gen=16
IoT 30,77,t_gen=1
IoT 31,72,t_gen=6
IoT 32,187,t_gen=9
IoT 33,192,t_gen=4
IoT 34,145,t_gen=16
IoT 35,75,t_gen=19
IoT 36,70,t_gen=8
IoT 37,160,t_gen=19
IoT 38,70,t_gen=8
IoT 39,84,t_gen=10
IoT 40,156,t_gen=5
IoT 41,77,t_gen=17
IoT 42,86,t_gen=8
IoT 43,188,t_gen=18
IoT 44,193,t_gen=13
IoT 45,150,t_gen=11
IoT 46,188,t_gen=8
IoT 47,79,t_gen=15
IoT 48,191,t_gen=15
IoT 49,181,t_gen=15
IoT 50,198,t_gen=8

85,173,151.58,1.0,6047.419186322935,0,4.927109956741333
Individual AoIs for Seed,85
IoT 1,140,t_gen=18
IoT 2,169,t_gen=17
IoT 3,131,t_gen=19
IoT 4,155,t_gen=3
IoT 5,152,t_gen=13
IoT 6,143,t_gen=15
IoT 7,151,t_gen=7
IoT 8,147,t_gen=3
IoT 9,153,t_gen=12
IoT 10,141,t_gen=17
IoT 11,136,t_gen=14
IoT 12,153,t_gen=5
IoT 13,160,t_gen=5
IoT 14,148,t_gen=17
IoT 15,151,t_gen=7
IoT 16,153,t_gen=5
IoT 17,144,t_gen=14
IoT 18,157,t_gen=8
IoT 19,162,t_gen=20
IoT 20,148,t_gen=17
IoT 21,154,t_gen=4
IoT 22,141,t_gen=9
IoT 23,157,t_gen=8
IoT 24,148,t_gen=2
IoT 25,154,t_gen=4
IoT 26,139,t_gen=19
IoT 27,173,t_gen=13
IoT 28,131,t_gen=19
IoT 29,145,t_gen=13
IoT 30,143,t_gen=7
IoT 31,154,t_gen=11
IoT 32,135,t_gen=15
IoT 33,160,t_gen=5
IoT 34,155,t_gen=10
IoT 35,159,t_gen=6
IoT 36,146,t_gen=19
IoT 37,154,t_gen=4
IoT 38,163,t_gen=2
IoT 39,157,t_gen=8
IoT 40,158,t_gen=0
IoT 41,163,t_gen=2
IoT 42,164,t_gen=1
IoT 43,153,t_gen=12
IoT 44,161,t_gen=4
IoT 45,141,t_gen=9
IoT 46,143,t_gen=7
IoT 47,155,t_gen=10
IoT 48,164,t_gen=1
IoT 49,158,t_gen=7
IoT 50,157,t_gen=8

90,219,175.44,1.0,7099.424267357677,0,4.175757884979248
Individual AoIs for Seed,90
IoT 1,193,t_gen=9
IoT 2,187,t_gen=2
IoT 3,199,t_gen=20
IoT 4,208,t_gen=11
IoT 5,191,t_gen=17
IoT 6,200,t_gen=2
IoT 7,183,t_gen=6
IoT 8,187,t_gen=2
IoT 9,93,t_gen=20
IoT 10,113,t_gen=0
IoT 11,200,t_gen=2
IoT 12,192,t_gen=10
IoT 13,183,t_gen=19
IoT 14,103,t_gen=10
IoT 15,184,t_gen=18
IoT 16,201,t_gen=1
IoT 17,187,t_gen=15
IoT 18,108,t_gen=5
IoT 19,213,t_gen=6
IoT 20,98,t_gen=15
IoT 21,172,t_gen=17
IoT 22,198,t_gen=4
IoT 23,185,t_gen=17
IoT 24,108,t_gen=5
IoT 25,203,t_gen=12
IoT 26,98,t_gen=15
IoT 27,199,t_gen=20
IoT 28,197,t_gen=18
IoT 29,190,t_gen=12
IoT 30,100,t_gen=13
IoT 31,203,t_gen=16
IoT 32,177,t_gen=12
IoT 33,202,t_gen=17
IoT 34,196,t_gen=6
IoT 35,187,t_gen=2
IoT 36,182,t_gen=20
IoT 37,107,t_gen=6
IoT 38,175,t_gen=14
IoT 39,170,t_gen=19
IoT 40,182,t_gen=20
IoT 41,204,t_gen=15
IoT 42,178,t_gen=11
IoT 43,184,t_gen=18
IoT 44,169,t_gen=20
IoT 45,185,t_gen=4
IoT 46,208,t_gen=11
IoT 47,170,t_gen=19
IoT 48,201,t_gen=1
IoT 49,219,t_gen=0
IoT 50,200,t_gen=2

105,158,139.08,1.0,5181.530192181732,0,5.126157283782959
Individual AoIs for Seed,105
IoT 1,135,t_gen=11
IoT 2,116,t_gen=3
IoT 3,153,t_gen=5
IoT 4,144,t_gen=14
IoT 5,112,t_gen=7
IoT 6,149,t_gen=9
IoT 7,119,t_gen=16
IoT 8,148,t_gen=10
IoT 9,155,t_gen=3
IoT 10,157,t_gen=5
IoT 11,107,t_gen=12
IoT 12,101,t_gen=18
IoT 13,139,t_gen=19
IoT 14,130,t_gen=16
IoT 15,145,t_gen=13
IoT 16,144,t_gen=18
IoT 17,131,t_gen=15
IoT 18,147,t_gen=11
IoT 19,158,t_gen=0
IoT 20,127,t_gen=19
IoT 21,145,t_gen=13
IoT 22,141,t_gen=5
IoT 23,138,t_gen=20
IoT 24,137,t_gen=9
IoT 25,135,t_gen=11
IoT 26,143,t_gen=3
IoT 27,153,t_gen=5
IoT 28,144,t_gen=2
IoT 29,140,t_gen=6
IoT 30,135,t_gen=11
IoT 31,103,t_gen=16
IoT 32,154,t_gen=8
IoT 33,130,t_gen=16
IoT 34,146,t_gen=0
IoT 35,115,t_gen=4
IoT 36,157,t_gen=1
IoT 37,148,t_gen=10
IoT 38,108,t_gen=11
