Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,2

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,192,175.24,1.0,6482.296013520157,0,3.9736499786376953
Individual AoIs for Seed,42
IoT 26,163,t_gen=19
IoT 27,157,t_gen=13
IoT 28,163,t_gen=19
IoT 29,169,t_gen=13
IoT 30,175,t_gen=7
IoT 31,159,t_gen=11
IoT 32,167,t_gen=15
IoT 33,177,t_gen=5
IoT 34,160,t_gen=10
IoT 35,164,t_gen=6
IoT 36,151,t_gen=19
IoT 37,178,t_gen=4
IoT 38,180,t_gen=2
IoT 39,162,t_gen=8
IoT 40,182,t_gen=0
IoT 41,180,t_gen=2
IoT 42,181,t_gen=1
IoT 43,109,t_gen=12
IoT 44,166,t_gen=4
IoT 45,161,t_gen=9
IoT 46,114,t_gen=7
IoT 47,160,t_gen=10
IoT 48,169,t_gen=1
IoT 49,163,t_gen=7
IoT 50,162,t_gen=8

90,167,149.08,1.0,5318.837263653897,0,4.14528489112854
Individual AoIs for Seed,90
IoT 1,153,t_gen=14
IoT 2,145,t_gen=9
IoT 3,157,t_gen=2
IoT 4,147,t_gen=20
IoT 5,156,t_gen=11
IoT 6,142,t_gen=17
IoT 7,165,t_gen=2
IoT 8,153,t_gen=6
IoT 9,152,t_gen=2
IoT 10,139,t_gen=20
IoT 11,154,t_gen=0
IoT 12,165,t_gen=2
IoT 13,144,t_gen=10
IoT 14,135,t_gen=19
IoT 15,157,t_gen=10
IoT 16,136,t_gen=18
IoT 17,153,t_gen=1
IoT 18,152,t_gen=15
IoT 19,149,t_gen=5
IoT 20,161,t_gen=6
IoT 21,139,t_gen=15
IoT 22,142,t_gen=17
IoT 23,150,t_gen=4
IoT 24,150,t_gen=17
IoT 25,149,t_gen=5
IoT 26,155,t_gen=12
IoT 27,144,t_gen=15
IoT 28,134,t_gen=20
IoT 29,149,t_gen=18
IoT 30,142,t_gen=12
IoT 31,146,t_gen=13
IoT 32,138,t_gen=16
IoT 33,147,t_gen=12
IoT 34,150,t_gen=17
IoT 35,161,t_gen=6
IoT 36,157,t_gen=2
IoT 37,134,t_gen=20
IoT 38,153,t_gen=6
IoT 39,145,t_gen=14
IoT 40,148,t_gen=19
IoT 41,147,t_gen=20
IoT 42,152,t_gen=15
IoT 43,148,t_gen=11
IoT 44,149,t_gen=18
IoT 45,139,t_gen=20
IoT 46,155,t_gen=4
IoT 47,156,t_gen=11
IoT 48,140,t_gen=19
IoT 49,153,t_gen=1
IoT 50,167,t_gen=0

105,147,135.66,1.0,5283.023623553061,0,4.06187629699707
Individual AoIs for Seed,105
IoT 1,135,t_gen=10
IoT 2,140,t_gen=5
IoT 3,135,t_gen=12
IoT 4,134,t_gen=13
IoT 5,130,t_gen=15
IoT 6,138,t_gen=7
IoT 7,138,t_gen=9
IoT 8,129,t_gen=16
IoT 9,129,t_gen=10
IoT 10,136,t_gen=3
IoT 11,140,t_gen=5
IoT 12,133,t_gen=12
IoT 13,127,t_gen=18
IoT 14,142,t_gen=19
IoT 15,129,t_gen=16
IoT 16,134,t_gen=13
IoT 17,127,t_gen=18
IoT 18,132,t_gen=15
IoT 19,128,t_gen=11
IoT 20,139,t_gen=0
IoT 21,128,t_gen=19
IoT 22,126,t_gen=13
IoT 23,140,t_gen=5
IoT 24,127,t_gen=20
IoT 25,136,t_gen=9
IoT 26,136,t_gen=11
IoT 27,144,t_gen=3
IoT 28,134,t_gen=5
IoT 29,143,t_gen=2
IoT 30,141,t_gen=6
IoT 31,136,t_gen=11
IoT 32,129,t_gen=16
IoT 33,137,t_gen=8
IoT 34,131,t_gen=16
IoT 35,147,t_gen=0
IoT 36,141,t_gen=4
IoT 37,138,t_gen=1
IoT 38,129,t_gen=10
IoT 39,134,t_gen=11
IoT 40,137,t_gen=10
IoT 41,136,t_gen=3
IoT 42,137,t_gen=2
IoT 43,141,t_gen=6
IoT 44,146,t_gen=1
IoT 45,145,t_gen=2
IoT 46,125,t_gen=14
IoT 47,140,t_gen=5
IoT 48,143,t_gen=4
IoT 49,134,t_gen=5
IoT 50,147,t_gen=0

49,227,203.04,1.0,7046.678532766713,0,4.1717307567596436
Individual AoIs for Seed,49
IoT 1,227,t_gen=1
IoT 2,214,t_gen=14
IoT 3,204,t_gen=16
IoT 4,178,t_gen=9
IoT 5,221,t_gen=7
IoT 6,216,t_gen=12
IoT 7,200,t_gen=20
IoT 8,168,t_gen=19
IoT 9,211,t_gen=17
IoT 10,218,t_gen=2
IoT 11,203,t_gen=17
IoT 12,213,t_gen=7
IoT 13,201,t_gen=19
IoT 14,208,t_gen=12
IoT 15,203,t_gen=17
IoT 16,187,t_gen=0
IoT 17,219,t_gen=9
IoT 18,176,t_gen=11
IoT 19,218,t_gen=10
IoT 20,215,t_gen=13
IoT 21,212,t_gen=8
IoT 22,184,t_gen=3
IoT 23,206,t_gen=14
IoT 24,168,t_gen=19
IoT 25,180,t_gen=7
IoT 26,220,t_gen=0
IoT 27,225,t_gen=3
IoT 28,215,t_gen=5
IoT 29,174,t_gen=13
IoT 30,176,t_gen=11
IoT 31,204,t_gen=16
IoT 32,225,t_gen=3
IoT 33,210,t_gen=18
IoT 34,168,t_gen=19
IoT 35,177,t_gen=10
IoT 36,207,t_gen=13
IoT 37,167,t_gen=20
IoT 38,213,t_gen=7
IoT 39,226,t_gen=2
IoT 40,211,t_gen=17
IoT 41,212,t_gen=16
IoT 42,221,t_gen=7
IoT 43,213,t_gen=15
IoT 44,216,t_gen=12
IoT 45,180,t_gen=7
IoT 46,168,t_gen=19
IoT 47,214,t_gen=6
IoT 48,225,t_gen=3
IoT 49,215,t_gen=13
IoT 50,220,t_gen=8

110,197,176.22,1.0,5543.946695507407,0,4.348376512527466
Individual AoIs for Seed,110
IoT 1,179,t_gen=17
IoT 2,180,t_gen=16
IoT 3,182,t_gen=16
IoT 4,134,t_gen=20
IoT 5,180,t_gen=18
IoT 6,145,t_gen=9
IoT 7,183,t_gen=13
IoT 8,140,t_gen=14
IoT 9,194,t_gen=4
IoT 10,191,t_gen=7
IoT 11,196,t_gen=2
IoT 12,191,t_gen=5
IoT 13,190,t_gen=8
IoT 14,146,t_gen=8
IoT 15,142,t_gen=12
IoT 16,184,t_gen=14
IoT 17,182,t_gen=16
IoT 18,184,t_gen=12
IoT 19,188,t_gen=10
IoT 20,196,t_gen=2
IoT 21,193,t_gen=5
IoT 22,154,t_gen=0
IoT 23,192,t_gen=4
IoT 24,137,t_gen=17
IoT 25,153,t_gen=1
IoT 26,182,t_gen=16
IoT 27,197,t_gen=1
IoT 28,195,t_gen=1
IoT 29,196,t_gen=2
IoT 30,195,t_gen=3
IoT 31,186,t_gen=10
IoT 32,186,t_gen=12
IoT 33,176,t_gen=20
IoT 34,193,t_gen=5
IoT 35,179,t_gen=19
IoT 36,181,t_gen=15
IoT 37,186,t_gen=12
IoT 38,193,t_gen=3
IoT 39,184,t_gen=12
IoT 40,197,t_gen=1
IoT 41,191,t_gen=7
IoT 42,179,t_gen=19
IoT 43,142,t_gen=12
IoT 44,191,t_gen=5
IoT 45,194,t_gen=2
IoT 46,144,t_gen=10
IoT 47,138,t_gen=16
IoT 48,148,t_gen=6
IoT 49,179,t_gen=17
IoT 50,143,t_gen=11

Final Averages
avg_peak_aoi,194.0
avg_avg_aoi,167.28
avg_coverage,1.0
avg_total_dist,6143.25452223226
avg_unserved,0.0
avg_runtime,4.3305092573165895
