Scenario Information
Number of IoT Nodes,20
Number of UAVs,2
Number of Ground BS,4

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,160,112.35,1.0,3601.096508576502,0,0.7786080837249756
Individual AoIs for Seed,42
IoT 13,68,t_gen=18
IoT 14,34,t_gen=4
IoT 15,96,t_gen=10
IoT 16,75,t_gen=11
IoT 17,66,t_gen=20
IoT 18,36,t_gen=2
IoT 19,81,t_gen=5
IoT 20,36,t_gen=2

85,153,113.85,1.0,3526.918497307841,0,0.7972440719604492
Individual AoIs for Seed,85
IoT 1,129,t_gen=17
IoT 2,93,t_gen=18
IoT 3,144,t_gen=13
IoT 4,73,t_gen=2
IoT 5,143,t_gen=14
IoT 6,104,t_gen=7
IoT 7,144,t_gen=13
IoT 8,152,t_gen=5
IoT 9,59,t_gen=16
IoT 10,104,t_gen=7
IoT 11,65,t_gen=10
IoT 12,110,t_gen=1
IoT 13,70,t_gen=5
IoT 14,70,t_gen=5
IoT 15,152,t_gen=5
IoT 16,143,t_gen=14
IoT 17,103,t_gen=8
IoT 18,126,t_gen=20
IoT 19,140,t_gen=17
IoT 20,153,t_gen=4

90,128,96.95,1.0,2960.538876641761,0,0.6247739791870117
Individual AoIs for Seed,90
IoT 1,105,t_gen=8
IoT 2,81,t_gen=4
IoT 3,73,t_gen=12
IoT 4,81,t_gen=4
IoT 5,112,t_gen=1
IoT 6,97,t_gen=16
IoT 7,110,t_gen=3
IoT 8,85,t_gen=0
IoT 9,80,t_gen=5
IoT 10,128,t_gen=17
IoT 11,89,t_gen=2
IoT 12,103,t_gen=10
IoT 13,126,t_gen=19
IoT 14,75,t_gen=10
IoT 15,127,t_gen=18
IoT 16,84,t_gen=1
IoT 17,98,t_gen=15
IoT 18,80,t_gen=5
IoT 19,107,t_gen=6
IoT 20,98,t_gen=15

105,124,94.95,1.0,2920.264376410526,0,0.6715929508209229
Individual AoIs for Seed,105
IoT 1,69,t_gen=4
IoT 2,68,t_gen=5
IoT 3,107,t_gen=14
IoT 4,66,t_gen=7
IoT 5,112,t_gen=9
IoT 6,105,t_gen=16
IoT 7,111,t_gen=10
IoT 8,118,t_gen=3
IoT 9,68,t_gen=5
IoT 10,109,t_gen=12
IoT 11,103,t_gen=18
IoT 12,124,t_gen=19
IoT 13,91,t_gen=16
IoT 14,108,t_gen=13
IoT 15,55,t_gen=18
IoT 16,58,t_gen=15
IoT 17,110,t_gen=11
IoT 18,121,t_gen=0
IoT 19,88,t_gen=19
IoT 20,108,t_gen=13

49,111,89.55,1.0,2753.653527014859,0,0.836388111114502
Individual AoIs for Seed,49
IoT 1,104,t_gen=20
IoT 2,85,t_gen=19
IoT 3,24,t_gen=0
IoT 4,91,t_gen=13
IoT 5,93,t_gen=11
IoT 6,5,t_gen=19
IoT 7,94,t_gen=17
IoT 8,102,t_gen=2
IoT 9,94,t_gen=17
IoT 10,104,t_gen=7
IoT 11,92,t_gen=19
IoT 12,99,t_gen=12
IoT 13,94,t_gen=17
IoT 14,111,t_gen=0
IoT 15,95,t_gen=9
IoT 16,108,t_gen=11
IoT 17,94,t_gen=10
IoT 18,91,t_gen=13
IoT 19,103,t_gen=8
IoT 20,108,t_gen=3

110,133,105.9,1.0,3227.226067931719,0,0.6305272579193115
Individual AoIs for Seed,110
IoT 1,133,t_gen=1
IoT 2,132,t_gen=2
IoT 3,118,t_gen=16
IoT 4,126,t_gen=7
IoT 5,39,t_gen=16
IoT 6,117,t_gen=17
IoT 7,129,t_gen=4
IoT 8,127,t_gen=7
IoT 9,132,t_gen=2
IoT 10,129,t_gen=5
IoT 11,126,t_gen=8
IoT 12,47,t_gen=8
IoT 13,43,t_gen=12
IoT 14,120,t_gen=14
IoT 15,117,t_gen=16
IoT 16,122,t_gen=12
IoT 17,124,t_gen=10
IoT 18,53,t_gen=2
IoT 19,129,t_gen=5
IoT 20,55,t_gen=0

Final Averages
avg_peak_aoi,132.7
avg_avg_aoi,103.925
avg_coverage,1.0
avg_total_dist,3148.5286014770018
avg_unserved,0.0
avg_runtime,1.0796864986419679
