Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,4

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,196,177.1,1.0,6525.472009651077,0,9.077853202819824
Individual AoIs for Seed,42
IoT 20,94,t_gen=2
IoT 21,160,t_gen=18
IoT 22,151,t_gen=17
IoT 23,158,t_gen=20
IoT 24,112,t_gen=5
IoT 25,153,t_gen=15
IoT 26,80,t_gen=16
IoT 27,164,t_gen=4
IoT 28,79,t_gen=17
IoT 29,101,t_gen=16
IoT 30,95,t_gen=1
IoT 31,90,t_gen=6
IoT 32,169,t_gen=9
IoT 33,174,t_gen=4
IoT 34,162,t_gen=16
IoT 35,98,t_gen=19
IoT 36,88,t_gen=8
IoT 37,98,t_gen=19
IoT 38,88,t_gen=8
IoT 39,151,t_gen=10
IoT 40,173,t_gen=5
IoT 41,144,t_gen=17
IoT 42,109,t_gen=8
IoT 43,150,t_gen=18
IoT 44,155,t_gen=13
IoT 45,106,t_gen=11
IoT 46,160,t_gen=8
IoT 47,102,t_gen=15
IoT 48,163,t_gen=15
IoT 49,163,t_gen=15
IoT 50,160,t_gen=8

85,167,110.8,1.0,5422.588114698453,0,6.508453369140625
Individual AoIs for Seed,85
IoT 1,105,t_gen=17
IoT 2,82,t_gen=18
IoT 3,158,t_gen=13
IoT 4,129,t_gen=2
IoT 5,78,t_gen=14
IoT 6,93,t_gen=7
IoT 7,158,t_gen=13
IoT 8,166,t_gen=5
IoT 9,76,t_gen=16
IoT 10,93,t_gen=7
IoT 11,121,t_gen=10
IoT 12,99,t_gen=1
IoT 13,87,t_gen=5
IoT 14,87,t_gen=5
IoT 15,95,t_gen=5
IoT 16,157,t_gen=14
IoT 17,84,t_gen=8
IoT 18,139,t_gen=20
IoT 19,83,t_gen=17
IoT 20,167,t_gen=4
IoT 21,122,t_gen=9
IoT 22,163,t_gen=8
IoT 23,129,t_gen=2
IoT 24,96,t_gen=4
IoT 25,112,t_gen=19
IoT 26,79,t_gen=13
IoT 27,140,t_gen=19
IoT 28,158,t_gen=13
IoT 29,93,t_gen=7
IoT 30,81,t_gen=11
IoT 31,85,t_gen=15
IoT 32,126,t_gen=5
IoT 33,161,t_gen=10
IoT 34,86,t_gen=6
IoT 35,152,t_gen=19
IoT 36,96,t_gen=4
IoT 37,129,t_gen=2
IoT 38,84,t_gen=8
IoT 39,131,t_gen=0
IoT 40,98,t_gen=2
IoT 41,99,t_gen=1
IoT 42,80,t_gen=12
IoT 43,88,t_gen=4
IoT 44,122,t_gen=9
IoT 45,124,t_gen=7
IoT 46,82,t_gen=10
IoT 47,91,t_gen=1
IoT 48,85,t_gen=7
IoT 49,84,t_gen=8
IoT 50,107,t_gen=15

90,173,139.14,1.0,5845.439191896767,0,6.526670217514038
Individual AoIs for Seed,90
IoT 1,93,t_gen=8
IoT 2,97,t_gen=4
IoT 3,161,t_gen=12
IoT 4,145,t_gen=4
IoT 5,100,t_gen=1
IoT 6,85,t_gen=16
IoT 7,146,t_gen=3
IoT 8,173,t_gen=0
IoT 9,168,t_gen=5
IoT 10,132,t_gen=17
IoT 11,147,t_gen=2
IoT 12,139,t_gen=10
IoT 13,144,t_gen=19
IoT 14,163,t_gen=10
IoT 15,131,t_gen=18
IoT 16,148,t_gen=1
IoT 17,86,t_gen=15
IoT 18,144,t_gen=5
IoT 19,150,t_gen=6
IoT 20,158,t_gen=15
IoT 21,156,t_gen=17
IoT 22,145,t_gen=4
IoT 23,139,t_gen=17
IoT 24,144,t_gen=5
IoT 25,144,t_gen=12
IoT 26,158,t_gen=15
IoT 27,129,t_gen=20
IoT 28,83,t_gen=18
IoT 29,143,t_gen=12
IoT 30,160,t_gen=13
IoT 31,133,t_gen=16
IoT 32,161,t_gen=12
IoT 33,84,t_gen=17
IoT 34,150,t_gen=6
IoT 35,171,t_gen=2
IoT 36,129,t_gen=20
IoT 37,167,t_gen=6
IoT 38,159,t_gen=14
IoT 39,154,t_gen=19
IoT 40,151,t_gen=20
IoT 41,86,t_gen=15
IoT 42,162,t_gen=11
IoT 43,153,t_gen=18
IoT 44,153,t_gen=20
IoT 45,169,t_gen=4
IoT 46,90,t_gen=11
IoT 47,154,t_gen=19
IoT 48,148,t_gen=1
IoT 49,101,t_gen=0
IoT 50,171,t_gen=2

105,151,116.4,1.0,5215.288426074957,0,6.585831642150879
Individual AoIs for Seed,105
IoT 1,138,t_gen=4
IoT 2,103,t_gen=5
IoT 3,102,t_gen=14
IoT 4,128,t_gen=7
IoT 5,107,t_gen=9
IoT 6,100,t_gen=16
IoT 7,106,t_gen=10
IoT 8,113,t_gen=3
IoT 9,137,t_gen=5
IoT 10,104,t_gen=12
IoT 11,117,t_gen=18
IoT 12,97,t_gen=19
IoT 13,119,t_gen=16
IoT 14,103,t_gen=13
IoT 15,124,t_gen=18
IoT 16,93,t_gen=15
IoT 17,140,t_gen=11
IoT 18,116,t_gen=0
IoT 19,117,t_gen=19
IoT 20,103,t_gen=13
IoT 21,130,t_gen=5
IoT 22,96,t_gen=20
IoT 23,126,t_gen=9
IoT 24,107,t_gen=11
IoT 25,105,t_gen=3
IoT 26,111,t_gen=5
IoT 27,133,t_gen=2
IoT 28,102,t_gen=6
IoT 29,97,t_gen=11
IoT 30,119,t_gen=16
IoT 31,127,t_gen=8
IoT 32,92,t_gen=16
IoT 33,151,t_gen=0
IoT 34,131,t_gen=4
IoT 35,115,t_gen=1
IoT 36,141,t_gen=10
IoT 37,105,t_gen=11
IoT 38,98,t_gen=10
IoT 39,148,t_gen=3
IoT 40,106,t_gen=2
IoT 41,110,t_gen=6
IoT 42,115,t_gen=1
IoT 43,149,t_gen=2
IoT 44,145,t_gen=14
IoT 45,130,t_gen=5
IoT 46,104,t_gen=4
IoT 47,130,t_gen=5
IoT 48,108,t_gen=0
IoT 49,89,t_gen=19
IoT 50,133,t_gen=2

49,242,146.08,1.0,6588.463792010755,0,5.918785810470581
Individual AoIs for Seed,49
IoT 1,146,t_gen=20
IoT 2,141,t_gen=19
IoT 3,88,t_gen=0
IoT 4,75,t_gen=13
IoT 5,149,t_gen=11
IoT 6,69,t_gen=19
IoT 7,176,t_gen=17
IoT 8,158,t_gen=2
IoT 9,176,t_gen=17
IoT 10,186,t_gen=7
IoT 11,147,t_gen=19
IoT 12,181,t_gen=12
IoT 13,149,t_gen=17
IoT 14,166,t_gen=0
IoT 15,79,t_gen=9
IoT 16,155,t_gen=11
IoT 17,150,t_gen=10
IoT 18,147,t_gen=13
IoT 19,185,t_gen=8
IoT 20,163,t_gen=3
IoT 21,146,t_gen=14
IoT 22,174,t_gen=19
IoT 23,159,t_gen=7
IoT 24,193,t_gen=0
IoT 25,157,t_gen=3
IoT 26,188,t_gen=5
IoT 27,180,t_gen=13
IoT 28,155,t_gen=11
IoT 29,177,t_gen=16
IoT 30,157,t_gen=3
IoT 31,142,t_gen=18
IoT 32,147,t_gen=19
IoT 33,78,t_gen=10
IoT 34,147,t_gen=13
IoT 35,146,t_gen=20
IoT 36,159,t_gen=7
IoT 37,86,t_gen=2
IoT 38,143,t_gen=17
IoT 39,72,t_gen=16
IoT 40,153,t_gen=7
IoT 41,145,t_gen=15
IoT 42,148,t_gen=12
IoT 43,159,t_gen=7
IoT 44,147,t_gen=19
IoT 45,242,t_gen=6
IoT 46,85,t_gen=3
IoT 47,75,t_gen=13
IoT 48,152,t_gen=8
IoT 49,146,t_gen=14
IoT 50,160,t_gen=0

110,196,173.62,1.0,6646.536101208792,0,6.564881801605225
Individual AoIs for Seed,110
IoT 1,164,t_gen=1
IoT 2,193,t_gen=2
IoT 3,179,t_gen=16
IoT 4,170,t_gen=7
IoT 5,196,t_gen=16
IoT 6,178,t_gen=17
IoT 7,173,t_gen=4
IoT 8,188,t_gen=7
IoT 9,193,t_gen=2
IoT 10,160,t_gen=5
IoT 11,157,t_gen=8
IoT 12,169,t_gen=8
IoT 13,172,t_gen=12
IoT 14,181,t_gen=14
IoT 15,161,t_gen=16
IoT 16,153,t_gen=12
IoT 17,185,t_gen=10
IoT 18,163,t_gen=2
IoT 19,160,t_gen=5
IoT 20,177,t_gen=0
IoT 21,191,t_gen=4
IoT 22,160,t_gen=17
IoT 23,176,t_gen=1
IoT 24,161,t_gen=16
IoT 25,164,t_gen=1
IoT 26,176,t_gen=1
IoT 27,193,t_gen=2
IoT 28,162,t_gen=3
IoT 29,185,t_gen=10
IoT 30,183,t_gen=12
IoT 31,175,t_gen=20
IoT 32,190,t_gen=5
IoT 33,176,t_gen=19
IoT 34,162,t_gen=15
IoT 35,183,t_gen=12
IoT 36,192,t_gen=3
IoT 37,153,t_gen=12
IoT 38,194,t_gen=1
IoT 39,158,t_gen=7
IoT 40,176,t_gen=19
IoT 41,165,t_gen=12
IoT 42,160,t_gen=5
IoT 43,193,t_gen=2
IoT 44,167,t_gen=10
IoT 45,178,t_gen=16
IoT 46,189,t_gen=6
IoT 47,148,t_gen=17
IoT 48,166,t_gen=11
IoT 49,172,t_gen=5
IoT 50,161,t_gen=4

Final Averages
avg_peak_aoi,183.3
avg_avg_aoi,139.904
avg_coverage,1.0
avg_total_dist,5971.679929369314
avg_unserved,0.0
avg_runtime,6.539971542358399
