Scenario Information
Number of IoT Nodes,40
Number of UAVs,4
Number of Ground BS,4

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,146,109.125,1.0,6516.088964411017,0,7.767942667007446
Individual AoIs for Seed,42
IoT 30,104,t_gen=5
IoT 31,94,t_gen=11
IoT 32,105,t_gen=0
IoT 33,102,t_gen=3
IoT 34,92,t_gen=15
IoT 35,108,t_gen=3
IoT 36,101,t_gen=6
IoT 37,85,t_gen=20
IoT 38,70,t_gen=15
IoT 39,96,t_gen=13
IoT 40,83,t_gen=2

60,149,119.975,1.0,5363.058889390793,0,3.070305109024048
Individual AoIs for Seed,60
IoT 1,91,t_gen=5
IoT 2,110,t_gen=20
IoT 3,144,t_gen=5
IoT 4,145,t_gen=4
IoT 5,87,t_gen=18
IoT 6,140,t_gen=9
IoT 7,142,t_gen=7
IoT 8,122,t_gen=8
IoT 9,122,t_gen=8
IoT 10,143,t_gen=6
IoT 11,80,t_gen=16
IoT 12,118,t_gen=12
IoT 13,146,t_gen=3
IoT 14,147,t_gen=2
IoT 15,139,t_gen=10
IoT 16,93,t_gen=12
IoT 17,100,t_gen=5
IoT 18,116,t_gen=14
IoT 19,78,t_gen=18
IoT 20,141,t_gen=8
IoT 21,142,t_gen=7
IoT 22,117,t_gen=13
IoT 23,149,t_gen=0
IoT 24,129,t_gen=1
IoT 25,90,t_gen=6
IoT 26,136,t_gen=13
IoT 27,98,t_gen=7
IoT 28,139,t_gen=10
IoT 29,89,t_gen=7
IoT 30,134,t_gen=15
IoT 31,142,t_gen=7
IoT 32,113,t_gen=17
IoT 33,89,t_gen=16
IoT 34,104,t_gen=1
IoT 35,124,t_gen=6
IoT 36,99,t_gen=6
IoT 37,126,t_gen=4
IoT 38,135,t_gen=14
IoT 39,142,t_gen=7
IoT 40,98,t_gen=7

65,107,83.05,1.0,4946.921189207571,0,3.033399820327759
Individual AoIs for Seed,65
IoT 1,74,t_gen=17
IoT 2,93,t_gen=15
IoT 3,88,t_gen=3
IoT 4,103,t_gen=4
IoT 5,82,t_gen=4
IoT 6,71,t_gen=20
IoT 7,88,t_gen=20
IoT 8,77,t_gen=1
IoT 9,76,t_gen=10
IoT 10,70,t_gen=8
IoT 11,105,t_gen=2
IoT 12,107,t_gen=0
IoT 13,89,t_gen=18
IoT 14,87,t_gen=4
IoT 15,76,t_gen=10
IoT 16,67,t_gen=11
IoT 17,87,t_gen=20
IoT 18,89,t_gen=2
IoT 19,102,t_gen=5
IoT 20,89,t_gen=2
IoT 21,89,t_gen=18
IoT 22,69,t_gen=17
IoT 23,66,t_gen=20
IoT 24,73,t_gen=5
IoT 25,71,t_gen=15
IoT 26,70,t_gen=16
IoT 27,82,t_gen=4
IoT 28,74,t_gen=17
IoT 29,62,t_gen=16
IoT 30,85,t_gen=1
IoT 31,85,t_gen=6
IoT 32,98,t_gen=9
IoT 33,103,t_gen=4
IoT 34,91,t_gen=16
IoT 35,59,t_gen=19
IoT 36,83,t_gen=8
IoT 37,59,t_gen=19
IoT 38,83,t_gen=8
IoT 39,98,t_gen=10
IoT 40,102,t_gen=5

85,130,108.425,1.0,6281.829437656858,0,3.0304877758026123
Individual AoIs for Seed,85
IoT 1,110,t_gen=17
IoT 2,109,t_gen=18
IoT 3,114,t_gen=13
IoT 4,130,t_gen=2
IoT 5,113,t_gen=14
IoT 6,92,t_gen=7
IoT 7,91,t_gen=13
IoT 8,122,t_gen=5
IoT 9,121,t_gen=16
IoT 10,120,t_gen=7
IoT 11,122,t_gen=10
IoT 12,98,t_gen=1
IoT 13,99,t_gen=5
IoT 14,99,t_gen=5
IoT 15,122,t_gen=5
IoT 16,90,t_gen=14
IoT 17,96,t_gen=8
IoT 18,112,t_gen=20
IoT 19,82,t_gen=17
IoT 20,123,t_gen=4
IoT 21,123,t_gen=9
IoT 22,96,t_gen=8
IoT 23,130,t_gen=2
IoT 24,95,t_gen=4
IoT 25,108,t_gen=19
IoT 26,91,t_gen=13
IoT 27,118,t_gen=19
IoT 28,114,t_gen=13
IoT 29,120,t_gen=7
IoT 30,93,t_gen=11
IoT 31,112,t_gen=15
IoT 32,122,t_gen=5
IoT 33,127,t_gen=10
IoT 34,98,t_gen=6
IoT 35,113,t_gen=19
IoT 36,95,t_gen=4
IoT 37,125,t_gen=2
IoT 38,96,t_gen=8
IoT 39,99,t_gen=0
IoT 40,97,t_gen=2

90,94,74.975,1.0,5174.198423737771,0,2.750953197479248
Individual AoIs for Seed,90
IoT 1,84,t_gen=8
IoT 2,86,t_gen=4
IoT 3,81,t_gen=12
IoT 4,53,t_gen=4
IoT 5,89,t_gen=1
IoT 6,76,t_gen=16
IoT 7,54,t_gen=3
IoT 8,93,t_gen=0
IoT 9,88,t_gen=5
IoT 10,94,t_gen=17
IoT 11,55,t_gen=2
IoT 12,47,t_gen=10
IoT 13,71,t_gen=19
IoT 14,80,t_gen=10
IoT 15,93,t_gen=18
IoT 16,56,t_gen=1
IoT 17,75,t_gen=15
IoT 18,52,t_gen=5
IoT 19,84,t_gen=6
IoT 20,75,t_gen=15
IoT 21,76,t_gen=17
IoT 22,86,t_gen=4
IoT 23,75,t_gen=17
IoT 24,52,t_gen=5
IoT 25,80,t_gen=12
IoT 26,78,t_gen=15
IoT 27,70,t_gen=20
IoT 28,74,t_gen=18
IoT 29,78,t_gen=12
IoT 30,80,t_gen=13
IoT 31,74,t_gen=16
IoT 32,81,t_gen=12
IoT 33,75,t_gen=17
IoT 34,86,t_gen=6
IoT 35,91,t_gen=2
IoT 36,37,t_gen=20
IoT 37,87,t_gen=6
IoT 38,79,t_gen=14
IoT 39,73,t_gen=19
IoT 40,81,t_gen=20

105,114,95.175,1.0,5414.230194411831,0,2.9405109882354736
Individual AoIs for Seed,105
IoT 1,92,t_gen=4
IoT 2,106,t_gen=5
IoT 3,99,t_gen=14
IoT 4,89,t_gen=7
IoT 5,104,t_gen=9
IoT 6,64,t_gen=16
IoT 7,103,t_gen=10
IoT 8,110,t_gen=3
IoT 9,91,t_gen=5
IoT 10,68,t_gen=12
IoT 11,62,t_gen=18
IoT 12,94,t_gen=19
IoT 13,80,t_gen=16
IoT 14,100,t_gen=13
IoT 15,78,t_gen=18
IoT 16,96,t_gen=15
IoT 17,114,t_gen=11
IoT 18,113,t_gen=0
IoT 19,92,t_gen=19
IoT 20,112,t_gen=13
IoT 21,91,t_gen=5
IoT 22,91,t_gen=20
IoT 23,87,t_gen=9
IoT 24,100,t_gen=11
IoT 25,108,t_gen=3
IoT 26,108,t_gen=5
IoT 27,94,t_gen=2
IoT 28,105,t_gen=6
IoT 29,100,t_gen=11
IoT 30,80,t_gen=16
IoT 31,88,t_gen=8
IoT 32,95,t_gen=16
IoT 33,113,t_gen=0
IoT 34,76,t_gen=4
IoT 35,112,t_gen=1
IoT 36,103,t_gen=10
IoT 37,69,t_gen=11
IoT 38,101,t_gen=10
IoT 39,110,t_gen=3
IoT 40,109,t_gen=2

49,146,104.625,1.0,6379.8450143675,0,2.987622022628784
Individual AoIs for Seed,49
IoT 1,107,t_gen=20
IoT 2,102,t_gen=19
IoT 3,123,t_gen=0
IoT 4,78,t_gen=13
IoT 5,110,t_gen=11
IoT 6,72,t_gen=19
IoT 7,90,t_gen=17
IoT 8,119,t_gen=2
IoT 9,90,t_gen=17
IoT 10,100,t_gen=7
IoT 11,146,t_gen=19
IoT 12,95,t_gen=12
IoT 13,110,t_gen=17
IoT 14,127,t_gen=0
IoT 15,82,t_gen=9
IoT 16,116,t_gen=11
IoT 17,111,t_gen=10
IoT 18,94,t_gen=13
IoT 19,99,t_gen=8
IoT 20,124,t_gen=3
IoT 21,93,t_gen=14
IoT 22,108,t_gen=19
IoT 23,120,t_gen=7
IoT 24,107,t_gen=0
IoT 25,118,t_gen=3
IoT 26,102,t_gen=5
IoT 27,94,t_gen=13
IoT 28,116,t_gen=11
IoT 29,91,t_gen=16
IoT 30,88,t_gen=3
IoT 31,103,t_gen=18
IoT 32,108,t_gen=19
IoT 33,113,t_gen=10
IoT 34,108,t_gen=13
IoT 35,107,t_gen=20
IoT 36,100,t_gen=7
IoT 37,89,t_gen=2
IoT 38,104,t_gen=17
IoT 39,107,t_gen=16
IoT 40,114,t_gen=7

110,159,128.95,1.0,6763.2826779178595,0,2.7902026176452637
Individual AoIs for Seed,110
IoT 1,134,t_gen=1
IoT 2,138,t_gen=2
IoT 3,119,t_gen=16
IoT 4,114,t_gen=7
IoT 5,124,t_gen=16
IoT 6,123,t_gen=17
IoT 7,117,t_gen=4
IoT 8,128,t_gen=7
IoT 9,157,t_gen=2
IoT 10,130,t_gen=5
IoT 11,127,t_gen=8
IoT 12,151,t_gen=8
IoT 13,147,t_gen=12
IoT 14,126,t_gen=14
IoT 15,124,t_gen=16
IoT 16,123,t_gen=12
IoT 17,111,t_gen=10
IoT 18,133,t_gen=2
IoT 19,130,t_gen=5
IoT 20,159,t_gen=0
IoT 21,131,t_gen=4
IoT 22,142,t_gen=17
IoT 23,120,t_gen=1
IoT 24,105,t_gen=16
IoT 25,158,t_gen=1
IoT 26,120,t_gen=1
IoT 27,138,t_gen=2
IoT 28,132,t_gen=3
IoT 29,125,t_gen=10
IoT 30,128,t_gen=12
IoT 31,101,t_gen=20
IoT 32,154,t_gen=5
IoT 33,102,t_gen=19
IoT 34,106,t_gen=15
IoT 35,123,t_gen=12
IoT 36,137,t_gen=3
IoT 37,128,t_gen=12
IoT 38,139,t_gen=1
IoT 39,133,t_gen=7
IoT 40,121,t_gen=19

Final Averages
avg_peak_aoi,130.6
avg_avg_aoi,100.6425
avg_coverage,1.0
avg_total_dist,5905.706509230985
avg_unserved,0.0
avg_runtime,3.7639684200286867
