Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,1

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,231,189.08,1.0,6274.2486637965485,0,5.306501865386963
Individual AoIs for Seed,42
IoT 6,122,t_gen=19
IoT 7,206,t_gen=2
IoT 8,162,t_gen=19
IoT 9,188,t_gen=20
IoT 10,198,t_gen=10
IoT 11,138,t_gen=3
IoT 12,123,t_gen=18
IoT 13,175,t_gen=6
IoT 14,186,t_gen=19
IoT 15,205,t_gen=3
IoT 16,191,t_gen=17
IoT 17,124,t_gen=17
IoT 18,163,t_gen=18
IoT 19,130,t_gen=11
IoT 20,197,t_gen=11
IoT 21,128,t_gen=13
IoT 22,161,t_gen=20
IoT 23,201,t_gen=7
IoT 24,137,t_gen=4
IoT 25,131,t_gen=10
IoT 26,139,t_gen=2
IoT 27,173,t_gen=8
IoT 28,195,t_gen=13
IoT 29,206,t_gen=2
IoT 30,181,t_gen=0
IoT 31,123,t_gen=18
IoT 32,193,t_gen=11
IoT 33,193,t_gen=15
IoT 34,198,t_gen=6
IoT 35,206,t_gen=2
IoT 36,200,t_gen=4
IoT 37,197,t_gen=11
IoT 38,134,t_gen=7
IoT 39,199,t_gen=9
IoT 40,193,t_gen=15
IoT 41,137,t_gen=4
IoT 42,185,t_gen=19
IoT 43,129,t_gen=12
IoT 44,189,t_gen=15
IoT 45,171,t_gen=10
IoT 46,200,t_gen=8
IoT 47,205,t_gen=3
IoT 48,196,t_gen=9
IoT 49,173,t_gen=8
IoT 50,174,t_gen=7

55,195,174.66,1.0,5804.483930330871,0,5.468668699264526
Individual AoIs for Seed,55
IoT 1,174,t_gen=2
IoT 2,184,t_gen=11
IoT 3,180,t_gen=15
IoT 4,183,t_gen=12
IoT 5,146,t_gen=17
IoT 6,155,t_gen=8
IoT 7,176,t_gen=0
IoT 8,194,t_gen=1
IoT 9,156,t_gen=20
IoT 10,189,t_gen=6
IoT 11,163,t_gen=0
IoT 12,154,t_gen=9
IoT 13,169,t_gen=7
IoT 14,169,t_gen=7
IoT 15,170,t_gen=6
IoT 16,150,t_gen=13
IoT 17,192,t_gen=3
IoT 18,161,t_gen=2
IoT 19,168,t_gen=8
IoT 20,174,t_gen=2
IoT 21,180,t_gen=15
IoT 22,178,t_gen=17
IoT 23,164,t_gen=12
IoT 24,171,t_gen=5
IoT 25,188,t_gen=7
IoT 26,184,t_gen=11
IoT 27,184,t_gen=11
IoT 28,194,t_gen=1
IoT 29,161,t_gen=15
IoT 30,179,t_gen=16
IoT 31,189,t_gen=6
IoT 32,190,t_gen=5
IoT 33,184,t_gen=11
IoT 34,195,t_gen=0
IoT 35,192,t_gen=3
IoT 36,161,t_gen=15
IoT 37,173,t_gen=3
IoT 38,170,t_gen=6
IoT 39,175,t_gen=20
IoT 40,164,t_gen=15
IoT 41,182,t_gen=13
IoT 42,161,t_gen=2
IoT 43,164,t_gen=12
IoT 44,193,t_gen=2
IoT 45,163,t_gen=13
IoT 46,159,t_gen=17
IoT 47,187,t_gen=8
IoT 48,194,t_gen=1
IoT 49,178,t_gen=17
IoT 50,169,t_gen=7

60,210,194.58,1.0,6270.635428423105,0,3.5576729774475098
Individual AoIs for Seed,60
IoT 1,197,t_gen=14
IoT 2,210,t_gen=1
IoT 3,206,t_gen=5
IoT 4,171,t_gen=20
IoT 5,206,t_gen=5
IoT 6,197,t_gen=4
IoT 7,183,t_gen=18
IoT 8,192,t_gen=9
IoT 9,194,t_gen=7
IoT 10,183,t_gen=8
IoT 11,193,t_gen=8
IoT 12,205,t_gen=6
IoT 13,195,t_gen=16
IoT 14,189,t_gen=12
IoT 15,198,t_gen=3
IoT 16,199,t_gen=2
IoT 17,181,t_gen=10
IoT 18,179,t_gen=12
IoT 19,206,t_gen=5
IoT 20,187,t_gen=14
IoT 21,193,t_gen=18
IoT 22,203,t_gen=8
IoT 23,204,t_gen=7
IoT 24,188,t_gen=13
IoT 25,201,t_gen=0
IoT 26,190,t_gen=1
IoT 27,205,t_gen=6
IoT 28,198,t_gen=13
IoT 29,204,t_gen=7
IoT 30,201,t_gen=10
IoT 31,204,t_gen=7
IoT 32,186,t_gen=15
IoT 33,204,t_gen=7
IoT 34,174,t_gen=17
IoT 35,175,t_gen=16
IoT 36,210,t_gen=1
IoT 37,195,t_gen=6
IoT 38,205,t_gen=6
IoT 39,207,t_gen=4
IoT 40,187,t_gen=14
IoT 41,204,t_gen=7
IoT 42,204,t_gen=7
IoT 43,191,t_gen=20
IoT 44,184,t_gen=17
IoT 45,173,t_gen=18
IoT 46,177,t_gen=14
IoT 47,206,t_gen=5
IoT 48,190,t_gen=1
IoT 49,207,t_gen=4
IoT 50,188,t_gen=3

65,194,153.88,1.0,6241.15304443095,0,3.4906177520751953
Individual AoIs for Seed,65
IoT 1,180,t_gen=16
IoT 2,176,t_gen=20
IoT 3,157,t_gen=17
IoT 4,159,t_gen=15
IoT 5,171,t_gen=3
IoT 6,84,t_gen=4
IoT 7,187,t_gen=4
IoT 8,176,t_gen=20
IoT 9,154,t_gen=20
IoT 10,87,t_gen=1
IoT 11,186,t_gen=10
IoT 12,188,t_gen=8
IoT 13,172,t_gen=2
IoT 14,88,t_gen=0
IoT 15,70,t_gen=18
IoT 16,187,t_gen=4
IoT 17,181,t_gen=10
IoT 18,163,t_gen=11
IoT 19,68,t_gen=20
IoT 20,194,t_gen=2
IoT 21,83,t_gen=5
IoT 22,194,t_gen=2
IoT 23,70,t_gen=18
IoT 24,179,t_gen=17
IoT 25,171,t_gen=20
IoT 26,191,t_gen=5
IoT 27,181,t_gen=15
IoT 28,175,t_gen=16
IoT 29,187,t_gen=4
IoT 30,174,t_gen=17
IoT 31,158,t_gen=16
IoT 32,190,t_gen=1
IoT 33,190,t_gen=6
IoT 34,165,t_gen=9
IoT 35,84,t_gen=4
IoT 36,180,t_gen=16
IoT 37,155,t_gen=19
IoT 38,188,t_gen=8
IoT 39,69,t_gen=19
IoT 40,183,t_gen=8
IoT 41,164,t_gen=10
IoT 42,169,t_gen=5
IoT 43,157,t_gen=17
IoT 44,166,t_gen=8
IoT 45,173,t_gen=18
IoT 46,178,t_gen=13
IoT 47,163,t_gen=11
IoT 48,183,t_gen=8
IoT 49,73,t_gen=15
IoT 50,73,t_gen=15

85,209,192.02,1.0,6259.654308257654,0,3.658547878265381
Individual AoIs for Seed,85
IoT 1,172,t_gen=6
IoT 2,167,t_gen=11
IoT 3,192,t_gen=17
IoT 4,191,t_gen=18
IoT 5,196,t_gen=13
IoT 6,176,t_gen=2
IoT 7,193,t_gen=14
IoT 8,202,t_gen=7
IoT 9,196,t_gen=13
IoT 10,173,t_gen=5
IoT 11,162,t_gen=16
IoT 12,202,t_gen=7
IoT 13,168,t_gen=10
IoT 14,208,t_gen=1
IoT 15,202,t_gen=5
IoT 16,202,t_gen=5
IoT 17,204,t_gen=5
IoT 18,195,t_gen=14
IoT 19,199,t_gen=8
IoT 20,189,t_gen=20
IoT 21,192,t_gen=17
IoT 22,203,t_gen=4
IoT 23,169,t_gen=9
IoT 24,199,t_gen=8
IoT 25,205,t_gen=2
IoT 26,205,t_gen=4
IoT 27,190,t_gen=19
IoT 28,165,t_gen=13
IoT 29,190,t_gen=19
IoT 30,196,t_gen=13
IoT 31,202,t_gen=7
IoT 32,196,t_gen=11
IoT 33,194,t_gen=15
IoT 34,204,t_gen=5
IoT 35,197,t_gen=10
IoT 36,201,t_gen=6
IoT 37,188,t_gen=19
IoT 38,205,t_gen=4
IoT 39,205,t_gen=2
IoT 40,170,t_gen=8
IoT 41,209,t_gen=0
IoT 42,207,t_gen=2
IoT 43,208,t_gen=1
IoT 44,195,t_gen=12
IoT 45,203,t_gen=4
IoT 46,169,t_gen=9
IoT 47,171,t_gen=7
IoT 48,168,t_gen=10
IoT 49,206,t_gen=1
IoT 50,200,t_gen=7

90,234,212.52,1.0,7681.493246957328,0,3.4990615844726562
Individual AoIs for Seed,90
IoT 1,190,t_gen=20
IoT 2,192,t_gen=18
IoT 3,202,t_gen=8
IoT 4,218,t_gen=17
IoT 5,203,t_gen=20
IoT 6,199,t_gen=11
IoT 7,193,t_gen=17
IoT 8,233,t_gen=2
IoT 9,217,t_gen=6
IoT 10,233,t_gen=2
IoT 11,203,t_gen=20
IoT 12,223,t_gen=0
IoT 13,233,t_gen=2
IoT 14,225,t_gen=10
IoT 15,216,t_gen=19
IoT 16,225,t_gen=10
IoT 17,205,t_gen=18
IoT 18,234,t_gen=1
IoT 19,195,t_gen=15
IoT 20,230,t_gen=5
IoT 21,229,t_gen=6
IoT 22,220,t_gen=15
IoT 23,218,t_gen=17
IoT 24,231,t_gen=4
IoT 25,193,t_gen=17
IoT 26,230,t_gen=5
IoT 27,198,t_gen=12
IoT 28,208,t_gen=15
IoT 29,190,t_gen=20
IoT 30,217,t_gen=18
IoT 31,223,t_gen=12
IoT 32,197,t_gen=13
IoT 33,219,t_gen=16
IoT 34,211,t_gen=12
IoT 35,206,t_gen=17
IoT 36,204,t_gen=6
IoT 37,221,t_gen=2
IoT 38,215,t_gen=20
IoT 39,229,t_gen=6
IoT 40,209,t_gen=14
IoT 41,191,t_gen=19
IoT 42,190,t_gen=20
IoT 43,195,t_gen=15
IoT 44,212,t_gen=11
IoT 45,217,t_gen=18
IoT 46,203,t_gen=20
IoT 47,231,t_gen=4
IoT 48,224,t_gen=11
IoT 49,204,t_gen=19
IoT 50,222,t_gen=1

105,223,200.1,1.0,6553.016986353563,0,3.445490837097168
Individual AoIs for Seed,105
IoT 1,193,t_gen=9
IoT 2,214,t_gen=9
IoT 3,219,t_gen=4
IoT 4,218,t_gen=5
IoT 5,188,t_gen=14
IoT 6,195,t_gen=7
IoT 7,180,t_gen=9
IoT 8,186,t_gen=16
IoT 9,213,t_gen=10
IoT 10,220,t_gen=3
IoT 11,197,t_gen=5
IoT 12,190,t_gen=12
IoT 13,184,t_gen=18
IoT 14,170,t_gen=19
IoT 15,207,t_gen=16
IoT 16,210,t_gen=13
IoT 17,171,t_gen=18
IoT 18,208,t_gen=15
IoT 19,191,t_gen=11
IoT 20,202,t_gen=0
IoT 21,204,t_gen=19
IoT 22,189,t_gen=13
IoT 23,184,t_gen=5
IoT 24,203,t_gen=20
IoT 25,193,t_gen=9
IoT 26,212,t_gen=11
IoT 27,186,t_gen=3
IoT 28,197,t_gen=5
IoT 29,187,t_gen=2
IoT 30,217,t_gen=6
IoT 31,212,t_gen=11
IoT 32,207,t_gen=16
IoT 33,181,t_gen=8
IoT 34,207,t_gen=16
IoT 35,223,t_gen=0
IoT 36,185,t_gen=4
IoT 37,201,t_gen=1
IoT 38,192,t_gen=10
IoT 39,191,t_gen=11
IoT 40,213,t_gen=10
IoT 41,199,t_gen=3
IoT 42,221,t_gen=2
IoT 43,217,t_gen=6
IoT 44,222,t_gen=1
IoT 45,221,t_gen=2
IoT 46,175,t_gen=14
IoT 47,184,t_gen=5
IoT 48,219,t_gen=4
IoT 49,184,t_gen=5
IoT 50,223,t_gen=0

49,229,199.36,1.0,6567.678059438736,0,3.3886687755584717
Individual AoIs for Seed,49
IoT 1,170,t_gen=16
IoT 2,224,t_gen=8
IoT 3,166,t_gen=20
IoT 4,213,t_gen=19
IoT 5,200,t_gen=0
IoT 6,173,t_gen=13
IoT 7,175,t_gen=11
IoT 8,181,t_gen=19
IoT 9,215,t_gen=17
IoT 10,184,t_gen=2
IoT 11,215,t_gen=17
IoT 12,193,t_gen=7
IoT 13,167,t_gen=19
IoT 14,220,t_gen=12
IoT 15,215,t_gen=17
IoT 16,186,t_gen=0
IoT 17,191,t_gen=9
IoT 18,175,t_gen=11
IoT 19,190,t_gen=10
IoT 20,219,t_gen=13
IoT 21,192,t_gen=8
IoT 22,229,t_gen=3
IoT 23,172,t_gen=14
IoT 24,213,t_gen=19
IoT 25,179,t_gen=7
IoT 26,186,t_gen=0
IoT 27,229,t_gen=3
IoT 28,227,t_gen=5
IoT 29,219,t_gen=13
IoT 30,175,t_gen=11
IoT 31,216,t_gen=16
IoT 32,197,t_gen=3
IoT 33,214,t_gen=18
IoT 34,167,t_gen=19
IoT 35,190,t_gen=10
IoT 36,219,t_gen=13
IoT 37,212,t_gen=20
IoT 38,225,t_gen=7
IoT 39,198,t_gen=2
IoT 40,215,t_gen=17
IoT 41,184,t_gen=16
IoT 42,193,t_gen=7
IoT 43,185,t_gen=15
IoT 44,188,t_gen=12
IoT 45,225,t_gen=7
IoT 46,213,t_gen=19
IoT 47,226,t_gen=6
IoT 48,197,t_gen=3
IoT 49,187,t_gen=13
IoT 50,224,t_gen=8

110,207,185.44,1.0,5686.509104840854,0,3.6460793018341064
Individual AoIs for Seed,110
IoT 1,148,t_gen=15
IoT 2,192,t_gen=2
IoT 3,193,t_gen=1
IoT 4,206,t_gen=2
IoT 5,192,t_gen=16
IoT 6,156,t_gen=7
IoT 7,192,t_gen=16
IoT 8,177,t_gen=17
IoT 9,190,t_gen=4
IoT 10,201,t_gen=7
IoT 11,192,t_gen=2
IoT 12,203,t_gen=5
IoT 13,200,t_gen=8
IoT 14,186,t_gen=8
IoT 15,182,t_gen=12
IoT 16,194,t_gen=14
IoT 17,192,t_gen=16
IoT 18,196,t_gen=12
IoT 19,198,t_gen=10
IoT 20,161,t_gen=2
IoT 21,203,t_gen=5
IoT 22,163,t_gen=0
IoT 23,190,t_gen=4
IoT 24,146,t_gen=17
IoT 25,162,t_gen=1
IoT 26,192,t_gen=16
IoT 27,193,t_gen=1
IoT 28,193,t_gen=1
IoT 29,206,t_gen=2
IoT 30,205,t_gen=3
IoT 31,184,t_gen=10
IoT 32,196,t_gen=12
IoT 33,174,t_gen=20
IoT 34,203,t_gen=5
IoT 35,189,t_gen=19
IoT 36,148,t_gen=15
IoT 37,196,t_gen=12
IoT 38,191,t_gen=3
IoT 39,182,t_gen=12
IoT 40,207,t_gen=1
IoT 41,201,t_gen=7
IoT 42,189,t_gen=19
IoT 43,151,t_gen=12
IoT 44,189,t_gen=5
IoT 45,206,t_gen=2
IoT 46,153,t_gen=10
IoT 47,147,t_gen=16
IoT 48,202,t_gen=6
IoT 49,177,t_gen=17
IoT 50,183,t_gen=11

Final Averages
avg_peak_aoi,213.8
avg_avg_aoi,187.66799999999998
avg_coverage,1.0
avg_total_dist,6431.459947309752
avg_unserved,0.0
avg_runtime,3.970863676071167
