Scenario Information
Number of IoT Nodes,40
Number of UAVs,3
Number of Ground BS,4

Seed,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,169,149.75,1.0,5728.330792691195,0,5.8928234577178955
Individual AoIs for Seed,42
IoT 14,109,t_gen=2
IoT 15,101,t_gen=10
IoT 16,141,t_gen=12
IoT 17,148,t_gen=5
IoT 18,157,t_gen=14
IoT 19,135,t_gen=18
IoT 20,163,t_gen=8
IoT 21,146,t_gen=7
IoT 22,158,t_gen=13
IoT 23,111,t_gen=0
IoT 24,170,t_gen=1
IoT 25,147,t_gen=6
IoT 26,140,t_gen=13
IoT 27,146,t_gen=7
IoT 28,161,t_gen=10
IoT 29,146,t_gen=7
IoT 30,96,t_gen=15
IoT 31,164,t_gen=7
IoT 32,154,t_gen=17
IoT 33,137,t_gen=16
IoT 34,110,t_gen=1
IoT 35,165,t_gen=6
IoT 36,105,t_gen=6
IoT 37,167,t_gen=4
IoT 38,157,t_gen=14
IoT 39,164,t_gen=7
IoT 40,146,t_gen=7

65,160,108.1,1.0,4986.9401127914625,0,3.0400729179382324
Individual AoIs for Seed,65
IoT 1,74,t_gen=17
IoT 2,121,t_gen=15
IoT 3,133,t_gen=3
IoT 4,131,t_gen=4
IoT 5,160,t_gen=4
IoT 6,71,t_gen=20
IoT 7,116,t_gen=20
IoT 8,76,t_gen=1
IoT 9,154,t_gen=10
IoT 10,69,t_gen=8
IoT 11,133,t_gen=2
IoT 12,135,t_gen=0
IoT 13,117,t_gen=18
IoT 14,87,t_gen=4
IoT 15,125,t_gen=10
IoT 16,66,t_gen=11
IoT 17,115,t_gen=20
IoT 18,89,t_gen=2
IoT 19,130,t_gen=5
IoT 20,89,t_gen=2
IoT 21,117,t_gen=18
IoT 22,147,t_gen=17
IoT 23,144,t_gen=20
IoT 24,131,t_gen=5
IoT 25,149,t_gen=15
IoT 26,148,t_gen=16
IoT 27,131,t_gen=4
IoT 28,74,t_gen=17
IoT 29,61,t_gen=16
IoT 30,90,t_gen=1
IoT 31,85,t_gen=6
IoT 32,126,t_gen=9
IoT 33,131,t_gen=4
IoT 34,119,t_gen=16
IoT 35,58,t_gen=19
IoT 36,83,t_gen=8
IoT 37,58,t_gen=19
IoT 38,83,t_gen=8
IoT 39,126,t_gen=10
IoT 40,72,t_gen=5

85,143,99.675,1.0,4836.432722032675,0,3.5127618312835693
Individual AoIs for Seed,85
IoT 1,131,t_gen=17
IoT 2,78,t_gen=18
IoT 3,92,t_gen=13
IoT 4,103,t_gen=2
IoT 5,134,t_gen=14
IoT 6,89,t_gen=7
IoT 7,137,t_gen=13
IoT 8,91,t_gen=5
IoT 9,58,t_gen=16
IoT 10,89,t_gen=7
IoT 11,95,t_gen=10
IoT 12,95,t_gen=1
IoT 13,69,t_gen=5
IoT 14,69,t_gen=5
IoT 15,91,t_gen=5
IoT 16,136,t_gen=14
IoT 17,66,t_gen=8
IoT 18,85,t_gen=20
IoT 19,79,t_gen=17
IoT 20,92,t_gen=4
IoT 21,96,t_gen=9
IoT 22,142,t_gen=8
IoT 23,103,t_gen=2
IoT 24,92,t_gen=4
IoT 25,129,t_gen=19
IoT 26,61,t_gen=13
IoT 27,139,t_gen=19
IoT 28,137,t_gen=13
IoT 29,141,t_gen=7
IoT 30,63,t_gen=11
IoT 31,81,t_gen=15
IoT 32,143,t_gen=5
IoT 33,140,t_gen=10
IoT 34,68,t_gen=6
IoT 35,131,t_gen=19
IoT 36,92,t_gen=4
IoT 37,94,t_gen=2
IoT 38,66,t_gen=8
IoT 39,96,t_gen=0
IoT 40,94,t_gen=2

90,121,103.25,1.0,4662.695480310899,0,3.1054816246032715
Individual AoIs for Seed,90
IoT 1,91,t_gen=8
IoT 2,95,t_gen=4
IoT 3,96,t_gen=12
IoT 4,118,t_gen=4
IoT 5,98,t_gen=1
IoT 6,83,t_gen=16
IoT 7,119,t_gen=3
IoT 8,108,t_gen=0
IoT 9,103,t_gen=5
IoT 10,105,t_gen=17
IoT 11,120,t_gen=2
IoT 12,112,t_gen=10
IoT 13,117,t_gen=19
IoT 14,98,t_gen=10
IoT 15,104,t_gen=18
IoT 16,121,t_gen=1
IoT 17,84,t_gen=15
IoT 18,117,t_gen=5
IoT 19,93,t_gen=6
IoT 20,93,t_gen=15
IoT 21,91,t_gen=17
IoT 22,118,t_gen=4
IoT 23,113,t_gen=17
IoT 24,117,t_gen=5
IoT 25,118,t_gen=12
IoT 26,93,t_gen=15
IoT 27,102,t_gen=20
IoT 28,112,t_gen=18
IoT 29,116,t_gen=12
IoT 30,95,t_gen=13
IoT 31,106,t_gen=16
IoT 32,96,t_gen=12
IoT 33,82,t_gen=17
IoT 34,93,t_gen=6
IoT 35,106,t_gen=2
IoT 36,102,t_gen=20
IoT 37,102,t_gen=6
IoT 38,94,t_gen=14
IoT 39,80,t_gen=19
IoT 40,119,t_gen=20

105,130,109.35,1.0,4438.551836925801,0,3.0770652294158936
Individual AoIs for Seed,105
IoT 1,118,t_gen=4
IoT 2,117,t_gen=5
IoT 3,116,t_gen=14
IoT 4,115,t_gen=7
IoT 5,121,t_gen=9
IoT 6,114,t_gen=16
IoT 7,120,t_gen=10
IoT 8,127,t_gen=3
IoT 9,117,t_gen=5
IoT 10,118,t_gen=12
IoT 11,112,t_gen=18
IoT 12,111,t_gen=19
IoT 13,106,t_gen=16
IoT 14,117,t_gen=13
IoT 15,104,t_gen=18
IoT 16,76,t_gen=15
IoT 17,125,t_gen=11
IoT 18,130,t_gen=0
IoT 19,98,t_gen=19
IoT 20,117,t_gen=13
IoT 21,117,t_gen=5
IoT 22,71,t_gen=20
IoT 23,113,t_gen=9
IoT 24,88,t_gen=11
IoT 25,88,t_gen=3
IoT 26,125,t_gen=5
IoT 27,120,t_gen=2
IoT 28,85,t_gen=6
IoT 29,80,t_gen=11
IoT 30,106,t_gen=16
IoT 31,114,t_gen=8
IoT 32,75,t_gen=16
IoT 33,130,t_gen=0
IoT 34,118,t_gen=4
IoT 35,129,t_gen=1
IoT 36,120,t_gen=10
IoT 37,119,t_gen=11
IoT 38,81,t_gen=10
IoT 39,127,t_gen=3
IoT 40,89,t_gen=2

49,151,110.825,1.0,5466.45502429941,0,2.9386940002441406
Individual AoIs for Seed,49
IoT 1,128,t_gen=20
IoT 2,125,t_gen=19
IoT 3,77,t_gen=0
IoT 4,32,t_gen=13
IoT 5,90,t_gen=11
IoT 6,26,t_gen=19
IoT 7,134,t_gen=17
IoT 8,99,t_gen=2
IoT 9,134,t_gen=17
IoT 10,144,t_gen=7
IoT 11,129,t_gen=19
IoT 12,139,t_gen=12
IoT 13,131,t_gen=17
IoT 14,148,t_gen=0
IoT 15,36,t_gen=9
IoT 16,137,t_gen=11
IoT 17,134,t_gen=10
IoT 18,88,t_gen=13
IoT 19,143,t_gen=8
IoT 20,145,t_gen=3
IoT 21,87,t_gen=14
IoT 22,132,t_gen=19
IoT 23,141,t_gen=7
IoT 24,151,t_gen=0
IoT 25,98,t_gen=3
IoT 26,146,t_gen=5
IoT 27,135,t_gen=13
IoT 28,137,t_gen=11
IoT 29,85,t_gen=16
IoT 30,98,t_gen=3
IoT 31,83,t_gen=18
IoT 32,129,t_gen=19
IoT 33,67,t_gen=10
IoT 34,131,t_gen=13
IoT 35,128,t_gen=20
IoT 36,141,t_gen=7
IoT 37,43,t_gen=2
IoT 38,127,t_gen=17
IoT 39,61,t_gen=16
IoT 40,94,t_gen=7

110,167,127.9,1.0,5379.273966635103,0,2.7906126976013184
Individual AoIs for Seed,110
IoT 1,133,t_gen=1
IoT 2,132,t_gen=2
IoT 3,118,t_gen=16
IoT 4,147,t_gen=7
IoT 5,118,t_gen=16
IoT 6,162,t_gen=17
IoT 7,150,t_gen=4
IoT 8,127,t_gen=7
IoT 9,132,t_gen=2
IoT 10,129,t_gen=5
IoT 11,126,t_gen=8
IoT 12,50,t_gen=8
IoT 13,46,t_gen=12
IoT 14,140,t_gen=14
IoT 15,138,t_gen=16
IoT 16,122,t_gen=12
IoT 17,144,t_gen=10
IoT 18,132,t_gen=2
IoT 19,129,t_gen=5
IoT 20,58,t_gen=0
IoT 21,130,t_gen=4
IoT 22,41,t_gen=17
IoT 23,153,t_gen=1
IoT 24,138,t_gen=16
IoT 25,57,t_gen=1
IoT 26,153,t_gen=1
IoT 27,152,t_gen=2
IoT 28,151,t_gen=3
IoT 29,124,t_gen=10
IoT 30,167,t_gen=12
IoT 31,134,t_gen=20
IoT 32,149,t_gen=5
IoT 33,135,t_gen=19
IoT 34,139,t_gen=15
IoT 35,167,t_gen=12
IoT 36,151,t_gen=3
IoT 37,167,t_gen=12
IoT 38,133,t_gen=1
IoT 39,127,t_gen=7
IoT 40,115,t_gen=19

Final Averages
avg_peak_aoi,149.1
avg_avg_aoi,116.54249999999999
avg_coverage,1.0
avg_total_dist,5005.233231532683
avg_unserved,0.0
avg_runtime,3.6781874895095825
