Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.601352,167,111.46,1.0,5320.943260723437,0,481.8011841773987
Individual AoIs for Seed,42
IoT 1,114,t_gen=6
IoT 2,103,t_gen=17
IoT 3,103,t_gen=17
IoT 4,112,t_gen=8
IoT 5,54,t_gen=5
IoT 6,153,t_gen=4
IoT 7,117,t_gen=3
IoT 8,109,t_gen=11
IoT 9,103,t_gen=14
IoT 10,105,t_gen=12
IoT 11,100,t_gen=20
IoT 12,99,t_gen=18
IoT 13,113,t_gen=7
IoT 14,110,t_gen=7
IoT 15,143,t_gen=14
IoT 16,146,t_gen=11
IoT 17,97,t_gen=20
IoT 18,140,t_gen=17
IoT 19,35,t_gen=12
IoT 20,100,t_gen=17
IoT 21,161,t_gen=1
IoT 22,110,t_gen=10
IoT 23,102,t_gen=18
IoT 24,53,t_gen=20
IoT 25,97,t_gen=20
IoT 26,167,t_gen=7
IoT 27,108,t_gen=18
IoT 28,139,t_gen=11
IoT 29,101,t_gen=16
IoT 30,114,t_gen=3
IoT 31,107,t_gen=13
IoT 32,138,t_gen=19
IoT 33,140,t_gen=17
IoT 34,37,t_gen=3
IoT 35,149,t_gen=8
IoT 36,148,t_gen=9
IoT 37,112,t_gen=8
IoT 38,141,t_gen=16
IoT 39,148,t_gen=9
IoT 40,151,t_gen=6
IoT 41,103,t_gen=17
IoT 42,117,t_gen=0
IoT 43,165,t_gen=3
IoT 44,148,t_gen=9
IoT 45,164,t_gen=18
IoT 46,6,t_gen=15
IoT 47,100,t_gen=17
IoT 48,28,t_gen=15
IoT 49,12,t_gen=16
IoT 50,151,t_gen=6

50,0.476488,133,86.74,1.0,4797.560811979591,0,517.0481064319611
Individual AoIs for Seed,50
IoT 1,107,t_gen=4
IoT 2,100,t_gen=11
IoT 3,101,t_gen=10
IoT 4,74,t_gen=13
IoT 5,85,t_gen=2
IoT 6,67,t_gen=20
IoT 7,101,t_gen=10
IoT 8,54,t_gen=3
IoT 9,39,t_gen=18
IoT 10,105,t_gen=6
IoT 11,92,t_gen=19
IoT 12,84,t_gen=3
IoT 13,70,t_gen=17
IoT 14,72,t_gen=17
IoT 15,93,t_gen=18
IoT 16,100,t_gen=11
IoT 17,100,t_gen=11
IoT 18,44,t_gen=13
IoT 19,75,t_gen=20
IoT 20,80,t_gen=7
IoT 21,53,t_gen=4
IoT 22,47,t_gen=10
IoT 23,55,t_gen=2
IoT 24,111,t_gen=8
IoT 25,111,t_gen=13
IoT 26,109,t_gen=2
IoT 27,131,t_gen=0
IoT 28,39,t_gen=18
IoT 29,60,t_gen=11
IoT 30,104,t_gen=15
IoT 31,105,t_gen=6
IoT 32,85,t_gen=2
IoT 33,107,t_gen=4
IoT 34,46,t_gen=11
IoT 35,50,t_gen=7
IoT 36,110,t_gen=9
IoT 37,96,t_gen=15
IoT 38,131,t_gen=4
IoT 39,92,t_gen=19
IoT 40,106,t_gen=12
IoT 41,96,t_gen=15
IoT 42,47,t_gen=10
IoT 43,79,t_gen=8
IoT 44,84,t_gen=3
IoT 45,102,t_gen=9
IoT 46,111,t_gen=8
IoT 47,133,t_gen=7
IoT 48,80,t_gen=7
IoT 49,120,t_gen=7
IoT 50,94,t_gen=17

55,0.468368,134,77.64,1.0,4166.103217611969,0,375.33052349090576
Individual AoIs for Seed,55
IoT 1,81,t_gen=15
IoT 2,65,t_gen=12
IoT 3,15,t_gen=17
IoT 4,69,t_gen=8
IoT 5,118,t_gen=0
IoT 6,95,t_gen=1
IoT 7,24,t_gen=20
IoT 8,71,t_gen=6
IoT 9,53,t_gen=0
IoT 10,3,t_gen=9
IoT 11,89,t_gen=7
IoT 12,89,t_gen=7
IoT 13,38,t_gen=6
IoT 14,31,t_gen=13
IoT 15,132,t_gen=3
IoT 16,83,t_gen=2
IoT 17,12,t_gen=8
IoT 18,42,t_gen=2
IoT 19,81,t_gen=15
IoT 20,60,t_gen=17
IoT 21,36,t_gen=12
IoT 22,72,t_gen=5
IoT 23,70,t_gen=7
IoT 24,85,t_gen=11
IoT 25,66,t_gen=11
IoT 26,134,t_gen=1
IoT 27,70,t_gen=15
IoT 28,71,t_gen=16
IoT 29,79,t_gen=6
IoT 30,91,t_gen=5
IoT 31,124,t_gen=11
IoT 32,85,t_gen=0
IoT 33,74,t_gen=3
IoT 34,62,t_gen=15
IoT 35,85,t_gen=3
IoT 36,53,t_gen=6
IoT 37,57,t_gen=20
IoT 38,126,t_gen=15
IoT 39,83,t_gen=13
IoT 40,132,t_gen=2
IoT 41,65,t_gen=12
IoT 42,94,t_gen=2
IoT 43,121,t_gen=13
IoT 44,27,t_gen=17
IoT 45,94,t_gen=8
IoT 46,102,t_gen=1
IoT 47,79,t_gen=17
IoT 48,127,t_gen=7
IoT 49,133,t_gen=2
IoT 50,134,t_gen=0

60,0.49250399999999994,141,81.42,1.0,4452.840510480901,0,368.17573857307434
Individual AoIs for Seed,60
IoT 1,107,t_gen=5
IoT 2,27,t_gen=20
IoT 3,83,t_gen=5
IoT 4,77,t_gen=4
IoT 5,54,t_gen=18
IoT 6,72,t_gen=9
IoT 7,74,t_gen=7
IoT 8,39,t_gen=8
IoT 9,80,t_gen=8
IoT 10,82,t_gen=6
IoT 11,99,t_gen=16
IoT 12,46,t_gen=12
IoT 13,78,t_gen=3
IoT 14,79,t_gen=2
IoT 15,71,t_gen=10
IoT 16,69,t_gen=12
IoT 17,110,t_gen=5
IoT 18,33,t_gen=14
IoT 19,94,t_gen=18
IoT 20,80,t_gen=8
IoT 21,81,t_gen=7
IoT 22,75,t_gen=13
IoT 23,81,t_gen=0
IoT 24,87,t_gen=1
IoT 25,109,t_gen=6
IoT 26,75,t_gen=13
IoT 27,81,t_gen=7
IoT 28,111,t_gen=10
IoT 29,115,t_gen=7
IoT 30,66,t_gen=15
IoT 31,81,t_gen=7
IoT 32,30,t_gen=17
IoT 33,99,t_gen=16
IoT 34,136,t_gen=1
IoT 35,75,t_gen=6
IoT 36,109,t_gen=6
IoT 37,84,t_gen=4
IoT 38,33,t_gen=14
IoT 39,81,t_gen=7
IoT 40,108,t_gen=7
IoT 41,102,t_gen=20
IoT 42,32,t_gen=17
IoT 43,29,t_gen=18
IoT 44,102,t_gen=14
IoT 45,141,t_gen=5
IoT 46,80,t_gen=1
IoT 47,111,t_gen=4
IoT 48,109,t_gen=3
IoT 49,65,t_gen=16
IoT 50,129,t_gen=5

65,0.47006400000000004,138,69.72,1.0,4507.538478101014,0,369.7600178718567
Individual AoIs for Seed,65
IoT 1,23,t_gen=17
IoT 2,79,t_gen=15
IoT 3,132,t_gen=3
IoT 4,42,t_gen=4
IoT 5,125,t_gen=4
IoT 6,97,t_gen=20
IoT 7,65,t_gen=20
IoT 8,74,t_gen=1
IoT 9,119,t_gen=10
IoT 10,67,t_gen=8
