Scenario Information
Number of IoT Nodes,40
Number of UAVs,2
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.327475,185,114.125,1.0,3833.4228785945947,0,546.5369086265564
Individual AoIs for Seed,42
IoT 1,43,t_gen=6
IoT 2,159,t_gen=17
IoT 3,159,t_gen=17
IoT 4,168,t_gen=8
IoT 5,15,t_gen=5
IoT 6,88,t_gen=4
IoT 7,173,t_gen=3
IoT 8,38,t_gen=11
IoT 9,185,t_gen=14
IoT 10,164,t_gen=12
IoT 11,166,t_gen=20
IoT 12,168,t_gen=18
IoT 13,42,t_gen=7
IoT 14,169,t_gen=7
IoT 15,43,t_gen=14
IoT 16,81,t_gen=11
IoT 17,156,t_gen=20
IoT 18,169,t_gen=17
IoT 19,14,t_gen=12
IoT 20,159,t_gen=17
IoT 21,91,t_gen=1
IoT 22,39,t_gen=10
IoT 23,31,t_gen=18
IoT 24,20,t_gen=20
IoT 25,156,t_gen=20
IoT 26,42,t_gen=7
IoT 27,158,t_gen=18
IoT 28,165,t_gen=11
IoT 29,160,t_gen=16
IoT 30,183,t_gen=3
IoT 31,36,t_gen=13
IoT 32,73,t_gen=19
IoT 33,159,t_gen=17
IoT 34,7,t_gen=3
IoT 35,173,t_gen=8
IoT 36,48,t_gen=9
IoT 37,168,t_gen=8
IoT 38,160,t_gen=16
IoT 39,167,t_gen=9
IoT 40,170,t_gen=6

50,0.36533499999999997,209,121.225,1.0,3676.7178958452605,0,339.40397596359253
Individual AoIs for Seed,50
IoT 1,207,t_gen=4
IoT 2,50,t_gen=11
IoT 3,51,t_gen=10
IoT 4,198,t_gen=13
IoT 5,118,t_gen=2
IoT 6,191,t_gen=20
IoT 7,201,t_gen=10
IoT 8,85,t_gen=3
IoT 9,12,t_gen=18
IoT 10,205,t_gen=6
IoT 11,192,t_gen=19
IoT 12,208,t_gen=3
IoT 13,194,t_gen=17
IoT 14,71,t_gen=17
IoT 15,193,t_gen=18
IoT 16,200,t_gen=11
IoT 17,200,t_gen=11
IoT 18,75,t_gen=13
IoT 19,73,t_gen=20
IoT 20,204,t_gen=7
IoT 21,84,t_gen=4
IoT 22,78,t_gen=10
IoT 23,86,t_gen=2
IoT 24,203,t_gen=8
IoT 25,63,t_gen=13
IoT 26,209,t_gen=2
IoT 27,65,t_gen=0
IoT 28,70,t_gen=18
IoT 29,11,t_gen=11
IoT 30,196,t_gen=15
IoT 31,16,t_gen=6
IoT 32,59,t_gen=2
IoT 33,18,t_gen=4
IoT 34,77,t_gen=11
IoT 35,81,t_gen=7
IoT 36,202,t_gen=9
IoT 37,196,t_gen=15
IoT 38,57,t_gen=4
IoT 39,42,t_gen=19
IoT 40,108,t_gen=12

Final Averages
avg_fitness,0.34640499999999996
avg_peak_aoi,197.0
avg_avg_aoi,117.675
avg_coverage,1.0
avg_total_dist,3755.0703872199274
avg_unserved,0.0
avg_runtime,442.97044229507446
