Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,1

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.297776,157,129.96,1.0,5025.039213886437,0,647.9592010974884
Individual AoIs for Seed,42
IoT 1,154,t_gen=3
IoT 2,155,t_gen=2
IoT 3,39,t_gen=2
IoT 4,157,t_gen=0
IoT 5,140,t_gen=17
IoT 6,149,t_gen=8
IoT 7,30,t_gen=5
IoT 8,153,t_gen=4
IoT 9,136,t_gen=3
IoT 10,146,t_gen=11
IoT 11,143,t_gen=14
IoT 12,127,t_gen=12
IoT 13,137,t_gen=20
IoT 14,139,t_gen=18
IoT 15,150,t_gen=7
IoT 16,150,t_gen=7
IoT 17,143,t_gen=14
IoT 18,146,t_gen=11
IoT 19,137,t_gen=20
IoT 20,122,t_gen=17
IoT 21,145,t_gen=12
IoT 22,122,t_gen=17
IoT 23,156,t_gen=1
IoT 24,147,t_gen=10
IoT 25,139,t_gen=18
IoT 26,137,t_gen=20
IoT 27,119,t_gen=20
IoT 28,150,t_gen=7
IoT 29,139,t_gen=18
IoT 30,146,t_gen=11
IoT 31,123,t_gen=16
IoT 32,154,t_gen=3
IoT 33,144,t_gen=13
IoT 34,138,t_gen=19
IoT 35,122,t_gen=17
IoT 36,32,t_gen=3
IoT 37,149,t_gen=8
IoT 38,148,t_gen=9
IoT 39,149,t_gen=8
IoT 40,141,t_gen=16
IoT 41,130,t_gen=9
IoT 42,151,t_gen=6
IoT 43,122,t_gen=17
IoT 44,139,t_gen=0
IoT 45,154,t_gen=3
IoT 46,130,t_gen=9
IoT 47,139,t_gen=18
IoT 48,20,t_gen=15
IoT 49,140,t_gen=17
IoT 50,20,t_gen=15

50,0.280192,149,119.32,1.0,4241.451062553691,0,556.495997428894
Individual AoIs for Seed,50
IoT 1,104,t_gen=15
IoT 2,134,t_gen=17
IoT 3,111,t_gen=2
IoT 4,148,t_gen=3
IoT 5,145,t_gen=6
IoT 6,100,t_gen=19
IoT 7,149,t_gen=2
IoT 8,132,t_gen=19
IoT 9,131,t_gen=20
IoT 10,109,t_gen=10
IoT 11,110,t_gen=3
IoT 12,95,t_gen=18
IoT 13,117,t_gen=6
IoT 14,132,t_gen=19
IoT 15,148,t_gen=3
IoT 16,134,t_gen=17
IoT 17,96,t_gen=17
IoT 18,133,t_gen=18
IoT 19,140,t_gen=11
IoT 20,140,t_gen=11
IoT 21,100,t_gen=13
IoT 22,93,t_gen=20
IoT 23,144,t_gen=7
IoT 24,109,t_gen=4
IoT 25,103,t_gen=10
IoT 26,111,t_gen=2
IoT 27,143,t_gen=8
IoT 28,100,t_gen=13
IoT 29,149,t_gen=2
IoT 30,134,t_gen=0
IoT 31,101,t_gen=18
IoT 32,102,t_gen=11
IoT 33,98,t_gen=15
IoT 34,107,t_gen=6
IoT 35,149,t_gen=2
IoT 36,109,t_gen=4
IoT 37,108,t_gen=11
IoT 38,106,t_gen=7
IoT 39,104,t_gen=9
IoT 40,104,t_gen=15
IoT 41,126,t_gen=4
IoT 42,100,t_gen=19
IoT 43,101,t_gen=12
IoT 44,104,t_gen=15
IoT 45,103,t_gen=10
IoT 46,143,t_gen=8
IoT 47,148,t_gen=3
IoT 48,110,t_gen=9
IoT 49,143,t_gen=8
IoT 50,106,t_gen=7

Final Averages
avg_fitness,0.288984
avg_peak_aoi,153.0
avg_avg_aoi,124.64
avg_coverage,1.0
avg_total_dist,4633.245138220064
avg_unserved,0.0
avg_runtime,602.2275992631912
