Scenario Information
Number of IoT Nodes,40
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.45792999999999995,127,85.275,1.0,3839.0317394031463,0,524.4275574684143
Individual AoIs for Seed,42
IoT 34,33,t_gen=16
IoT 35,91,t_gen=19
IoT 36,53,t_gen=8
IoT 37,91,t_gen=19
IoT 38,37,t_gen=8
IoT 39,100,t_gen=10
IoT 40,105,t_gen=5

85,0.45983999999999997,132,75.2,1.0,4462.24109461005,0,242.13637447357178
Individual AoIs for Seed,85
IoT 1,64,t_gen=17
IoT 2,116,t_gen=18
IoT 3,121,t_gen=13
IoT 4,33,t_gen=2
IoT 5,49,t_gen=14
IoT 6,127,t_gen=7
IoT 7,112,t_gen=13
IoT 8,120,t_gen=5
IoT 9,109,t_gen=16
IoT 10,56,t_gen=7
IoT 11,5,t_gen=10
IoT 12,62,t_gen=1
IoT 13,27,t_gen=5
IoT 14,40,t_gen=5
IoT 15,58,t_gen=5
IoT 16,111,t_gen=14
IoT 17,23,t_gen=8
IoT 18,97,t_gen=20
IoT 19,46,t_gen=17
IoT 20,121,t_gen=4
IoT 21,108,t_gen=9
IoT 22,117,t_gen=8
IoT 23,24,t_gen=2
IoT 24,59,t_gen=4
IoT 25,115,t_gen=19
IoT 26,26,t_gen=13
IoT 27,44,t_gen=19
IoT 28,121,t_gen=13
IoT 29,127,t_gen=7
IoT 30,41,t_gen=11
IoT 31,48,t_gen=15
IoT 32,129,t_gen=5
IoT 33,21,t_gen=10
IoT 34,25,t_gen=6
IoT 35,106,t_gen=19
IoT 36,59,t_gen=4
IoT 37,132,t_gen=2
IoT 38,23,t_gen=8
IoT 39,63,t_gen=0
IoT 40,123,t_gen=2

90,0.40288999999999997,110,79.075,1.0,3685.185523816791,0,239.998122215271
Individual AoIs for Seed,90
IoT 1,91,t_gen=8
IoT 2,102,t_gen=4
IoT 3,35,t_gen=12
IoT 4,43,t_gen=4
IoT 5,110,t_gen=1
IoT 6,90,t_gen=16
IoT 7,44,t_gen=3
IoT 8,106,t_gen=0
IoT 9,101,t_gen=5
IoT 10,82,t_gen=17
IoT 11,46,t_gen=2
IoT 12,41,t_gen=10
IoT 13,80,t_gen=19
IoT 14,96,t_gen=10
IoT 15,81,t_gen=18
IoT 16,88,t_gen=1
IoT 17,93,t_gen=15
IoT 18,76,t_gen=5
IoT 19,93,t_gen=6
IoT 20,91,t_gen=15
IoT 21,89,t_gen=17
IoT 22,57,t_gen=4
IoT 23,82,t_gen=17
IoT 24,42,t_gen=5
IoT 25,98,t_gen=12
IoT 26,91,t_gen=15
IoT 27,79,t_gen=20
IoT 28,96,t_gen=18
IoT 29,41,t_gen=12
IoT 30,93,t_gen=13
IoT 31,83,t_gen=16
IoT 32,94,t_gen=12
IoT 33,82,t_gen=17
IoT 34,93,t_gen=6
IoT 35,45,t_gen=2
IoT 36,51,t_gen=20
IoT 37,100,t_gen=6
IoT 38,92,t_gen=14
IoT 39,80,t_gen=19
IoT 40,86,t_gen=20

105,0.48147,135,86.225,1.0,3815.4240374143847,0,237.13379669189453
Individual AoIs for Seed,105
IoT 1,131,t_gen=4
IoT 2,79,t_gen=5
IoT 3,95,t_gen=14
IoT 4,135,t_gen=7
IoT 5,121,t_gen=9
IoT 6,93,t_gen=16
IoT 7,16,t_gen=10
IoT 8,106,t_gen=3
IoT 9,128,t_gen=5
IoT 10,97,t_gen=12
IoT 11,91,t_gen=18
IoT 12,90,t_gen=19
IoT 13,114,t_gen=16
IoT 14,117,t_gen=13
IoT 15,114,t_gen=18
IoT 16,14,t_gen=15
IoT 17,17,t_gen=11
IoT 18,109,t_gen=0
IoT 19,111,t_gen=19
IoT 20,13,t_gen=13
IoT 21,125,t_gen=5
IoT 22,110,t_gen=20
IoT 23,75,t_gen=9
IoT 24,23,t_gen=11
IoT 25,51,t_gen=3
IoT 26,34,t_gen=5
IoT 27,128,t_gen=2
IoT 28,124,t_gen=6
IoT 29,18,t_gen=11
IoT 30,68,t_gen=16
IoT 31,134,t_gen=8
IoT 32,13,t_gen=16
IoT 33,130,t_gen=0
IoT 34,105,t_gen=4
IoT 35,108,t_gen=1
IoT 36,74,t_gen=10
IoT 37,98,t_gen=11
IoT 38,120,t_gen=10
IoT 39,81,t_gen=3
IoT 40,39,t_gen=2

49,0.41261,116,73.175,1.0,3989.002105456953,0,245.6752438545227
Individual AoIs for Seed,49
IoT 1,109,t_gen=20
IoT 2,44,t_gen=19
IoT 3,32,t_gen=0
IoT 4,19,t_gen=13
IoT 5,52,t_gen=11
IoT 6,19,t_gen=19
IoT 7,89,t_gen=17
IoT 8,61,t_gen=2
IoT 9,89,t_gen=17
IoT 10,99,t_gen=7
IoT 11,87,t_gen=19
IoT 12,94,t_gen=12
IoT 13,88,t_gen=17
IoT 14,105,t_gen=0
IoT 15,23,t_gen=9
IoT 16,110,t_gen=11
IoT 17,53,t_gen=10
IoT 18,92,t_gen=13
IoT 19,39,t_gen=8
IoT 20,102,t_gen=3
IoT 21,49,t_gen=14
IoT 22,86,t_gen=19
IoT 23,98,t_gen=7
IoT 24,106,t_gen=0
IoT 25,60,t_gen=3
IoT 26,101,t_gen=5
IoT 27,93,t_gen=13
IoT 28,116,t_gen=11
IoT 29,89,t_gen=16
IoT 30,60,t_gen=3
IoT 31,45,t_gen=18
IoT 32,98,t_gen=19
IoT 33,97,t_gen=10
IoT 34,50,t_gen=13
IoT 35,85,t_gen=20
IoT 36,98,t_gen=7
IoT 37,30,t_gen=2
IoT 38,53,t_gen=17
IoT 39,82,t_gen=16
IoT 40,25,t_gen=7

110,0.43418,128,63.15,1.0,4450.433529520973,0,240.38696813583374
Individual AoIs for Seed,110
IoT 1,39,t_gen=1
IoT 2,109,t_gen=2
IoT 3,95,t_gen=16
IoT 4,122,t_gen=7
IoT 5,95,t_gen=16
IoT 6,94,t_gen=17
IoT 7,64,t_gen=4
IoT 8,104,t_gen=7
IoT 9,38,t_gen=2
IoT 10,38,t_gen=5
IoT 11,32,t_gen=8
IoT 12,19,t_gen=8
IoT 13,15,t_gen=12
IoT 14,97,t_gen=14
IoT 15,59,t_gen=16
IoT 16,28,t_gen=12
IoT 17,65,t_gen=10
IoT 18,42,t_gen=2
IoT 19,31,t_gen=5
IoT 20,27,t_gen=0
IoT 21,36,t_gen=4
IoT 22,10,t_gen=17
IoT 23,128,t_gen=1
IoT 24,59,t_gen=16
IoT 25,31,t_gen=1
IoT 26,128,t_gen=1
IoT 27,109,t_gen=2
IoT 28,72,t_gen=3
IoT 29,30,t_gen=10
IoT 30,63,t_gen=12
IoT 31,55,t_gen=20
IoT 32,70,t_gen=5
IoT 33,56,t_gen=19
IoT 34,114,t_gen=15
IoT 35,28,t_gen=12
IoT 36,49,t_gen=3
IoT 37,28,t_gen=12
IoT 38,122,t_gen=1
IoT 39,33,t_gen=7
IoT 40,92,t_gen=19

Final Averages
avg_fitness,0.4282209999999999
avg_peak_aoi,120.1
avg_avg_aoi,76.61749999999999
avg_coverage,1.0
avg_total_dist,3997.1627187751683
avg_unserved,0.0
avg_runtime,280.9530306100845
