Scenario Information
Number of IoT Nodes,20
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.5133,138,105.75,1.0,3486.4768429963196,0,182.2800054550171
Individual AoIs for Seed,42
IoT 1,135,t_gen=6
IoT 2,96,t_gen=17
IoT 3,96,t_gen=17
IoT 4,105,t_gen=8
IoT 5,7,t_gen=5
IoT 6,109,t_gen=4
IoT 7,138,t_gen=3
IoT 8,102,t_gen=11
IoT 9,127,t_gen=14
IoT 10,129,t_gen=12
IoT 11,93,t_gen=20
IoT 12,123,t_gen=18
IoT 13,106,t_gen=7
IoT 14,134,t_gen=7
IoT 15,99,t_gen=14
IoT 16,102,t_gen=11
IoT 17,93,t_gen=20
IoT 18,96,t_gen=17
IoT 19,101,t_gen=12
IoT 20,124,t_gen=17

50,0.44592,120,91.6,1.0,3320.0895718972642,0,131.58481645584106
Individual AoIs for Seed,50
IoT 1,118,t_gen=4
IoT 2,38,t_gen=11
IoT 3,39,t_gen=10
IoT 4,109,t_gen=13
IoT 5,120,t_gen=2
IoT 6,102,t_gen=20
IoT 7,39,t_gen=10
IoT 8,110,t_gen=3
IoT 9,48,t_gen=18
IoT 10,43,t_gen=6
IoT 11,103,t_gen=19
IoT 12,119,t_gen=3
IoT 13,105,t_gen=17
IoT 14,105,t_gen=17
IoT 15,104,t_gen=18
IoT 16,111,t_gen=11
IoT 17,111,t_gen=11
IoT 18,100,t_gen=13
IoT 19,93,t_gen=20
IoT 20,115,t_gen=7

55,0.42863999999999997,123,70.2,1.0,3422.707173895776,0,89.07043266296387
Individual AoIs for Seed,55
IoT 1,85,t_gen=15
IoT 2,48,t_gen=12
IoT 3,123,t_gen=17
IoT 4,33,t_gen=8
IoT 5,41,t_gen=0
IoT 6,107,t_gen=1
IoT 7,21,t_gen=20
IoT 8,35,t_gen=6
IoT 9,41,t_gen=0
IoT 10,117,t_gen=9
IoT 11,101,t_gen=7
IoT 12,101,t_gen=7
IoT 13,35,t_gen=6
IoT 14,28,t_gen=13
IoT 15,38,t_gen=3
IoT 16,106,t_gen=2
IoT 17,110,t_gen=8
IoT 18,98,t_gen=2
IoT 19,93,t_gen=15
IoT 20,43,t_gen=17

60,0.43254,117,87.45,1.0,3643.501424721588,0,83.81462812423706
Individual AoIs for Seed,60
IoT 1,93,t_gen=5
IoT 2,58,t_gen=20
IoT 3,73,t_gen=5
IoT 4,94,t_gen=4
IoT 5,95,t_gen=18
IoT 6,89,t_gen=9
IoT 7,91,t_gen=7
IoT 8,91,t_gen=8
IoT 9,90,t_gen=8
IoT 10,72,t_gen=6
IoT 11,82,t_gen=16
IoT 12,87,t_gen=12
IoT 13,95,t_gen=3
IoT 14,96,t_gen=2
IoT 15,88,t_gen=10
IoT 16,117,t_gen=12
IoT 17,93,t_gen=5
IoT 18,64,t_gen=14
IoT 19,111,t_gen=18
IoT 20,70,t_gen=8

65,0.41917999999999994,119,71.65,1.0,3176.2700660316905,0,88.23450541496277
Individual AoIs for Seed,65
IoT 1,33,t_gen=17
IoT 2,35,t_gen=15
IoT 3,47,t_gen=3
IoT 4,115,t_gen=4
IoT 5,115,t_gen=4
IoT 6,109,t_gen=20
IoT 7,37,t_gen=20
IoT 8,37,t_gen=1
IoT 9,109,t_gen=10
IoT 10,30,t_gen=8
IoT 11,117,t_gen=2
IoT 12,119,t_gen=0
IoT 13,101,t_gen=18
IoT 14,115,t_gen=4
IoT 15,109,t_gen=10
IoT 16,27,t_gen=11
IoT 17,18,t_gen=20
IoT 18,79,t_gen=2
IoT 19,33,t_gen=5
IoT 20,48,t_gen=2

85,0.45855999999999997,124,92.8,1.0,3552.097660817828,0,70.88078737258911
Individual AoIs for Seed,85
IoT 1,77,t_gen=17
IoT 2,76,t_gen=18
IoT 3,115,t_gen=13
IoT 4,92,t_gen=2
IoT 5,80,t_gen=14
IoT 6,87,t_gen=7
IoT 7,115,t_gen=13
IoT 8,123,t_gen=5
IoT 9,101,t_gen=16
IoT 10,87,t_gen=7
IoT 11,5,t_gen=10
IoT 12,93,t_gen=1
IoT 13,112,t_gen=5
IoT 14,123,t_gen=5
IoT 15,89,t_gen=5
IoT 16,114,t_gen=14
IoT 17,120,t_gen=8
IoT 18,12,t_gen=20
IoT 19,111,t_gen=17
IoT 20,124,t_gen=4

90,0.44509999999999994,122,86.25,1.0,3115.4953650238713,0,66.03931641578674
Individual AoIs for Seed,90
IoT 1,90,t_gen=8
IoT 2,74,t_gen=4
IoT 3,66,t_gen=12
IoT 4,96,t_gen=4
IoT 5,79,t_gen=1
IoT 6,82,t_gen=16
IoT 7,75,t_gen=3
IoT 8,78,t_gen=0
IoT 9,73,t_gen=5
IoT 10,81,t_gen=17
IoT 11,93,t_gen=2
IoT 12,83,t_gen=10
IoT 13,121,t_gen=19
IoT 14,68,t_gen=10
IoT 15,122,t_gen=18
IoT 16,119,t_gen=1
IoT 17,63,t_gen=15
IoT 18,107,t_gen=5
IoT 19,92,t_gen=6
IoT 20,63,t_gen=15

105,0.47341999999999995,128,95.85,1.0,3248.6734614314732,0,64.32188010215759
Individual AoIs for Seed,105
IoT 1,72,t_gen=4
IoT 2,123,t_gen=5
IoT 3,114,t_gen=14
IoT 4,68,t_gen=7
IoT 5,66,t_gen=9
IoT 6,112,t_gen=16
IoT 7,65,t_gen=10
IoT 8,125,t_gen=3
IoT 9,70,t_gen=5
IoT 10,116,t_gen=12
IoT 11,110,t_gen=18
IoT 12,109,t_gen=19
IoT 13,112,t_gen=16
IoT 14,62,t_gen=13
IoT 15,59,t_gen=18
IoT 16,113,t_gen=15
IoT 17,117,t_gen=11
IoT 18,128,t_gen=0
IoT 19,56,t_gen=19
IoT 20,120,t_gen=13

49,0.41332,115,76.1,1.0,3718.172495264502,0,66.23085069656372
Individual AoIs for Seed,49
IoT 1,95,t_gen=20
IoT 2,105,t_gen=19
IoT 3,30,t_gen=0
IoT 4,17,t_gen=13
IoT 5,113,t_gen=11
IoT 6,17,t_gen=19
IoT 7,107,t_gen=17
IoT 8,63,t_gen=2
IoT 9,107,t_gen=17
IoT 10,48,t_gen=7
IoT 11,105,t_gen=19
IoT 12,112,t_gen=12
IoT 13,98,t_gen=17
IoT 14,115,t_gen=0
IoT 15,21,t_gen=9
IoT 16,54,t_gen=11
IoT 17,55,t_gen=10
IoT 18,111,t_gen=13
IoT 19,37,t_gen=8
IoT 20,112,t_gen=3

110,0.39532,112,68.1,1.0,3259.8723756982254,0,65.88448309898376
Individual AoIs for Seed,110
IoT 1,50,t_gen=1
IoT 2,92,t_gen=2
IoT 3,78,t_gen=16
IoT 4,109,t_gen=7
IoT 5,78,t_gen=16
IoT 6,77,t_gen=17
IoT 7,112,t_gen=4
IoT 8,87,t_gen=7
IoT 9,92,t_gen=2
IoT 10,89,t_gen=5
IoT 11,86,t_gen=8
IoT 12,22,t_gen=8
IoT 13,18,t_gen=12
IoT 14,80,t_gen=14
IoT 15,78,t_gen=16
IoT 16,39,t_gen=12
IoT 17,84,t_gen=10
IoT 18,36,t_gen=2
IoT 19,25,t_gen=5
IoT 20,30,t_gen=0

Final Averages
avg_fitness,0.4425299999999999
avg_peak_aoi,121.8
avg_avg_aoi,84.575
avg_coverage,1.0
avg_total_dist,3394.335643777854
avg_unserved,0.0
avg_runtime,90.83417057991028
