Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,2

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.0327,212,109.0,1.0,5935.0699395015245,0,193.14158177375793
Individual AoIs for Seed,42
IoT 21,19,t_gen=2
IoT 22,80,t_gen=18
IoT 23,81,t_gen=17
IoT 24,176,t_gen=20
IoT 25,55,t_gen=5
IoT 26,135,t_gen=15
IoT 27,134,t_gen=16
IoT 28,146,t_gen=4
IoT 29,11,t_gen=17
IoT 30,54,t_gen=16
IoT 31,99,t_gen=1
IoT 32,153,t_gen=6
IoT 33,89,t_gen=9
IoT 34,94,t_gen=4
IoT 35,134,t_gen=16
IoT 36,51,t_gen=19
IoT 37,29,t_gen=8
IoT 38,51,t_gen=19
IoT 39,15,t_gen=8
IoT 40,79,t_gen=10
IoT 41,65,t_gen=5
IoT 42,53,t_gen=17
IoT 43,62,t_gen=8
IoT 44,80,t_gen=18
IoT 45,85,t_gen=13
IoT 46,59,t_gen=11
IoT 47,90,t_gen=8
IoT 48,55,t_gen=15
IoT 49,181,t_gen=15
IoT 50,181,t_gen=15

85,0.02733,253,91.1,1.0,5990.849722836772,0,171.41606163978577
Individual AoIs for Seed,85
IoT 1,37,t_gen=11
IoT 2,52,t_gen=17
IoT 3,136,t_gen=18
IoT 4,56,t_gen=13
IoT 5,36,t_gen=2
IoT 6,55,t_gen=14
IoT 7,147,t_gen=7
IoT 8,56,t_gen=13
IoT 9,64,t_gen=5
IoT 10,57,t_gen=16
IoT 11,158,t_gen=7
IoT 12,72,t_gen=10
IoT 13,164,t_gen=1
IoT 14,149,t_gen=5
IoT 15,64,t_gen=5
IoT 16,149,t_gen=5
IoT 17,55,t_gen=14
IoT 18,40,t_gen=8
IoT 19,79,t_gen=20
IoT 20,137,t_gen=17
IoT 21,65,t_gen=4
IoT 22,6,t_gen=9
IoT 23,146,t_gen=8
IoT 24,27,t_gen=2
IoT 25,210,t_gen=4
IoT 26,135,t_gen=19
IoT 27,58,t_gen=13
IoT 28,253,t_gen=19
IoT 29,56,t_gen=13
IoT 30,62,t_gen=7
IoT 31,38,t_gen=11
IoT 32,139,t_gen=15
IoT 33,149,t_gen=5
IoT 34,38,t_gen=10
IoT 35,42,t_gen=6
IoT 36,135,t_gen=19
IoT 37,161,t_gen=4
IoT 38,212,t_gen=2
IoT 39,40,t_gen=8
IoT 40,154,t_gen=0
IoT 41,67,t_gen=2
IoT 42,153,t_gen=1
IoT 43,36,t_gen=12
IoT 44,44,t_gen=4
IoT 45,103,t_gen=9
IoT 46,66,t_gen=7
IoT 47,38,t_gen=10
IoT 48,78,t_gen=1
IoT 49,41,t_gen=7
IoT 50,40,t_gen=8

90,0.02832,197,94.4,1.0,5660.937303293895,0,118.79435777664185
Individual AoIs for Seed,90
IoT 1,101,t_gen=14
IoT 2,106,t_gen=9
IoT 3,26,t_gen=2
IoT 4,43,t_gen=20
IoT 5,104,t_gen=11
IoT 6,46,t_gen=17
IoT 7,61,t_gen=2
IoT 8,169,t_gen=6
IoT 9,90,t_gen=2
IoT 10,99,t_gen=20
IoT 11,92,t_gen=0
IoT 12,181,t_gen=2
IoT 13,82,t_gen=10
IoT 14,197,t_gen=19
IoT 15,109,t_gen=10
IoT 16,97,t_gen=18
IoT 17,114,t_gen=1
IoT 18,109,t_gen=15
IoT 19,110,t_gen=5
IoT 20,109,t_gen=6
IoT 21,77,t_gen=15
IoT 22,75,t_gen=17
IoT 23,88,t_gen=4
IoT 24,46,t_gen=17
IoT 25,170,t_gen=5
IoT 26,51,t_gen=12
IoT 27,104,t_gen=15
IoT 28,95,t_gen=20
IoT 29,97,t_gen=18
IoT 30,80,t_gen=12
IoT 31,121,t_gen=13
IoT 32,99,t_gen=16
IoT 33,16,t_gen=12
IoT 34,46,t_gen=17
IoT 35,109,t_gen=6
IoT 36,173,t_gen=2
IoT 37,95,t_gen=20
IoT 38,22,t_gen=6
IoT 39,105,t_gen=14
IoT 40,44,t_gen=19
IoT 41,43,t_gen=20
IoT 42,100,t_gen=15
IoT 43,164,t_gen=11
IoT 44,101,t_gen=18
IoT 45,114,t_gen=20
IoT 46,115,t_gen=4
IoT 47,52,t_gen=11
IoT 48,44,t_gen=19
IoT 49,114,t_gen=1
IoT 50,115,t_gen=0

105,0.028013999999999997,220,93.38,1.0,5572.907559391565,0,101.3313536643982
Individual AoIs for Seed,105
IoT 1,90,t_gen=10
IoT 2,95,t_gen=5
IoT 3,27,t_gen=12
IoT 4,54,t_gen=13
IoT 5,118,t_gen=15
IoT 6,118,t_gen=7
IoT 7,30,t_gen=9
IoT 8,109,t_gen=16
IoT 9,29,t_gen=10
IoT 10,146,t_gen=3
IoT 11,95,t_gen=5
IoT 12,137,t_gen=12
IoT 13,131,t_gen=18
IoT 14,114,t_gen=19
IoT 15,84,t_gen=16
IoT 16,89,t_gen=13
IoT 17,82,t_gen=18
IoT 18,52,t_gen=15
IoT 19,93,t_gen=11
IoT 20,149,t_gen=0
IoT 21,83,t_gen=19
IoT 22,89,t_gen=13
IoT 23,95,t_gen=5
IoT 24,47,t_gen=20
IoT 25,93,t_gen=9
IoT 26,91,t_gen=11
IoT 27,64,t_gen=3
IoT 28,144,t_gen=5
IoT 29,98,t_gen=2
IoT 30,96,t_gen=6
IoT 31,56,t_gen=11
IoT 32,191,t_gen=16
IoT 33,94,t_gen=8
IoT 34,51,t_gen=16
IoT 35,100,t_gen=0
IoT 36,96,t_gen=4
IoT 37,124,t_gen=1
IoT 38,77,t_gen=10
IoT 39,114,t_gen=11
IoT 40,92,t_gen=10
IoT 41,36,t_gen=3
IoT 42,100,t_gen=2
IoT 43,33,t_gen=6
IoT 44,38,t_gen=1
IoT 45,85,t_gen=2
IoT 46,53,t_gen=14
IoT 47,202,t_gen=5
IoT 48,63,t_gen=4
IoT 49,220,t_gen=5
IoT 50,102,t_gen=0

49,0.030725999999999996,228,102.42,1.0,5555.263047342806,0,113.18239569664001
Individual AoIs for Seed,49
IoT 1,136,t_gen=1
IoT 2,123,t_gen=14
IoT 3,109,t_gen=16
IoT 4,116,t_gen=9
IoT 5,130,t_gen=7
IoT 6,125,t_gen=12
IoT 7,117,t_gen=20
IoT 8,90,t_gen=19
IoT 9,114,t_gen=17
IoT 10,107,t_gen=2
IoT 11,108,t_gen=17
IoT 12,40,t_gen=7
IoT 13,20,t_gen=19
IoT 14,125,t_gen=12
IoT 15,108,t_gen=17
IoT 16,23,t_gen=0
IoT 17,38,t_gen=9
IoT 18,138,t_gen=11
IoT 19,127,t_gen=10
IoT 20,96,t_gen=13
IoT 21,137,t_gen=8
IoT 22,106,t_gen=3
IoT 23,111,t_gen=14
IoT 24,90,t_gen=19
IoT 25,142,t_gen=7
IoT 26,125,t_gen=0
IoT 27,134,t_gen=3
IoT 28,120,t_gen=5
IoT 29,112,t_gen=13
IoT 30,98,t_gen=11
IoT 31,93,t_gen=16
IoT 32,122,t_gen=3
IoT 33,107,t_gen=18
IoT 34,4,t_gen=19
IoT 35,116,t_gen=10
IoT 36,124,t_gen=13
IoT 37,89,t_gen=20
IoT 38,118,t_gen=7
IoT 39,45,t_gen=2
IoT 40,120,t_gen=17
IoT 41,137,t_gen=16
IoT 42,40,t_gen=7
IoT 43,228,t_gen=15
IoT 44,125,t_gen=12
IoT 45,16,t_gen=7
IoT 46,90,t_gen=19
IoT 47,103,t_gen=6
IoT 48,144,t_gen=3
IoT 49,34,t_gen=13
IoT 50,101,t_gen=8

110,0.036474,244,121.58,1.0,5379.951306130721,0,101.48174905776978
Individual AoIs for Seed,110
IoT 1,93,t_gen=17
IoT 2,238,t_gen=16
IoT 3,94,t_gen=16
IoT 4,20,t_gen=20
IoT 5,236,t_gen=18
IoT 6,103,t_gen=9
IoT 7,97,t_gen=13
IoT 8,240,t_gen=14
IoT 9,148,t_gen=4
IoT 10,103,t_gen=7
IoT 11,108,t_gen=2
IoT 12,105,t_gen=5
IoT 13,102,t_gen=8
IoT 14,32,t_gen=8
IoT 15,28,t_gen=12
IoT 16,96,t_gen=14
IoT 17,94,t_gen=16
IoT 18,140,t_gen=12
IoT 19,244,t_gen=10
IoT 20,108,t_gen=2
IoT 21,105,t_gen=5
IoT 22,110,t_gen=0
IoT 23,106,t_gen=4
IoT 24,93,t_gen=17
IoT 25,216,t_gen=1
IoT 26,136,t_gen=16
IoT 27,109,t_gen=1
IoT 28,151,t_gen=1
IoT 29,108,t_gen=2
IoT 30,149,t_gen=3
IoT 31,100,t_gen=10
IoT 32,242,t_gen=12
IoT 33,132,t_gen=20
IoT 34,147,t_gen=5
IoT 35,133,t_gen=19
IoT 36,137,t_gen=15
IoT 37,98,t_gen=12
IoT 38,107,t_gen=3
IoT 39,98,t_gen=12
IoT 40,151,t_gen=1
IoT 41,103,t_gen=7
IoT 42,91,t_gen=19
IoT 43,98,t_gen=12
IoT 44,105,t_gen=5
IoT 45,108,t_gen=2
IoT 46,100,t_gen=10
IoT 47,107,t_gen=16
IoT 48,146,t_gen=6
IoT 49,135,t_gen=17
IoT 50,29,t_gen=11

Final Averages
avg_fitness,0.030724799999999997
avg_peak_aoi,223.4
avg_avg_aoi,102.41599999999998
avg_coverage,1.0
avg_total_dist,5539.288880918299
avg_unserved,0.0
avg_runtime,167.29154636859894
