Scenario Information
Number of IoT Nodes,20
Number of UAVs,2
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.025455,148,84.85,1.0,3023.80622271555,0,71.65970468521118
Individual AoIs for Seed,42
IoT 20,19,t_gen=2

85,0.0237,189,79.0,1.0,3311.974582800848,0,34.4504189491272
Individual AoIs for Seed,85
IoT 1,51,t_gen=17
IoT 2,50,t_gen=18
IoT 3,72,t_gen=13
IoT 4,98,t_gen=2
IoT 5,71,t_gen=14
IoT 6,61,t_gen=7
IoT 7,72,t_gen=13
IoT 8,80,t_gen=5
IoT 9,93,t_gen=16
IoT 10,61,t_gen=7
IoT 11,99,t_gen=10
IoT 12,189,t_gen=1
IoT 13,71,t_gen=5
IoT 14,63,t_gen=5
IoT 15,63,t_gen=5
IoT 16,71,t_gen=14
IoT 17,77,t_gen=8
IoT 18,106,t_gen=20
IoT 19,51,t_gen=17
IoT 20,81,t_gen=4

90,0.019979999999999998,138,66.6,1.0,2639.9897085614666,0,33.366371631622314
Individual AoIs for Seed,90
IoT 1,60,t_gen=8
IoT 2,64,t_gen=4
IoT 3,138,t_gen=12
IoT 4,46,t_gen=4
IoT 5,69,t_gen=1
IoT 6,52,t_gen=16
IoT 7,47,t_gen=3
IoT 8,50,t_gen=0
IoT 9,45,t_gen=5
IoT 10,111,t_gen=17
IoT 11,49,t_gen=2
IoT 12,44,t_gen=10
IoT 13,44,t_gen=19
IoT 14,58,t_gen=10
IoT 15,69,t_gen=18
IoT 16,94,t_gen=1
IoT 17,53,t_gen=15
IoT 18,82,t_gen=5
IoT 19,122,t_gen=6
IoT 20,35,t_gen=15

105,0.019815,126,66.05,1.0,2491.734233230385,0,28.690701723098755
Individual AoIs for Seed,105
IoT 1,48,t_gen=4
IoT 2,45,t_gen=5
IoT 3,76,t_gen=14
IoT 4,93,t_gen=7
IoT 5,29,t_gen=9
IoT 6,122,t_gen=16
IoT 7,28,t_gen=10
IoT 8,87,t_gen=3
IoT 9,45,t_gen=5
IoT 10,126,t_gen=12
IoT 11,120,t_gen=18
IoT 12,71,t_gen=19
IoT 13,74,t_gen=16
IoT 14,25,t_gen=13
IoT 15,72,t_gen=18
IoT 16,35,t_gen=15
IoT 17,29,t_gen=11
IoT 18,90,t_gen=0
IoT 19,81,t_gen=19
IoT 20,25,t_gen=13

49,0.02082,139,69.4,1.0,2701.7463551541,0,28.666680574417114
Individual AoIs for Seed,49
IoT 1,93,t_gen=20
IoT 2,11,t_gen=19
IoT 3,84,t_gen=0
IoT 4,17,t_gen=13
IoT 5,59,t_gen=11
IoT 6,57,t_gen=19
IoT 7,53,t_gen=17
IoT 8,68,t_gen=2
IoT 9,53,t_gen=17
IoT 10,63,t_gen=7
IoT 11,51,t_gen=19
IoT 12,58,t_gen=12
IoT 13,96,t_gen=17
IoT 14,139,t_gen=0
IoT 15,21,t_gen=9
IoT 16,90,t_gen=11
IoT 17,103,t_gen=10
IoT 18,100,t_gen=13
IoT 19,62,t_gen=8
IoT 20,110,t_gen=3

110,0.018510000000000002,164,61.7,1.0,2990.3663224669303,0,29.51331663131714
Individual AoIs for Seed,110
IoT 1,56,t_gen=1
IoT 2,55,t_gen=2
IoT 3,100,t_gen=16
IoT 4,164,t_gen=7
IoT 5,41,t_gen=16
IoT 6,40,t_gen=17
IoT 7,112,t_gen=4
IoT 8,50,t_gen=7
IoT 9,55,t_gen=2
IoT 10,55,t_gen=5
IoT 11,49,t_gen=8
IoT 12,23,t_gen=8
IoT 13,19,t_gen=12
IoT 14,43,t_gen=14
IoT 15,100,t_gen=16
IoT 16,45,t_gen=12
IoT 17,133,t_gen=10
IoT 18,37,t_gen=2
IoT 19,26,t_gen=5
IoT 20,31,t_gen=0

Final Averages
avg_fitness,0.020836499999999997
avg_peak_aoi,146.3
avg_avg_aoi,69.455
avg_coverage,1.0
avg_total_dist,2793.2292186366435
avg_unserved,0.0
avg_runtime,44.942208647727966
