Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,1

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.037794,224,125.98,1.0,6022.9410938172805,0,163.54707598686218
Individual AoIs for Seed,42
IoT 6,86,t_gen=8
IoT 7,94,t_gen=0
IoT 8,219,t_gen=1
IoT 9,70,t_gen=20
IoT 10,212,t_gen=6
IoT 11,94,t_gen=0
IoT 12,89,t_gen=9
IoT 13,83,t_gen=7
IoT 14,89,t_gen=7
IoT 15,84,t_gen=6
IoT 16,77,t_gen=13
IoT 17,217,t_gen=3
IoT 18,88,t_gen=2
IoT 19,82,t_gen=8
IoT 20,92,t_gen=2
IoT 21,81,t_gen=15
IoT 22,79,t_gen=17
IoT 23,82,t_gen=12
IoT 24,85,t_gen=5
IoT 25,87,t_gen=7
IoT 26,180,t_gen=11
IoT 27,209,t_gen=11
IoT 28,89,t_gen=1
IoT 29,75,t_gen=15
IoT 30,80,t_gen=16
IoT 31,84,t_gen=6
IoT 32,91,t_gen=5
IoT 33,85,t_gen=11
IoT 34,90,t_gen=0
IoT 35,91,t_gen=3
IoT 36,203,t_gen=15
IoT 37,87,t_gen=3
IoT 38,84,t_gen=6
IoT 39,198,t_gen=20
IoT 40,79,t_gen=15
IoT 41,83,t_gen=13
IoT 42,92,t_gen=2
IoT 43,78,t_gen=12
IoT 44,189,t_gen=2
IoT 45,98,t_gen=13
IoT 46,77,t_gen=17
IoT 47,183,t_gen=8
IoT 48,219,t_gen=1
IoT 49,174,t_gen=17
IoT 50,89,t_gen=7

60,0.035483999999999995,242,118.28,1.0,5744.514299307366,0,127.83028745651245
Individual AoIs for Seed,60
IoT 1,76,t_gen=14
IoT 2,203,t_gen=1
IoT 3,239,t_gen=5
IoT 4,60,t_gen=20
IoT 5,239,t_gen=5
IoT 6,240,t_gen=4
IoT 7,62,t_gen=18
IoT 8,195,t_gen=9
IoT 9,83,t_gen=7
IoT 10,74,t_gen=8
IoT 11,72,t_gen=8
IoT 12,76,t_gen=6
IoT 13,188,t_gen=16
IoT 14,70,t_gen=12
IoT 15,201,t_gen=3
IoT 16,242,t_gen=2
IoT 17,80,t_gen=10
IoT 18,68,t_gen=12
IoT 19,85,t_gen=5
IoT 20,68,t_gen=14
IoT 21,159,t_gen=18
IoT 22,236,t_gen=8
IoT 23,75,t_gen=7
IoT 24,69,t_gen=13
IoT 25,204,t_gen=0
IoT 26,79,t_gen=1
IoT 27,84,t_gen=6
IoT 28,69,t_gen=13
IoT 29,75,t_gen=7
IoT 30,72,t_gen=10
IoT 31,237,t_gen=7
IoT 32,189,t_gen=15
IoT 33,75,t_gen=7
IoT 34,65,t_gen=17
IoT 35,74,t_gen=16
IoT 36,203,t_gen=1
IoT 37,198,t_gen=6
IoT 38,84,t_gen=6
IoT 39,76,t_gen=4
IoT 40,68,t_gen=14
IoT 41,75,t_gen=7
IoT 42,83,t_gen=7
IoT 43,70,t_gen=20
IoT 44,73,t_gen=17
IoT 45,64,t_gen=18
IoT 46,76,t_gen=14
IoT 47,199,t_gen=5
IoT 48,89,t_gen=1
IoT 49,86,t_gen=4
IoT 50,87,t_gen=3

65,0.03249,222,108.3,1.0,6022.878368620772,0,118.48597717285156
Individual AoIs for Seed,65
IoT 1,50,t_gen=16
IoT 2,183,t_gen=20
IoT 3,74,t_gen=17
IoT 4,83,t_gen=15
IoT 5,222,t_gen=3
IoT 6,130,t_gen=4
IoT 7,221,t_gen=4
IoT 8,208,t_gen=20
IoT 9,31,t_gen=20
IoT 10,90,t_gen=1
IoT 11,193,t_gen=10
IoT 12,72,t_gen=8
IoT 13,89,t_gen=2
IoT 14,134,t_gen=0
IoT 15,185,t_gen=18
IoT 16,62,t_gen=4
IoT 17,124,t_gen=10
IoT 18,40,t_gen=11
IoT 19,114,t_gen=20
IoT 20,64,t_gen=2
IoT 21,129,t_gen=5
IoT 22,64,t_gen=2
IoT 23,116,t_gen=18
IoT 24,211,t_gen=17
IoT 25,183,t_gen=20
IoT 26,129,t_gen=5
IoT 27,188,t_gen=15
IoT 28,50,t_gen=16
IoT 29,199,t_gen=4
IoT 30,49,t_gen=17
IoT 31,35,t_gen=16
IoT 32,65,t_gen=1
IoT 33,60,t_gen=6
IoT 34,125,t_gen=9
IoT 35,199,t_gen=4
IoT 36,118,t_gen=16
IoT 37,72,t_gen=19
IoT 38,58,t_gen=8
IoT 39,32,t_gen=19
IoT 40,58,t_gen=8
IoT 41,41,t_gen=10
IoT 42,86,t_gen=5
IoT 43,49,t_gen=17
IoT 44,43,t_gen=8
IoT 45,207,t_gen=18
IoT 46,53,t_gen=13
IoT 47,80,t_gen=11
IoT 48,195,t_gen=8
IoT 49,76,t_gen=15
IoT 50,76,t_gen=15

85,0.031656,228,105.52,1.0,5760.355014754452,0,119.41412353515625
Individual AoIs for Seed,85
IoT 1,105,t_gen=6
IoT 2,20,t_gen=11
IoT 3,129,t_gen=17
IoT 4,56,t_gen=18
IoT 5,61,t_gen=13
IoT 6,58,t_gen=2
IoT 7,97,t_gen=14
IoT 8,67,t_gen=7
IoT 9,217,t_gen=13
IoT 10,225,t_gen=5
IoT 11,44,t_gen=16
IoT 12,195,t_gen=7
IoT 13,101,t_gen=10
IoT 14,201,t_gen=1
IoT 15,42,t_gen=5
IoT 16,111,t_gen=5
IoT 17,69,t_gen=5
IoT 18,132,t_gen=14
IoT 19,52,t_gen=8
IoT 20,182,t_gen=20
IoT 21,57,t_gen=17
IoT 22,226,t_gen=4
IoT 23,102,t_gen=9
IoT 24,194,t_gen=8
IoT 25,29,t_gen=2
IoT 26,70,t_gen=4
IoT 27,55,t_gen=19
IoT 28,61,t_gen=13
IoT 29,183,t_gen=19
IoT 30,189,t_gen=13
IoT 31,67,t_gen=7
IoT 32,20,t_gen=11
IoT 33,59,t_gen=15
IoT 34,69,t_gen=5
IoT 35,192,t_gen=10
IoT 36,54,t_gen=6
IoT 37,211,t_gen=19
IoT 38,198,t_gen=4
IoT 39,144,t_gen=2
IoT 40,52,t_gen=8
IoT 41,74,t_gen=0
IoT 42,228,t_gen=2
IoT 43,73,t_gen=1
IoT 44,48,t_gen=12
IoT 45,56,t_gen=4
IoT 46,193,t_gen=9
IoT 47,24,t_gen=7
IoT 48,50,t_gen=10
IoT 49,81,t_gen=1
IoT 50,53,t_gen=7

90,0.038202,260,127.34,1.0,6477.531873664094,0,113.01408672332764
Individual AoIs for Seed,90
IoT 1,164,t_gen=20
IoT 2,120,t_gen=18
IoT 3,130,t_gen=8
IoT 4,121,t_gen=17
IoT 5,46,t_gen=20
IoT 6,127,t_gen=11
IoT 7,167,t_gen=17
IoT 8,64,t_gen=2
IoT 9,240,t_gen=6
IoT 10,182,t_gen=2
IoT 11,15,t_gen=20
IoT 12,184,t_gen=0
IoT 13,136,t_gen=2
IoT 14,128,t_gen=10
IoT 15,155,t_gen=19
IoT 16,128,t_gen=10
IoT 17,120,t_gen=18
IoT 18,137,t_gen=1
IoT 19,159,t_gen=15
IoT 20,133,t_gen=5
IoT 21,132,t_gen=6
IoT 22,159,t_gen=15
IoT 23,157,t_gen=17
IoT 24,170,t_gen=4
IoT 25,49,t_gen=17
IoT 26,169,t_gen=5
IoT 27,54,t_gen=12
IoT 28,159,t_gen=15
IoT 29,260,t_gen=20
IoT 30,120,t_gen=18
IoT 31,126,t_gen=12
IoT 32,22,t_gen=13
IoT 33,122,t_gen=16
IoT 34,162,t_gen=12
IoT 35,49,t_gen=17
IoT 36,178,t_gen=6
IoT 37,172,t_gen=2
IoT 38,154,t_gen=20
IoT 39,132,t_gen=6
IoT 40,232,t_gen=14
IoT 41,47,t_gen=19
IoT 42,46,t_gen=20
IoT 43,169,t_gen=15
IoT 44,127,t_gen=11
IoT 45,156,t_gen=18
IoT 46,15,t_gen=20
IoT 47,134,t_gen=4
IoT 48,55,t_gen=11
IoT 49,47,t_gen=19
IoT 50,137,t_gen=1

105,0.031841999999999995,244,106.14,1.0,5143.077589930441,0,128.0081820487976
Individual AoIs for Seed,105
IoT 1,244,t_gen=9
IoT 2,86,t_gen=9
IoT 3,91,t_gen=4
IoT 4,90,t_gen=5
IoT 5,123,t_gen=14
IoT 6,54,t_gen=7
IoT 7,126,t_gen=9
IoT 8,237,t_gen=16
IoT 9,87,t_gen=10
IoT 10,134,t_gen=3
IoT 11,90,t_gen=5
IoT 12,182,t_gen=12
IoT 13,176,t_gen=18
IoT 14,42,t_gen=19
IoT 15,79,t_gen=16
IoT 16,122,t_gen=13
IoT 17,77,t_gen=18
IoT 18,86,t_gen=15
IoT 19,50,t_gen=11
IoT 20,137,t_gen=0
IoT 21,116,t_gen=19
IoT 22,122,t_gen=13
IoT 23,96,t_gen=5
IoT 24,115,t_gen=20
IoT 25,86,t_gen=9
IoT 26,84,t_gen=11
IoT 27,98,t_gen=3
IoT 28,132,t_gen=5
IoT 29,93,t_gen=2
IoT 30,95,t_gen=6
IoT 31,84,t_gen=11
IoT 32,237,t_gen=16
IoT 33,87,t_gen=8
IoT 34,85,t_gen=16
IoT 35,95,t_gen=0
IoT 36,57,t_gen=4
IoT 37,136,t_gen=1
IoT 38,91,t_gen=10
IoT 39,50,t_gen=11
IoT 40,91,t_gen=10
IoT 41,92,t_gen=3
IoT 42,99,t_gen=2
IoT 43,95,t_gen=6
IoT 44,100,t_gen=1
IoT 45,93,t_gen=2
IoT 46,81,t_gen=14
IoT 47,90,t_gen=5
IoT 48,97,t_gen=4
IoT 49,96,t_gen=5
IoT 50,101,t_gen=0

49,0.034038,274,113.46,1.0,6274.856676749112,0,110.17482614517212
Individual AoIs for Seed,49
IoT 1,28,t_gen=16
IoT 2,153,t_gen=8
IoT 3,93,t_gen=20
IoT 4,142,t_gen=19
IoT 5,161,t_gen=0
IoT 6,41,t_gen=13
IoT 7,102,t_gen=11
IoT 8,104,t_gen=19
IoT 9,144,t_gen=17
IoT 10,274,t_gen=2
IoT 11,96,t_gen=17
IoT 12,47,t_gen=7
IoT 13,142,t_gen=19
IoT 14,149,t_gen=12
IoT 15,96,t_gen=17
IoT 16,44,t_gen=0
IoT 17,45,t_gen=9
IoT 18,33,t_gen=11
IoT 19,103,t_gen=10
IoT 20,148,t_gen=13
IoT 21,49,t_gen=8
IoT 22,110,t_gen=3
IoT 23,147,t_gen=14
IoT 24,148,t_gen=19
IoT 25,37,t_gen=7
IoT 26,54,t_gen=0
IoT 27,110,t_gen=3
IoT 28,108,t_gen=5
IoT 29,100,t_gen=13
IoT 30,156,t_gen=11
IoT 31,145,t_gen=16
IoT 32,110,t_gen=3
IoT 33,143,t_gen=18
IoT 34,94,t_gen=19
IoT 35,34,t_gen=10
IoT 36,148,t_gen=13
IoT 37,201,t_gen=20
IoT 38,106,t_gen=7
IoT 39,52,t_gen=2
IoT 40,37,t_gen=17
IoT 41,50,t_gen=16
IoT 42,47,t_gen=7
IoT 43,261,t_gen=15
IoT 44,101,t_gen=12
IoT 45,37,t_gen=7
IoT 46,202,t_gen=19
IoT 47,215,t_gen=6
IoT 48,110,t_gen=3
IoT 49,263,t_gen=13
IoT 50,153,t_gen=8

110,0.034193999999999995,221,113.98,1.0,5595.515294973758,0,117.55586123466492
Individual AoIs for Seed,110
IoT 1,95,t_gen=15
IoT 2,81,t_gen=2
IoT 3,82,t_gen=1
IoT 4,108,t_gen=2
IoT 5,102,t_gen=16
IoT 6,169,t_gen=7
IoT 7,102,t_gen=16
IoT 8,93,t_gen=17
IoT 9,114,t_gen=4
IoT 10,111,t_gen=7
IoT 11,81,t_gen=2
IoT 12,78,t_gen=5
IoT 13,110,t_gen=8
IoT 14,218,t_gen=8
IoT 15,214,t_gen=12
IoT 16,96,t_gen=14
IoT 17,94,t_gen=16
IoT 18,71,t_gen=12
IoT 19,108,t_gen=10
IoT 20,108,t_gen=2
IoT 21,113,t_gen=5
IoT 22,118,t_gen=0
IoT 23,106,t_gen=4
IoT 24,93,t_gen=17
IoT 25,175,t_gen=1
IoT 26,102,t_gen=16
IoT 27,109,t_gen=1
IoT 28,192,t_gen=1
IoT 29,108,t_gen=2
IoT 30,115,t_gen=3
IoT 31,73,t_gen=10
IoT 32,214,t_gen=12
IoT 33,98,t_gen=20
IoT 34,221,t_gen=5
IoT 35,207,t_gen=19
IoT 36,68,t_gen=15
IoT 37,106,t_gen=12
IoT 38,80,t_gen=3
IoT 39,71,t_gen=12
IoT 40,109,t_gen=1
IoT 41,111,t_gen=7
IoT 42,91,t_gen=19
IoT 43,98,t_gen=12
IoT 44,78,t_gen=5
IoT 45,108,t_gen=2
IoT 46,108,t_gen=10
IoT 47,107,t_gen=16
IoT 48,112,t_gen=6
IoT 49,101,t_gen=17
IoT 50,72,t_gen=11

Final Averages
avg_fitness,0.034319999999999996
avg_peak_aoi,233.9
avg_avg_aoi,114.4
avg_coverage,1.0
avg_total_dist,5911.754464385767
avg_unserved,0.0
avg_runtime,126.50070383548737
