Scenario Information
Number of IoT Nodes,40
Number of UAVs,2
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.031799999999999995,210,106.0,1.0,4442.250866789901,0,147.52703666687012
Individual AoIs for Seed,42
IoT 3,194,t_gen=5
IoT 4,103,t_gen=4
IoT 5,89,t_gen=18
IoT 6,98,t_gen=9
IoT 7,100,t_gen=7
IoT 8,70,t_gen=8
IoT 9,99,t_gen=8
IoT 10,193,t_gen=6
IoT 11,149,t_gen=16
IoT 12,100,t_gen=12
IoT 13,104,t_gen=3
IoT 14,105,t_gen=2
IoT 15,97,t_gen=10
IoT 16,74,t_gen=12
IoT 17,102,t_gen=5
IoT 18,64,t_gen=14
IoT 19,100,t_gen=18
IoT 20,191,t_gen=8
IoT 21,71,t_gen=7
IoT 22,65,t_gen=13
IoT 23,107,t_gen=0
IoT 24,77,t_gen=1
IoT 25,101,t_gen=6
IoT 26,65,t_gen=13
IoT 27,71,t_gen=7
IoT 28,189,t_gen=10
IoT 29,192,t_gen=7
IoT 30,92,t_gen=15
IoT 31,71,t_gen=7
IoT 32,61,t_gen=17
IoT 33,91,t_gen=16
IoT 34,106,t_gen=1
IoT 35,101,t_gen=6
IoT 36,101,t_gen=6
IoT 37,74,t_gen=4
IoT 38,64,t_gen=14
IoT 39,71,t_gen=7
IoT 40,100,t_gen=7

65,0.0285375,195,95.125,1.0,4278.274868443892,0,102.38596415519714
Individual AoIs for Seed,65
IoT 1,170,t_gen=17
IoT 2,182,t_gen=15
IoT 3,184,t_gen=3
IoT 4,107,t_gen=4
IoT 5,112,t_gen=4
IoT 6,113,t_gen=20
IoT 7,167,t_gen=20
IoT 8,62,t_gen=1
IoT 9,106,t_gen=10
IoT 10,55,t_gen=8
IoT 11,195,t_gen=2
IoT 12,111,t_gen=0
IoT 13,93,t_gen=18
IoT 14,26,t_gen=4
IoT 15,106,t_gen=10
IoT 16,52,t_gen=11
IoT 17,43,t_gen=20
IoT 18,26,t_gen=2
IoT 19,58,t_gen=5
IoT 20,26,t_gen=2
IoT 21,45,t_gen=18
IoT 22,99,t_gen=17
IoT 23,96,t_gen=20
IoT 24,115,t_gen=5
IoT 25,101,t_gen=15
IoT 26,95,t_gen=16
IoT 27,112,t_gen=4
IoT 28,16,t_gen=17
IoT 29,181,t_gen=16
IoT 30,37,t_gen=1
IoT 31,22,t_gen=6
IoT 32,188,t_gen=9
IoT 33,107,t_gen=4
IoT 34,100,t_gen=16
IoT 35,44,t_gen=19
IoT 36,36,t_gen=8
IoT 37,44,t_gen=19
IoT 38,128,t_gen=8
IoT 39,53,t_gen=10
IoT 40,192,t_gen=5

85,0.027645000000000003,239,92.15,1.0,4549.304154989311,0,78.82176947593689
Individual AoIs for Seed,85
IoT 1,118,t_gen=17
IoT 2,99,t_gen=18
IoT 3,52,t_gen=13
IoT 4,166,t_gen=2
IoT 5,51,t_gen=14
IoT 6,110,t_gen=7
IoT 7,52,t_gen=13
IoT 8,60,t_gen=5
IoT 9,79,t_gen=16
IoT 10,160,t_gen=7
IoT 11,94,t_gen=10
IoT 12,116,t_gen=1
IoT 13,27,t_gen=5
IoT 14,39,t_gen=5
IoT 15,237,t_gen=5
IoT 16,51,t_gen=14
IoT 17,23,t_gen=8
IoT 18,110,t_gen=20
IoT 19,225,t_gen=17
IoT 20,61,t_gen=4
IoT 21,107,t_gen=9
IoT 22,239,t_gen=8
IoT 23,93,t_gen=2
IoT 24,113,t_gen=4
IoT 25,98,t_gen=19
IoT 26,55,t_gen=13
IoT 27,98,t_gen=19
IoT 28,52,t_gen=13
IoT 29,110,t_gen=7
IoT 30,54,t_gen=11
IoT 31,102,t_gen=15
IoT 32,112,t_gen=5
IoT 33,21,t_gen=10
IoT 34,25,t_gen=6
IoT 35,46,t_gen=19
IoT 36,113,t_gen=4
IoT 37,115,t_gen=2
IoT 38,23,t_gen=8
IoT 39,117,t_gen=0
IoT 40,63,t_gen=2

90,0.028335,241,94.45,1.0,4483.500537379123,0,78.1762363910675
Individual AoIs for Seed,90
IoT 1,36,t_gen=8
IoT 2,88,t_gen=4
IoT 3,229,t_gen=12
IoT 4,73,t_gen=4
IoT 5,148,t_gen=1
IoT 6,241,t_gen=16
IoT 7,74,t_gen=3
IoT 8,77,t_gen=0
IoT 9,72,t_gen=5
IoT 10,224,t_gen=17
IoT 11,90,t_gen=2
IoT 12,83,t_gen=10
IoT 13,91,t_gen=19
IoT 14,82,t_gen=10
IoT 15,131,t_gen=18
IoT 16,121,t_gen=1
IoT 17,140,t_gen=15
IoT 18,87,t_gen=5
IoT 19,143,t_gen=6
IoT 20,77,t_gen=15
IoT 21,60,t_gen=17
IoT 22,99,t_gen=4
IoT 23,27,t_gen=17
IoT 24,87,t_gen=5
IoT 25,32,t_gen=12
IoT 26,62,t_gen=15
IoT 27,129,t_gen=20
IoT 28,39,t_gen=18
IoT 29,83,t_gen=12
IoT 30,64,t_gen=13
IoT 31,133,t_gen=16
IoT 32,65,t_gen=12
IoT 33,27,t_gen=17
IoT 34,235,t_gen=6
IoT 35,75,t_gen=2
IoT 36,62,t_gen=20
IoT 37,71,t_gen=6
IoT 38,63,t_gen=14
IoT 39,25,t_gen=19
IoT 40,33,t_gen=20

105,0.027405,234,91.35,1.0,4151.56148276297,0,78.54041242599487
Individual AoIs for Seed,105
IoT 1,65,t_gen=4
IoT 2,58,t_gen=5
IoT 3,79,t_gen=14
IoT 4,85,t_gen=7
IoT 5,44,t_gen=9
IoT 6,116,t_gen=16
IoT 7,43,t_gen=10
IoT 8,129,t_gen=3
IoT 9,62,t_gen=5
IoT 10,234,t_gen=12
IoT 11,114,t_gen=18
IoT 12,74,t_gen=19
IoT 13,114,t_gen=16
IoT 14,40,t_gen=13
IoT 15,48,t_gen=18
IoT 16,172,t_gen=15
IoT 17,82,t_gen=11
IoT 18,132,t_gen=0
IoT 19,34,t_gen=19
IoT 20,85,t_gen=13
IoT 21,125,t_gen=5
IoT 22,33,t_gen=20
IoT 23,54,t_gen=9
IoT 24,17,t_gen=11
IoT 25,184,t_gen=3
IoT 26,127,t_gen=5
IoT 27,128,t_gen=2
IoT 28,16,t_gen=6
IoT 29,11,t_gen=11
IoT 30,188,t_gen=16
IoT 31,55,t_gen=8
IoT 32,6,t_gen=16
IoT 33,204,t_gen=0
IoT 34,88,t_gen=4
IoT 35,92,t_gen=1
IoT 36,54,t_gen=10
IoT 37,82,t_gen=11
IoT 38,177,t_gen=10
IoT 39,50,t_gen=3
IoT 40,153,t_gen=2

49,0.02835,250,94.5,1.0,4545.506099338285,0,65.78893208503723
Individual AoIs for Seed,49
IoT 1,53,t_gen=20
IoT 2,32,t_gen=19
IoT 3,33,t_gen=0
IoT 4,20,t_gen=13
IoT 5,171,t_gen=11
IoT 6,20,t_gen=19
IoT 7,97,t_gen=17
IoT 8,49,t_gen=2
IoT 9,97,t_gen=17
IoT 10,43,t_gen=7
IoT 11,95,t_gen=19
IoT 12,102,t_gen=12
IoT 13,165,t_gen=17
IoT 14,182,t_gen=0
IoT 15,24,t_gen=9
IoT 16,54,t_gen=11
IoT 17,250,t_gen=10
IoT 18,38,t_gen=13
IoT 19,106,t_gen=8
IoT 20,179,t_gen=3
IoT 21,37,t_gen=14
IoT 22,163,t_gen=19
IoT 23,175,t_gen=7
IoT 24,114,t_gen=0
IoT 25,48,t_gen=3
IoT 26,109,t_gen=5
IoT 27,101,t_gen=13
IoT 28,60,t_gen=11
IoT 29,166,t_gen=16
IoT 30,48,t_gen=3
IoT 31,33,t_gen=18
IoT 32,42,t_gen=19
IoT 33,117,t_gen=10
IoT 34,38,t_gen=13
IoT 35,204,t_gen=20
IoT 36,175,t_gen=7
IoT 37,31,t_gen=2
IoT 38,165,t_gen=17
IoT 39,118,t_gen=16
IoT 40,26,t_gen=7

110,0.027607500000000004,193,92.025,1.0,3532.2745211520723,0,81.7050998210907
Individual AoIs for Seed,110
IoT 1,40,t_gen=1
IoT 2,142,t_gen=2
IoT 3,128,t_gen=16
IoT 4,187,t_gen=7
IoT 5,128,t_gen=16
IoT 6,127,t_gen=17
IoT 7,140,t_gen=4
IoT 8,119,t_gen=7
IoT 9,39,t_gen=2
IoT 10,39,t_gen=5
IoT 11,33,t_gen=8
IoT 12,20,t_gen=8
IoT 13,16,t_gen=12
IoT 14,112,t_gen=14
IoT 15,110,t_gen=16
IoT 16,29,t_gen=12
IoT 17,116,t_gen=10
IoT 18,43,t_gen=2
IoT 19,32,t_gen=5
IoT 20,28,t_gen=0
IoT 21,37,t_gen=4
IoT 22,11,t_gen=17
IoT 23,193,t_gen=1
IoT 24,128,t_gen=16
IoT 25,32,t_gen=1
IoT 26,143,t_gen=1
IoT 27,124,t_gen=2
IoT 28,123,t_gen=3
IoT 29,31,t_gen=10
IoT 30,132,t_gen=12
IoT 31,106,t_gen=20
IoT 32,139,t_gen=5
IoT 33,125,t_gen=19
IoT 34,179,t_gen=15
IoT 35,29,t_gen=12
IoT 36,123,t_gen=3
IoT 37,29,t_gen=12
IoT 38,143,t_gen=1
IoT 39,119,t_gen=7
IoT 40,107,t_gen=19

Final Averages
avg_fitness,0.02840025
avg_peak_aoi,217.4
avg_avg_aoi,94.6675
avg_coverage,1.0
avg_total_dist,4198.102054731778
avg_unserved,0.0
avg_runtime,102.56085584163665
