Scenario Information
Number of IoT Nodes,20
Number of UAVs,4
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.018314999999999998,115,61.05,1.0,3891.5592960167414,0,84.42379236221313
Individual AoIs for Seed,42
IoT 16,71,t_gen=2
IoT 17,41,t_gen=8
IoT 18,41,t_gen=2
IoT 19,34,t_gen=15
IoT 20,44,t_gen=17

60,0.013439999999999999,89,44.8,1.0,3508.8952697899686,0,74.97546982765198
Individual AoIs for Seed,60
IoT 1,45,t_gen=5
IoT 2,74,t_gen=20
IoT 3,45,t_gen=5
IoT 4,42,t_gen=4
IoT 5,34,t_gen=18
IoT 6,37,t_gen=9
IoT 7,39,t_gen=7
IoT 8,22,t_gen=8
IoT 9,22,t_gen=8
IoT 10,44,t_gen=6
IoT 11,81,t_gen=16
IoT 12,34,t_gen=12
IoT 13,43,t_gen=3
IoT 14,44,t_gen=2
IoT 15,85,t_gen=10
IoT 16,26,t_gen=12
IoT 17,89,t_gen=5
IoT 18,16,t_gen=14
IoT 19,32,t_gen=18
IoT 20,42,t_gen=8

65,0.01338,97,44.6,1.0,3593.1735055474146,0,59.9320228099823
Individual AoIs for Seed,65
IoT 1,81,t_gen=17
IoT 2,83,t_gen=15
IoT 3,35,t_gen=3
IoT 4,39,t_gen=4
IoT 5,51,t_gen=4
IoT 6,18,t_gen=20
IoT 7,8,t_gen=20
IoT 8,42,t_gen=1
IoT 9,45,t_gen=10
IoT 10,20,t_gen=8
IoT 11,97,t_gen=2
IoT 12,43,t_gen=0
IoT 13,81,t_gen=18
IoT 14,37,t_gen=4
IoT 15,45,t_gen=10
IoT 16,17,t_gen=11
IoT 17,23,t_gen=20
IoT 18,53,t_gen=2
IoT 19,38,t_gen=5
IoT 20,36,t_gen=2

85,0.014804999999999999,111,49.35,1.0,3925.4630224224393,0,47.48983693122864
Individual AoIs for Seed,85
IoT 1,38,t_gen=17
IoT 2,37,t_gen=18
IoT 3,42,t_gen=13
IoT 4,86,t_gen=2
IoT 5,48,t_gen=14
IoT 6,48,t_gen=7
IoT 7,38,t_gen=13
IoT 8,46,t_gen=5
IoT 9,58,t_gen=16
IoT 10,48,t_gen=7
IoT 11,5,t_gen=10
IoT 12,54,t_gen=1
IoT 13,24,t_gen=5
IoT 14,46,t_gen=5
IoT 15,111,t_gen=5
IoT 16,37,t_gen=14
IoT 17,21,t_gen=8
IoT 18,54,t_gen=20
IoT 19,99,t_gen=17
IoT 20,47,t_gen=4

90,0.012855,112,42.85,1.0,3718.76324841769,0,61.90846371650696
Individual AoIs for Seed,90
IoT 1,55,t_gen=8
IoT 2,45,t_gen=4
IoT 3,22,t_gen=12
IoT 4,30,t_gen=4
IoT 5,62,t_gen=1
IoT 6,47,t_gen=16
IoT 7,31,t_gen=3
IoT 8,49,t_gen=0
IoT 9,44,t_gen=5
IoT 10,26,t_gen=17
IoT 11,34,t_gen=2
IoT 12,29,t_gen=10
IoT 13,24,t_gen=19
IoT 14,53,t_gen=10
IoT 15,25,t_gen=18
IoT 16,52,t_gen=1
IoT 17,34,t_gen=15
IoT 18,49,t_gen=5
IoT 19,112,t_gen=6
IoT 20,34,t_gen=15

105,0.013515,72,45.05,1.0,3310.718415454847,0,59.87789869308472
Individual AoIs for Seed,105
IoT 1,46,t_gen=4
IoT 2,72,t_gen=5
IoT 3,56,t_gen=14
IoT 4,43,t_gen=7
IoT 5,29,t_gen=9
IoT 6,63,t_gen=16
IoT 7,28,t_gen=10
IoT 8,67,t_gen=3
IoT 9,14,t_gen=5
IoT 10,38,t_gen=12
IoT 11,32,t_gen=18
IoT 12,51,t_gen=19
IoT 13,61,t_gen=16
IoT 14,25,t_gen=13
IoT 15,2,t_gen=18
IoT 16,62,t_gen=15
IoT 17,59,t_gen=11
IoT 18,70,t_gen=0
IoT 19,58,t_gen=19
IoT 20,25,t_gen=13

49,0.013125,94,43.75,1.0,3885.583890955481,0,62.64346504211426
Individual AoIs for Seed,49
IoT 1,25,t_gen=20
IoT 2,6,t_gen=19
IoT 3,30,t_gen=0
IoT 4,17,t_gen=13
IoT 5,69,t_gen=11
IoT 6,17,t_gen=19
IoT 7,63,t_gen=17
IoT 8,94,t_gen=2
IoT 9,63,t_gen=17
IoT 10,40,t_gen=7
IoT 11,83,t_gen=19
IoT 12,90,t_gen=12
IoT 13,28,t_gen=17
IoT 14,14,t_gen=0
IoT 15,21,t_gen=9
IoT 16,3,t_gen=11
IoT 17,15,t_gen=10
IoT 18,83,t_gen=13
IoT 19,72,t_gen=8
IoT 20,42,t_gen=3

110,0.011835000000000002,65,39.45,1.0,3154.8512580453475,0,61.26655077934265
Individual AoIs for Seed,110
IoT 1,60,t_gen=1
IoT 2,45,t_gen=2
IoT 3,31,t_gen=16
IoT 4,54,t_gen=7
IoT 5,31,t_gen=16
IoT 6,22,t_gen=17
IoT 7,48,t_gen=4
IoT 8,40,t_gen=7
IoT 9,37,t_gen=2
IoT 10,34,t_gen=5
IoT 11,59,t_gen=8
IoT 12,23,t_gen=8
IoT 13,19,t_gen=12
IoT 14,33,t_gen=14
IoT 15,45,t_gen=16
IoT 16,35,t_gen=12
IoT 17,51,t_gen=10
IoT 18,65,t_gen=2
IoT 19,26,t_gen=5
IoT 20,31,t_gen=0

Final Averages
avg_fitness,0.013596
avg_peak_aoi,92.4
avg_avg_aoi,45.32
avg_coverage,1.0
avg_total_dist,3643.6405553267446
avg_unserved,0.0
avg_runtime,64.24941737651825
