Scenario Information
Number of IoT Nodes,20
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.04179,131,69.65,1.0,3622.330888296937,0,85.84249138832092
Individual AoIs for Seed,42
IoT 1,129,t_gen=6
IoT 2,57,t_gen=17
IoT 3,57,t_gen=17
IoT 4,66,t_gen=8
IoT 5,7,t_gen=5
IoT 6,80,t_gen=4
IoT 7,81,t_gen=3
IoT 8,63,t_gen=11
IoT 9,42,t_gen=14
IoT 10,72,t_gen=12
IoT 11,54,t_gen=20
IoT 12,84,t_gen=18
IoT 13,67,t_gen=7
IoT 14,95,t_gen=7
IoT 15,42,t_gen=14
IoT 16,73,t_gen=11
IoT 17,64,t_gen=20
IoT 18,57,t_gen=17
IoT 19,72,t_gen=12
IoT 20,131,t_gen=17

50,0.033839999999999995,106,56.4,1.0,3308.1101896364967,0,70.49369955062866
Individual AoIs for Seed,50
IoT 1,99,t_gen=4
IoT 2,19,t_gen=11
IoT 3,20,t_gen=10
IoT 4,96,t_gen=13
IoT 5,56,t_gen=2
IoT 6,38,t_gen=20
IoT 7,99,t_gen=10
IoT 8,43,t_gen=3
IoT 9,28,t_gen=18
IoT 10,24,t_gen=6
IoT 11,25,t_gen=19
IoT 12,106,t_gen=3
IoT 13,41,t_gen=17
IoT 14,43,t_gen=17
IoT 15,85,t_gen=18
IoT 16,47,t_gen=11
IoT 17,92,t_gen=11
IoT 18,33,t_gen=13
IoT 19,83,t_gen=20
IoT 20,51,t_gen=7

55,0.02646,89,44.1,1.0,2932.752481956357,0,68.93649506568909
Individual AoIs for Seed,55
IoT 1,81,t_gen=15
IoT 2,49,t_gen=12
IoT 3,15,t_gen=17
IoT 4,33,t_gen=8
IoT 5,43,t_gen=0
IoT 6,67,t_gen=1
IoT 7,23,t_gen=20
IoT 8,35,t_gen=6
IoT 9,43,t_gen=0
IoT 10,3,t_gen=9
IoT 11,69,t_gen=7
IoT 12,61,t_gen=7
IoT 13,37,t_gen=6
IoT 14,30,t_gen=13
IoT 15,38,t_gen=3
IoT 16,66,t_gen=2
IoT 17,12,t_gen=8
IoT 18,89,t_gen=2
IoT 19,44,t_gen=15
IoT 20,44,t_gen=17

60,0.02946,94,49.1,1.0,3036.0410365515986,0,57.92542552947998
Individual AoIs for Seed,60
IoT 1,45,t_gen=5
IoT 2,79,t_gen=20
IoT 3,45,t_gen=5
IoT 4,43,t_gen=4
IoT 5,26,t_gen=18
IoT 6,38,t_gen=9
IoT 7,40,t_gen=7
IoT 8,91,t_gen=8
IoT 9,20,t_gen=8
IoT 10,44,t_gen=6
IoT 11,81,t_gen=16
IoT 12,35,t_gen=12
IoT 13,44,t_gen=3
IoT 14,45,t_gen=2
IoT 15,37,t_gen=10
IoT 16,87,t_gen=12
IoT 17,94,t_gen=5
