Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,3

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.027426,256,91.42,1.0,5696.452697949753,0,170.6330783367157
Individual AoIs for Seed,42
IoT 30,102,t_gen=7
IoT 31,88,t_gen=11
IoT 32,73,t_gen=15
IoT 33,104,t_gen=5
IoT 34,33,t_gen=10
IoT 35,37,t_gen=6
IoT 36,90,t_gen=19
IoT 37,164,t_gen=4
IoT 38,86,t_gen=2
IoT 39,35,t_gen=8
IoT 40,88,t_gen=0
IoT 41,86,t_gen=2
IoT 42,87,t_gen=1
IoT 43,31,t_gen=12
IoT 44,39,t_gen=4
IoT 45,86,t_gen=9
IoT 46,145,t_gen=7
IoT 47,33,t_gen=10
IoT 48,108,t_gen=1
IoT 49,36,t_gen=7
IoT 50,35,t_gen=8

90,0.027354000000000003,190,91.18,1.0,5791.78752614061,0,99.05601620674133
Individual AoIs for Seed,90
IoT 1,62,t_gen=9
IoT 2,69,t_gen=2
IoT 3,62,t_gen=20
IoT 4,158,t_gen=11
IoT 5,65,t_gen=17
IoT 6,47,t_gen=2
IoT 7,184,t_gen=6
IoT 8,69,t_gen=2
IoT 9,16,t_gen=20
IoT 10,190,t_gen=0
IoT 11,186,t_gen=2
IoT 12,76,t_gen=10
IoT 13,171,t_gen=19
IoT 14,109,t_gen=10
IoT 15,151,t_gen=18
IoT 16,70,t_gen=1
IoT 17,104,t_gen=15
IoT 18,66,t_gen=5
IoT 19,163,t_gen=6
IoT 20,71,t_gen=15
IoT 21,54,t_gen=17
IoT 22,82,t_gen=4
IoT 23,32,t_gen=17
IoT 24,66,t_gen=5
IoT 25,37,t_gen=12
IoT 26,21,t_gen=15
IoT 27,168,t_gen=20
IoT 28,93,t_gen=18
IoT 29,74,t_gen=12
IoT 30,23,t_gen=13
IoT 31,153,t_gen=16
IoT 32,74,t_gen=12
IoT 33,32,t_gen=17
IoT 34,163,t_gen=6
IoT 35,188,t_gen=2
IoT 36,170,t_gen=20
IoT 37,80,t_gen=6
IoT 38,97,t_gen=14
IoT 39,30,t_gen=19
IoT 40,38,t_gen=20
IoT 41,34,t_gen=15
IoT 42,179,t_gen=11
IoT 43,79,t_gen=18
IoT 44,16,t_gen=20
IoT 45,67,t_gen=4
IoT 46,71,t_gen=11
IoT 47,63,t_gen=19
IoT 48,70,t_gen=1
IoT 49,49,t_gen=0
IoT 50,167,t_gen=2

105,0.025578,219,85.26,1.0,5132.329668817174,0,105.80356669425964
Individual AoIs for Seed,105
IoT 1,80,t_gen=11
IoT 2,29,t_gen=3
IoT 3,86,t_gen=5
IoT 4,78,t_gen=14
IoT 5,95,t_gen=7
IoT 6,44,t_gen=9
IoT 7,121,t_gen=16
IoT 8,43,t_gen=10
IoT 9,89,t_gen=3
IoT 10,27,t_gen=5
IoT 11,125,t_gen=12
IoT 12,119,t_gen=18
IoT 13,73,t_gen=19
IoT 14,76,t_gen=16
IoT 15,40,t_gen=13
IoT 16,15,t_gen=18
IoT 17,76,t_gen=15
IoT 18,81,t_gen=11
IoT 19,92,t_gen=0
IoT 20,34,t_gen=19
IoT 21,84,t_gen=13
IoT 22,74,t_gen=5
IoT 23,71,t_gen=20
IoT 24,206,t_gen=9
IoT 25,80,t_gen=11
IoT 26,219,t_gen=3
IoT 27,134,t_gen=5
IoT 28,40,t_gen=2
IoT 29,85,t_gen=6
IoT 30,80,t_gen=11
IoT 31,16,t_gen=16
IoT 32,140,t_gen=8
IoT 33,75,t_gen=16
IoT 34,139,t_gen=0
IoT 35,98,t_gen=4
IoT 36,138,t_gen=1
IoT 37,92,t_gen=10
IoT 38,81,t_gen=11
IoT 39,81,t_gen=10
IoT 40,50,t_gen=3
IoT 41,89,t_gen=2
IoT 42,47,t_gen=6
IoT 43,52,t_gen=1
IoT 44,51,t_gen=2
IoT 45,94,t_gen=14
IoT 46,74,t_gen=5
IoT 47,87,t_gen=4
IoT 48,143,t_gen=5
IoT 49,91,t_gen=0
IoT 50,129,t_gen=19

49,0.026184,176,87.28,1.0,5329.612009842696,0,120.54660987854004
Individual AoIs for Seed,49
IoT 1,117,t_gen=4
IoT 2,153,t_gen=17
IoT 3,102,t_gen=19
IoT 4,42,t_gen=0
IoT 5,29,t_gen=13
IoT 6,122,t_gen=11
IoT 7,29,t_gen=19
IoT 8,104,t_gen=17
IoT 9,70,t_gen=2
IoT 10,55,t_gen=17
IoT 11,65,t_gen=7
IoT 12,53,t_gen=19
IoT 13,121,t_gen=12
IoT 14,104,t_gen=17
IoT 15,21,t_gen=0
IoT 16,33,t_gen=9
IoT 17,101,t_gen=11
IoT 18,160,t_gen=10
IoT 19,59,t_gen=13
IoT 20,64,t_gen=8
IoT 21,118,t_gen=3
IoT 22,58,t_gen=14
IoT 23,176,t_gen=19
IoT 24,14,t_gen=7
IoT 25,121,t_gen=0
IoT 26,130,t_gen=3
IoT 27,128,t_gen=5
IoT 28,120,t_gen=13
IoT 29,10,t_gen=11
IoT 30,117,t_gen=16
IoT 31,69,t_gen=3
IoT 32,54,t_gen=18
IoT 33,6,t_gen=19
IoT 34,87,t_gen=10
IoT 35,120,t_gen=13
IoT 36,113,t_gen=20
IoT 37,114,t_gen=7
IoT 38,40,t_gen=2
IoT 39,136,t_gen=17
IoT 40,72,t_gen=16
IoT 41,35,t_gen=7
IoT 42,155,t_gen=15
IoT 43,121,t_gen=12
IoT 44,114,t_gen=7
IoT 45,114,t_gen=19
IoT 46,127,t_gen=6
IoT 47,79,t_gen=3
IoT 48,29,t_gen=13
IoT 49,125,t_gen=8
IoT 50,58,t_gen=14

110,0.027989999999999998,192,93.3,1.0,5242.671056284237,0,128.21920943260193
Individual AoIs for Seed,110
IoT 1,25,t_gen=13
IoT 2,162,t_gen=3
IoT 3,185,t_gen=4
IoT 4,47,t_gen=13
IoT 5,182,t_gen=7
IoT 6,52,t_gen=16
IoT 7,108,t_gen=17
IoT 8,121,t_gen=4
IoT 9,61,t_gen=7
IoT 10,123,t_gen=2
IoT 11,66,t_gen=5
IoT 12,60,t_gen=8
IoT 13,30,t_gen=8
IoT 14,26,t_gen=12
IoT 15,54,t_gen=14
IoT 16,52,t_gen=16
IoT 17,56,t_gen=12
IoT 18,155,t_gen=10
IoT 19,58,t_gen=2
IoT 20,33,t_gen=5
IoT 21,38,t_gen=0
IoT 22,121,t_gen=4
IoT 23,43,t_gen=17
IoT 24,188,t_gen=1
IoT 25,149,t_gen=16
IoT 26,59,t_gen=1
IoT 27,192,t_gen=1
IoT 28,66,t_gen=2
IoT 29,190,t_gen=3
IoT 30,50,t_gen=10
IoT 31,181,t_gen=12
IoT 32,105,t_gen=20
IoT 33,160,t_gen=5
IoT 34,146,t_gen=19
IoT 35,150,t_gen=15
IoT 36,56,t_gen=12
IoT 37,89,t_gen=3
IoT 38,48,t_gen=12
IoT 39,67,t_gen=1
IoT 40,61,t_gen=7
IoT 41,49,t_gen=19
IoT 42,48,t_gen=12
IoT 43,55,t_gen=5
IoT 44,123,t_gen=2
IoT 45,89,t_gen=10
IoT 46,56,t_gen=16
IoT 47,74,t_gen=6
IoT 48,108,t_gen=17
IoT 49,154,t_gen=11
IoT 50,94,t_gen=5

Final Averages
avg_fitness,0.026099999999999995
avg_peak_aoi,202.8
avg_avg_aoi,86.99999999999997
avg_coverage,1.0
avg_total_dist,5413.438886033181
avg_unserved,0.0
avg_runtime,132.5536811351776
