Scenario Information
Number of IoT Nodes,40
Number of UAVs,4
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.022455,169,74.85,1.0,6134.914181659358,0,92.40199995040894
Individual AoIs for Seed,42
IoT 1,70,t_gen=6
IoT 2,63,t_gen=17
IoT 3,63,t_gen=17
IoT 4,72,t_gen=8
IoT 5,109,t_gen=5
IoT 6,110,t_gen=4
IoT 7,77,t_gen=3
IoT 8,69,t_gen=11
IoT 9,52,t_gen=14
IoT 10,54,t_gen=12
IoT 11,60,t_gen=20
IoT 12,48,t_gen=18
IoT 13,69,t_gen=7
IoT 14,59,t_gen=7
IoT 15,100,t_gen=14
IoT 16,65,t_gen=11
IoT 17,60,t_gen=20
IoT 18,143,t_gen=17
IoT 19,1,t_gen=12
IoT 20,55,t_gen=17
IoT 21,75,t_gen=1
IoT 22,66,t_gen=10
IoT 23,58,t_gen=18
IoT 24,52,t_gen=20
IoT 25,46,t_gen=20
IoT 26,83,t_gen=7
IoT 27,53,t_gen=18
IoT 28,69,t_gen=11
IoT 29,56,t_gen=16
IoT 30,69,t_gen=3
IoT 31,67,t_gen=13
IoT 32,57,t_gen=19
IoT 33,103,t_gen=17
IoT 34,169,t_gen=3
IoT 35,58,t_gen=8
IoT 36,63,t_gen=9
IoT 37,72,t_gen=8
IoT 38,156,t_gen=16
IoT 39,57,t_gen=9
IoT 40,166,t_gen=6

50,0.019155000000000002,149,63.85,1.0,5533.531209362185,0,111.02059412002563
Individual AoIs for Seed,50
IoT 1,46,t_gen=4
IoT 2,31,t_gen=11
IoT 3,32,t_gen=10
IoT 4,30,t_gen=13
IoT 5,41,t_gen=2
IoT 6,23,t_gen=20
IoT 7,40,t_gen=10
IoT 8,48,t_gen=3
IoT 9,45,t_gen=18
IoT 10,36,t_gen=6
IoT 11,141,t_gen=19
IoT 12,40,t_gen=3
IoT 13,126,t_gen=17
IoT 14,26,t_gen=17
IoT 15,97,t_gen=18
IoT 16,149,t_gen=11
IoT 17,39,t_gen=11
IoT 18,117,t_gen=13
IoT 19,64,t_gen=20
IoT 20,36,t_gen=7
IoT 21,47,t_gen=4
IoT 22,41,t_gen=10
IoT 23,99,t_gen=2
IoT 24,76,t_gen=8
IoT 25,37,t_gen=13
IoT 26,128,t_gen=2
IoT 27,101,t_gen=0
IoT 28,112,t_gen=18
IoT 29,40,t_gen=11
IoT 30,115,t_gen=15
IoT 31,36,t_gen=6
IoT 32,48,t_gen=2
IoT 33,38,t_gen=4
IoT 34,90,t_gen=11
IoT 35,123,t_gen=7
IoT 36,75,t_gen=9
IoT 37,35,t_gen=15
IoT 38,44,t_gen=4
IoT 39,23,t_gen=19
IoT 40,39,t_gen=12

55,0.0174375,169,58.125,1.0,5838.829671906608,0,75.07466530799866
Individual AoIs for Seed,55
IoT 1,38,t_gen=15
IoT 2,66,t_gen=12
IoT 3,58,t_gen=17
IoT 4,38,t_gen=8
IoT 5,26,t_gen=0
IoT 6,52,t_gen=1
IoT 7,26,t_gen=20
IoT 8,130,t_gen=6
IoT 9,50,t_gen=0
IoT 10,3,t_gen=9
IoT 11,46,t_gen=7
IoT 12,51,t_gen=7
IoT 13,40,t_gen=6
