Scenario Information
Number of IoT Nodes,40
Number of UAVs,4
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.022455,169,74.85,1.0,6134.914181659358,0,92.40199995040894
Individual AoIs for Seed,42
IoT 14,33,t_gen=13
IoT 15,99,t_gen=3
IoT 16,51,t_gen=2
IoT 17,54,t_gen=8
IoT 18,24,t_gen=2
IoT 19,38,t_gen=15
IoT 20,41,t_gen=17
IoT 21,34,t_gen=12
IoT 22,73,t_gen=5
IoT 23,39,t_gen=7
IoT 24,94,t_gen=11
IoT 25,169,t_gen=11
IoT 26,57,t_gen=1
IoT 27,34,t_gen=15
IoT 28,62,t_gen=16
IoT 29,43,t_gen=6
IoT 30,48,t_gen=5
IoT 31,47,t_gen=11
IoT 32,53,t_gen=0
IoT 33,43,t_gen=3
IoT 34,87,t_gen=15
IoT 35,49,t_gen=3
IoT 36,62,t_gen=6
IoT 37,116,t_gen=20
IoT 38,3,t_gen=15
IoT 39,92,t_gen=13
IoT 40,156,t_gen=2

60,0.021637499999999997,169,72.125,1.0,5645.186576750589,0,84.30009746551514
Individual AoIs for Seed,60
IoT 1,120,t_gen=5
IoT 2,122,t_gen=20
IoT 3,120,t_gen=5
IoT 4,62,t_gen=4
IoT 5,48,t_gen=18
IoT 6,47,t_gen=9
IoT 7,49,t_gen=7
IoT 8,58,t_gen=8
IoT 9,58,t_gen=8
IoT 10,65,t_gen=6
IoT 11,68,t_gen=16
IoT 12,59,t_gen=12
IoT 13,63,t_gen=3
IoT 14,54,t_gen=2
IoT 15,46,t_gen=10
IoT 16,72,t_gen=12
IoT 17,79,t_gen=5
IoT 18,42,t_gen=14
IoT 19,107,t_gen=18
IoT 20,169,t_gen=8
IoT 21,64,t_gen=7
IoT 22,112,t_gen=13
IoT 23,56,t_gen=0
IoT 24,70,t_gen=1
IoT 25,78,t_gen=6
IoT 26,58,t_gen=13
IoT 27,64,t_gen=7
IoT 28,61,t_gen=10
IoT 29,4,t_gen=7
IoT 30,41,t_gen=15
IoT 31,64,t_gen=7
IoT 32,54,t_gen=17
IoT 33,104,t_gen=16
IoT 34,83,t_gen=1
IoT 35,50,t_gen=6
IoT 36,78,t_gen=6
IoT 37,67,t_gen=4
IoT 38,128,t_gen=14
IoT 39,64,t_gen=7
IoT 40,77,t_gen=7

65,0.018,210,60.0,1.0,6050.393142661727,0,64.6505057811737
Individual AoIs for Seed,65
IoT 1,73,t_gen=17
IoT 2,141,t_gen=15
IoT 3,87,t_gen=3
IoT 4,31,t_gen=4
IoT 5,30,t_gen=4
IoT 6,70,t_gen=20
IoT 7,17,t_gen=20
IoT 8,58,t_gen=1
IoT 9,24,t_gen=10
IoT 10,51,t_gen=8
IoT 11,154,t_gen=2
IoT 12,35,t_gen=0
IoT 13,138,t_gen=18
IoT 14,28,t_gen=4
IoT 15,64,t_gen=10
IoT 16,26,t_gen=11
IoT 17,70,t_gen=20
IoT 18,26,t_gen=2
IoT 19,50,t_gen=5
IoT 20,26,t_gen=2
IoT 21,17,t_gen=18
IoT 22,57,t_gen=17
IoT 23,161,t_gen=20
IoT 24,90,t_gen=5
IoT 25,210,t_gen=15
IoT 26,18,t_gen=16
IoT 27,30,t_gen=4
IoT 28,18,t_gen=17
IoT 29,92,t_gen=16
IoT 30,39,t_gen=1
IoT 31,22,t_gen=6
IoT 32,26,t_gen=9
IoT 33,31,t_gen=4
IoT 34,58,t_gen=16
IoT 35,76,t_gen=19
IoT 36,38,t_gen=8
IoT 37,18,t_gen=19
IoT 38,22,t_gen=8
IoT 39,27,t_gen=10
IoT 40,151,t_gen=5

85,0.0201525,189,67.175,1.0,5935.88456883244,0,59.68743014335632
Individual AoIs for Seed,85
IoT 1,41,t_gen=17
IoT 2,81,t_gen=18
IoT 3,45,t_gen=13
IoT 4,33,t_gen=2
IoT 5,68,t_gen=14
IoT 6,51,t_gen=7
IoT 7,181,t_gen=13
IoT 8,48,t_gen=5
IoT 9,91,t_gen=16
IoT 10,103,t_gen=7
IoT 11,5,t_gen=10
IoT 12,57,t_gen=1
IoT 13,26,t_gen=5
IoT 14,60,t_gen=5
IoT 15,189,t_gen=5
IoT 16,39,t_gen=14
IoT 17,23,t_gen=8
IoT 18,101,t_gen=20
IoT 19,93,t_gen=17
IoT 20,49,t_gen=4
IoT 21,98,t_gen=9
IoT 22,91,t_gen=8
IoT 23,24,t_gen=2
IoT 24,54,t_gen=4
IoT 25,91,t_gen=19
IoT 26,72,t_gen=13
IoT 27,80,t_gen=19
IoT 28,97,t_gen=13
IoT 29,51,t_gen=7
IoT 30,71,t_gen=11
IoT 31,43,t_gen=15
IoT 32,94,t_gen=5
IoT 33,43,t_gen=10
IoT 34,25,t_gen=6
IoT 35,34,t_gen=19
IoT 36,54,t_gen=4
IoT 37,97,t_gen=2
IoT 38,23,t_gen=8
IoT 39,110,t_gen=0
IoT 40,51,t_gen=2

90,0.01884,208,62.8,1.0,5252.872466408898,0,61.49157381057739
Individual AoIs for Seed,90
IoT 1,36,t_gen=8
IoT 2,70,t_gen=4
IoT 3,29,t_gen=12
IoT 4,60,t_gen=4
IoT 5,47,t_gen=1
IoT 6,208,t_gen=16
IoT 7,38,t_gen=3
IoT 8,64,t_gen=0
IoT 9,59,t_gen=5
IoT 10,110,t_gen=17
IoT 11,31,t_gen=2
IoT 12,20,t_gen=10
IoT 13,4,t_gen=19
IoT 14,64,t_gen=10
IoT 15,93,t_gen=18
IoT 16,75,t_gen=1
IoT 17,59,t_gen=15
IoT 18,79,t_gen=5
IoT 19,121,t_gen=6
IoT 20,49,t_gen=15
IoT 21,47,t_gen=17
IoT 22,107,t_gen=4
IoT 23,27,t_gen=17
IoT 24,36,t_gen=5
IoT 25,32,t_gen=12
IoT 26,84,t_gen=15
IoT 27,107,t_gen=20
IoT 28,37,t_gen=18
IoT 29,16,t_gen=12
IoT 30,108,t_gen=13
IoT 31,111,t_gen=16
IoT 32,52,t_gen=12
IoT 33,27,t_gen=17
IoT 34,121,t_gen=6
IoT 35,62,t_gen=2
IoT 36,21,t_gen=20
IoT 37,93,t_gen=6
IoT 38,50,t_gen=14
IoT 39,25,t_gen=19
IoT 40,33,t_gen=20

105,0.01848,144,61.6,1.0,5077.541299126983,0,61.399462938308716
Individual AoIs for Seed,105
IoT 1,26,t_gen=4
IoT 2,105,t_gen=5
IoT 3,96,t_gen=14
IoT 4,64,t_gen=7
IoT 5,46,t_gen=9
IoT 6,94,t_gen=16
IoT 7,45,t_gen=10
IoT 8,48,t_gen=3
IoT 9,27,t_gen=5
IoT 10,144,t_gen=12
IoT 11,92,t_gen=18
IoT 12,78,t_gen=19
IoT 13,50,t_gen=16
IoT 14,42,t_gen=13
IoT 15,15,t_gen=18
IoT 16,94,t_gen=15
IoT 17,99,t_gen=11
IoT 18,51,t_gen=0
IoT 19,36,t_gen=19
IoT 20,102,t_gen=13
IoT 21,46,t_gen=5
IoT 22,35,t_gen=20
IoT 23,101,t_gen=9
IoT 24,12,t_gen=11
IoT 25,52,t_gen=3
IoT 26,92,t_gen=5
IoT 27,45,t_gen=2
IoT 28,17,t_gen=6
IoT 29,12,t_gen=11
IoT 30,14,t_gen=16
IoT 31,102,t_gen=8
IoT 32,57,t_gen=16
IoT 33,66,t_gen=0
IoT 34,67,t_gen=4
IoT 35,50,t_gen=1
IoT 36,56,t_gen=10
IoT 37,86,t_gen=11
IoT 38,63,t_gen=10
IoT 39,63,t_gen=3
IoT 40,74,t_gen=2

49,0.018082499999999998,148,60.275,1.0,5186.968306577716,0,59.90981841087341
Individual AoIs for Seed,49
IoT 1,2,t_gen=20
IoT 2,29,t_gen=19
IoT 3,88,t_gen=0
IoT 4,20,t_gen=13
IoT 5,72,t_gen=11
IoT 6,61,t_gen=19
IoT 7,76,t_gen=17
IoT 8,46,t_gen=2
IoT 9,66,t_gen=17
IoT 10,76,t_gen=7
IoT 11,61,t_gen=19
IoT 12,68,t_gen=12
IoT 13,76,t_gen=17
IoT 14,20,t_gen=0
IoT 15,24,t_gen=9
IoT 16,82,t_gen=11
IoT 17,148,t_gen=10
IoT 18,35,t_gen=13
IoT 19,85,t_gen=8
IoT 20,90,t_gen=3
IoT 21,34,t_gen=14
IoT 22,74,t_gen=19
IoT 23,13,t_gen=7
IoT 24,93,t_gen=0
IoT 25,80,t_gen=3
IoT 26,88,t_gen=5
IoT 27,80,t_gen=13
IoT 28,9,t_gen=11
IoT 29,64,t_gen=16
IoT 30,80,t_gen=3
IoT 31,30,t_gen=18
IoT 32,75,t_gen=19
IoT 33,92,t_gen=10
IoT 34,35,t_gen=13
IoT 35,60,t_gen=20
IoT 36,143,t_gen=7
IoT 37,31,t_gen=2
IoT 38,16,t_gen=17
IoT 39,63,t_gen=16
IoT 40,26,t_gen=7

110,0.0198825,153,66.275,1.0,5685.122569481604,0,60.98490262031555
Individual AoIs for Seed,110
IoT 1,79,t_gen=1
IoT 2,124,t_gen=2
IoT 3,52,t_gen=16
IoT 4,31,t_gen=7
IoT 5,64,t_gen=16
IoT 6,51,t_gen=17
IoT 7,34,t_gen=4
IoT 8,73,t_gen=7
IoT 9,78,t_gen=2
IoT 10,55,t_gen=5
IoT 11,72,t_gen=8
IoT 12,20,t_gen=8
IoT 13,16,t_gen=12
IoT 14,112,t_gen=14
IoT 15,147,t_gen=16
IoT 16,55,t_gen=12
IoT 17,153,t_gen=10
IoT 18,36,t_gen=2
IoT 19,73,t_gen=5
IoT 20,28,t_gen=0
IoT 21,64,t_gen=4
IoT 22,109,t_gen=17
IoT 23,37,t_gen=1
IoT 24,44,t_gen=16
IoT 25,27,t_gen=1
IoT 26,37,t_gen=1
IoT 27,66,t_gen=2
IoT 28,57,t_gen=3
IoT 29,58,t_gen=10
IoT 30,153,t_gen=12
IoT 31,40,t_gen=20
IoT 32,55,t_gen=5
IoT 33,41,t_gen=19
IoT 34,23,t_gen=15
IoT 35,68,t_gen=12
IoT 36,65,t_gen=3
IoT 37,56,t_gen=12
IoT 38,130,t_gen=1
IoT 39,119,t_gen=7
IoT 40,49,t_gen=19

Final Averages
avg_fitness,0.01941225
avg_peak_aoi,170.8
avg_avg_aoi,64.7075
avg_coverage,1.0
avg_total_dist,5634.1243992768095
avg_unserved,0.0
avg_runtime,73.09210505485535
