Scenario Information
Number of IoT Nodes,30
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.04398,185,73.3,1.0,4991.236365169804,0,105.26978302001953
Individual AoIs for Seed,42
IoT 23,78,t_gen=9
IoT 24,30,t_gen=11
IoT 25,36,t_gen=3
IoT 26,79,t_gen=5
IoT 27,111,t_gen=2
IoT 28,33,t_gen=6
IoT 29,28,t_gen=11
IoT 30,14,t_gen=16

49,0.03933999999999999,154,65.56666666666666,1.0,4365.131398852931,0,58.799468755722046
Individual AoIs for Seed,49
IoT 1,59,t_gen=20
IoT 2,11,t_gen=19
IoT 3,53,t_gen=0
IoT 4,17,t_gen=13
IoT 5,68,t_gen=11
IoT 6,26,t_gen=19
IoT 7,62,t_gen=17
IoT 8,77,t_gen=2
IoT 9,62,t_gen=17
IoT 10,72,t_gen=7
IoT 11,60,t_gen=19
IoT 12,67,t_gen=12
IoT 13,62,t_gen=17
IoT 14,20,t_gen=0
IoT 15,21,t_gen=9
IoT 16,13,t_gen=11
IoT 17,132,t_gen=10
IoT 18,129,t_gen=13
IoT 19,71,t_gen=8
IoT 20,76,t_gen=3
IoT 21,65,t_gen=14
IoT 22,134,t_gen=19
IoT 23,13,t_gen=7
IoT 24,142,t_gen=0
IoT 25,76,t_gen=3
IoT 26,74,t_gen=5
IoT 27,66,t_gen=13
IoT 28,9,t_gen=11
IoT 29,154,t_gen=16
IoT 30,76,t_gen=3

110,0.038380000000000004,143,63.96666666666667,1.0,3715.57081977046,0,66.82384204864502
Individual AoIs for Seed,110
IoT 1,59,t_gen=1
IoT 2,70,t_gen=2
IoT 3,56,t_gen=16
IoT 4,115,t_gen=7
IoT 5,56,t_gen=16
IoT 6,55,t_gen=17
IoT 7,58,t_gen=4
IoT 8,65,t_gen=7
IoT 9,98,t_gen=2
IoT 10,40,t_gen=5
IoT 11,92,t_gen=8
IoT 12,20,t_gen=8
IoT 13,16,t_gen=12
IoT 14,58,t_gen=14
IoT 15,44,t_gen=16
IoT 16,60,t_gen=12
IoT 17,50,t_gen=10
IoT 18,98,t_gen=2
IoT 19,32,t_gen=5
IoT 20,28,t_gen=0
IoT 21,96,t_gen=4
IoT 22,11,t_gen=17
IoT 23,121,t_gen=1
IoT 24,143,t_gen=16
IoT 25,32,t_gen=1
IoT 26,121,t_gen=1
IoT 27,58,t_gen=2
IoT 28,57,t_gen=3
IoT 29,62,t_gen=10
IoT 30,48,t_gen=12

Final Averages
avg_fitness,0.038442
avg_peak_aoi,155.3
avg_avg_aoi,64.07000000000001
avg_coverage,1.0
avg_total_dist,4162.512527591754
avg_unserved,0.0
avg_runtime,76.5745245218277
