Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.053916,229,89.86,1.0,5835.249158176497,0,212.28084087371826
Individual AoIs for Seed,42
IoT 16,76,t_gen=12
IoT 17,114,t_gen=5
IoT 18,51,t_gen=14
IoT 19,132,t_gen=18
IoT 20,80,t_gen=8
IoT 21,54,t_gen=7
IoT 22,48,t_gen=13
IoT 23,103,t_gen=0
IoT 24,87,t_gen=1
IoT 25,111,t_gen=6
IoT 26,48,t_gen=13
IoT 27,54,t_gen=7
IoT 28,78,t_gen=10
IoT 29,163,t_gen=7
IoT 30,32,t_gen=15
IoT 31,54,t_gen=7
IoT 32,44,t_gen=17
IoT 33,134,t_gen=16
IoT 34,169,t_gen=1
IoT 35,97,t_gen=6
IoT 36,113,t_gen=6
IoT 37,84,t_gen=4
IoT 38,74,t_gen=14
IoT 39,54,t_gen=7
IoT 40,112,t_gen=7
IoT 41,113,t_gen=20
IoT 42,39,t_gen=17
IoT 43,43,t_gen=18
IoT 44,89,t_gen=14
IoT 45,114,t_gen=5
IoT 46,149,t_gen=1
IoT 47,123,t_gen=4
IoT 48,147,t_gen=3
IoT 49,31,t_gen=16
IoT 50,112,t_gen=5

65,0.047832,189,79.72,1.0,5371.219976056911,0,189.39083862304688
Individual AoIs for Seed,65
IoT 1,134,t_gen=17
IoT 2,81,t_gen=15
IoT 3,148,t_gen=3
IoT 4,40,t_gen=4
IoT 5,128,t_gen=4
IoT 6,59,t_gen=20
IoT 7,103,t_gen=20
IoT 8,43,t_gen=1
IoT 9,77,t_gen=10
IoT 10,52,t_gen=8
IoT 11,42,t_gen=2
IoT 12,187,t_gen=0
IoT 13,169,t_gen=18
IoT 14,28,t_gen=4
IoT 15,77,t_gen=10
IoT 16,49,t_gen=11
IoT 17,24,t_gen=20
IoT 18,26,t_gen=2
IoT 19,39,t_gen=5
IoT 20,26,t_gen=2
IoT 21,81,t_gen=18
IoT 22,70,t_gen=17
IoT 23,184,t_gen=20
IoT 24,146,t_gen=5
IoT 25,189,t_gen=15
IoT 26,147,t_gen=16
IoT 27,128,t_gen=4
IoT 28,18,t_gen=17
IoT 29,44,t_gen=16
IoT 30,39,t_gen=1
IoT 31,22,t_gen=6
IoT 32,35,t_gen=9
IoT 33,183,t_gen=4
IoT 34,71,t_gen=16
IoT 35,77,t_gen=19
IoT 36,78,t_gen=8
IoT 37,41,t_gen=19
IoT 38,22,t_gen=8
IoT 39,50,t_gen=10
IoT 40,91,t_gen=5
IoT 41,43,t_gen=17
IoT 42,52,t_gen=8
IoT 43,69,t_gen=18
IoT 44,33,t_gen=13
IoT 45,49,t_gen=11
IoT 46,79,t_gen=8
IoT 47,45,t_gen=15
IoT 48,172,t_gen=15
IoT 49,117,t_gen=15
IoT 50,79,t_gen=8

85,0.048827999999999996,192,81.38,1.0,5349.564122200416,0,154.4675498008728
Individual AoIs for Seed,85
IoT 1,158,t_gen=17
IoT 2,90,t_gen=18
IoT 3,95,t_gen=13
IoT 4,90,t_gen=2
IoT 5,161,t_gen=14
IoT 6,57,t_gen=7
IoT 7,192,t_gen=13
IoT 8,170,t_gen=5
IoT 9,49,t_gen=16
IoT 10,145,t_gen=7
IoT 11,15,t_gen=10
IoT 12,107,t_gen=1
IoT 13,36,t_gen=5
IoT 14,59,t_gen=5
IoT 15,170,t_gen=5
IoT 16,50,t_gen=14
IoT 17,32,t_gen=8
IoT 18,95,t_gen=20
IoT 19,47,t_gen=17
IoT 20,60,t_gen=4
IoT 21,6,t_gen=9
IoT 22,167,t_gen=8
IoT 23,40,t_gen=2
IoT 24,104,t_gen=4
IoT 25,45,t_gen=19
IoT 26,53,t_gen=13
IoT 27,98,t_gen=19
IoT 28,192,t_gen=13
IoT 29,57,t_gen=7
IoT 30,62,t_gen=11
IoT 31,93,t_gen=15
IoT 32,103,t_gen=5
IoT 33,30,t_gen=10
IoT 34,34,t_gen=6
IoT 35,156,t_gen=19
IoT 36,104,t_gen=4
IoT 37,62,t_gen=2
IoT 38,32,t_gen=8
IoT 39,175,t_gen=0
IoT 40,62,t_gen=2
IoT 41,63,t_gen=1
IoT 42,28,t_gen=12
IoT 43,78,t_gen=4
IoT 44,70,t_gen=9
IoT 45,25,t_gen=7
IoT 46,30,t_gen=10
IoT 47,64,t_gen=1
IoT 48,33,t_gen=7
IoT 49,32,t_gen=8
IoT 50,93,t_gen=15

90,0.048527999999999995,206,80.88,1.0,5527.594346349681,0,149.91119599342346
Individual AoIs for Seed,90
IoT 1,62,t_gen=8
IoT 2,187,t_gen=4
IoT 3,39,t_gen=12
IoT 4,47,t_gen=4
IoT 5,46,t_gen=1
IoT 6,54,t_gen=16
IoT 7,48,t_gen=3
IoT 8,152,t_gen=0
IoT 9,40,t_gen=5
IoT 10,174,t_gen=17
IoT 11,55,t_gen=2
IoT 12,50,t_gen=10
IoT 13,51,t_gen=19
IoT 14,35,t_gen=10
IoT 15,76,t_gen=18
IoT 16,93,t_gen=1
IoT 17,30,t_gen=15
IoT 18,139,t_gen=5
IoT 19,116,t_gen=6
IoT 20,36,t_gen=15
IoT 21,34,t_gen=17
IoT 22,118,t_gen=4
IoT 23,53,t_gen=17
IoT 24,46,t_gen=5
IoT 25,49,t_gen=12
IoT 26,137,t_gen=15
IoT 27,102,t_gen=20
IoT 28,35,t_gen=18
IoT 29,50,t_gen=12
IoT 30,95,t_gen=13
IoT 31,175,t_gen=16
IoT 32,33,t_gen=12
IoT 33,53,t_gen=17
IoT 34,116,t_gen=6
IoT 35,49,t_gen=2
IoT 36,35,t_gen=20
IoT 37,39,t_gen=6
IoT 38,94,t_gen=14
IoT 39,51,t_gen=19
IoT 40,49,t_gen=20
IoT 41,206,t_gen=15
IoT 42,97,t_gen=11
IoT 43,155,t_gen=18
IoT 44,63,t_gen=20
IoT 45,148,t_gen=4
IoT 46,59,t_gen=11
IoT 47,51,t_gen=19
IoT 48,184,t_gen=1
IoT 49,70,t_gen=0
IoT 50,68,t_gen=2

105,0.048624,193,81.04,1.0,5561.038149562865,0,142.77531933784485
Individual AoIs for Seed,105
IoT 1,13,t_gen=4
IoT 2,190,t_gen=5
IoT 3,94,t_gen=14
IoT 4,153,t_gen=7
IoT 5,41,t_gen=9
IoT 6,147,t_gen=16
IoT 7,40,t_gen=10
IoT 8,105,t_gen=3
IoT 9,14,t_gen=5
IoT 10,143,t_gen=12
IoT 11,137,t_gen=18
IoT 12,89,t_gen=19
IoT 13,48,t_gen=16
IoT 14,37,t_gen=13
IoT 15,2,t_gen=18
IoT 16,74,t_gen=15
IoT 17,54,t_gen=11
IoT 18,108,t_gen=0
IoT 19,31,t_gen=19
IoT 20,56,t_gen=13
IoT 21,110,t_gen=5
IoT 22,135,t_gen=20
IoT 23,186,t_gen=9
IoT 24,17,t_gen=11
IoT 25,47,t_gen=3
IoT 26,103,t_gen=5
IoT 27,31,t_gen=2
IoT 28,16,t_gen=6
IoT 29,11,t_gen=11
IoT 30,190,t_gen=16
IoT 31,152,t_gen=8
IoT 32,6,t_gen=16
IoT 33,64,t_gen=0
IoT 34,151,t_gen=4
IoT 35,107,t_gen=1
IoT 36,54,t_gen=10
IoT 37,97,t_gen=11
IoT 38,79,t_gen=10
IoT 39,62,t_gen=3
IoT 40,193,t_gen=2
IoT 41,44,t_gen=6
IoT 42,49,t_gen=1
IoT 43,63,t_gen=2
IoT 44,50,t_gen=14
IoT 45,22,t_gen=5
IoT 46,85,t_gen=4
IoT 47,110,t_gen=5
IoT 48,89,t_gen=0
IoT 49,20,t_gen=19
IoT 50,133,t_gen=2

49,0.053604,226,89.34,1.0,5221.844985964628,0,150.56440329551697
Individual AoIs for Seed,49
IoT 1,2,t_gen=20
IoT 2,23,t_gen=19
IoT 3,117,t_gen=0
IoT 4,29,t_gen=13
IoT 5,140,t_gen=11
IoT 6,41,t_gen=19
IoT 7,78,t_gen=17
IoT 8,93,t_gen=2
IoT 9,83,t_gen=17
IoT 10,144,t_gen=7
IoT 11,81,t_gen=19
IoT 12,83,t_gen=12
IoT 13,78,t_gen=17
IoT 14,20,t_gen=0
IoT 15,33,t_gen=9
IoT 16,84,t_gen=11
IoT 17,147,t_gen=10
IoT 18,82,t_gen=13
IoT 19,143,t_gen=8
IoT 20,92,t_gen=3
IoT 21,81,t_gen=14
IoT 22,132,t_gen=19
IoT 23,13,t_gen=7
IoT 24,151,t_gen=0
IoT 25,148,t_gen=3
IoT 26,146,t_gen=5
IoT 27,82,t_gen=13
IoT 28,9,t_gen=11
IoT 29,135,t_gen=16
IoT 30,92,t_gen=3
IoT 31,77,t_gen=18
IoT 32,6,t_gen=19
IoT 33,29,t_gen=10
IoT 34,133,t_gen=13
IoT 35,131,t_gen=20
IoT 36,88,t_gen=7
IoT 37,40,t_gen=2
IoT 38,83,t_gen=17
IoT 39,34,t_gen=16
IoT 40,35,t_gen=7
IoT 41,142,t_gen=15
IoT 42,134,t_gen=12
IoT 43,88,t_gen=7
IoT 44,132,t_gen=19
IoT 45,226,t_gen=6
IoT 46,41,t_gen=3
IoT 47,29,t_gen=13
IoT 48,143,t_gen=8
IoT 49,143,t_gen=14
IoT 50,151,t_gen=0

110,0.05082,220,84.7,1.0,5582.645952163075,0,137.53339004516602
Individual AoIs for Seed,110
IoT 1,35,t_gen=1
IoT 2,116,t_gen=2
IoT 3,102,t_gen=16
IoT 4,214,t_gen=7
IoT 5,102,t_gen=16
IoT 6,109,t_gen=17
IoT 7,114,t_gen=4
IoT 8,111,t_gen=7
IoT 9,34,t_gen=2
IoT 10,114,t_gen=5
IoT 11,28,t_gen=8
IoT 12,27,t_gen=8
IoT 13,23,t_gen=12
IoT 14,112,t_gen=14
IoT 15,102,t_gen=16
IoT 16,24,t_gen=12
IoT 17,67,t_gen=10
IoT 18,50,t_gen=2
IoT 19,39,t_gen=5
IoT 20,35,t_gen=0
IoT 21,32,t_gen=4
IoT 22,18,t_gen=17
IoT 23,220,t_gen=1
IoT 24,102,t_gen=16
IoT 25,39,t_gen=1
IoT 26,76,t_gen=1
IoT 27,124,t_gen=2
IoT 28,115,t_gen=3
IoT 29,116,t_gen=10
IoT 30,65,t_gen=12
IoT 31,57,t_gen=20
IoT 32,72,t_gen=5
IoT 33,58,t_gen=19
IoT 34,62,t_gen=15
IoT 35,114,t_gen=12
IoT 36,123,t_gen=3
IoT 37,114,t_gen=12
IoT 38,117,t_gen=1
IoT 39,29,t_gen=7
IoT 40,99,t_gen=19
IoT 41,117,t_gen=12
IoT 42,31,t_gen=5
IoT 43,124,t_gen=2
IoT 44,25,t_gen=10
IoT 45,82,t_gen=16
IoT 46,106,t_gen=6
IoT 47,101,t_gen=17
IoT 48,66,t_gen=11
IoT 49,79,t_gen=5
IoT 50,194,t_gen=4

Final Averages
avg_fitness,0.050971199999999994
avg_peak_aoi,206.4
avg_avg_aoi,84.95200000000001
avg_coverage,1.0
avg_total_dist,5480.184722495187
avg_unserved,0.0
avg_runtime,173.07699587345124
