Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.053916,229,89.86,1.0,5835.249158176497,0,212.28084087371826
Individual AoIs for Seed,42
IoT 1,66,t_gen=6
IoT 2,49,t_gen=17
IoT 3,49,t_gen=17
IoT 4,58,t_gen=8
IoT 5,67,t_gen=5
IoT 6,54,t_gen=4
IoT 7,63,t_gen=3
IoT 8,22,t_gen=11
IoT 9,123,t_gen=14
IoT 10,178,t_gen=12
IoT 11,219,t_gen=20
IoT 12,119,t_gen=18
IoT 13,26,t_gen=7
IoT 14,130,t_gen=7
IoT 15,44,t_gen=14
IoT 16,55,t_gen=11
IoT 17,46,t_gen=20
IoT 18,173,t_gen=17
IoT 19,7,t_gen=12
IoT 20,173,t_gen=17
IoT 21,172,t_gen=1
IoT 22,229,t_gen=10
IoT 23,54,t_gen=18
IoT 24,38,t_gen=20
IoT 25,170,t_gen=20
IoT 26,86,t_gen=7
IoT 27,54,t_gen=18
IoT 28,55,t_gen=11
IoT 29,180,t_gen=16
IoT 30,170,t_gen=3
IoT 31,20,t_gen=13
IoT 32,47,t_gen=19
IoT 33,120,t_gen=17
IoT 34,7,t_gen=3
IoT 35,58,t_gen=8
IoT 36,96,t_gen=9
IoT 37,58,t_gen=8
IoT 38,121,t_gen=16
IoT 39,128,t_gen=9
IoT 40,52,t_gen=6
IoT 41,173,t_gen=17
IoT 42,137,t_gen=0
IoT 43,90,t_gen=3
IoT 44,128,t_gen=9
IoT 45,15,t_gen=18
IoT 46,68,t_gen=15
IoT 47,120,t_gen=17
IoT 48,0,t_gen=15
IoT 49,74,t_gen=16
IoT 50,52,t_gen=6

50,0.055788000000000004,220,92.98,1.0,5722.999663212443,0,239.49108147621155
Individual AoIs for Seed,50
IoT 1,154,t_gen=4
IoT 2,31,t_gen=11
IoT 3,32,t_gen=10
IoT 4,210,t_gen=13
IoT 5,112,t_gen=2
IoT 6,138,t_gen=20
IoT 7,148,t_gen=10
IoT 8,52,t_gen=3
IoT 9,74,t_gen=18
IoT 10,55,t_gen=6
IoT 11,133,t_gen=19
IoT 12,220,t_gen=3
IoT 13,141,t_gen=17
IoT 14,42,t_gen=17
IoT 15,140,t_gen=18
IoT 16,48,t_gen=11
IoT 17,48,t_gen=11
IoT 18,42,t_gen=13
IoT 19,143,t_gen=20
IoT 20,151,t_gen=7
IoT 21,88,t_gen=4
IoT 22,45,t_gen=10
IoT 23,150,t_gen=2
IoT 24,51,t_gen=8
IoT 25,68,t_gen=13
IoT 26,57,t_gen=2
IoT 27,58,t_gen=0
IoT 28,37,t_gen=18
IoT 29,44,t_gen=11
IoT 30,44,t_gen=15
IoT 31,36,t_gen=6
IoT 32,57,t_gen=2
IoT 33,38,t_gen=4
IoT 34,141,t_gen=11
IoT 35,48,t_gen=7
IoT 36,105,t_gen=9
IoT 37,143,t_gen=15
IoT 38,50,t_gen=4
IoT 39,23,t_gen=19
IoT 40,80,t_gen=12
IoT 41,27,t_gen=15
IoT 42,45,t_gen=10
IoT 43,150,t_gen=8
IoT 44,155,t_gen=3
IoT 45,149,t_gen=9
IoT 46,150,t_gen=8
IoT 47,206,t_gen=7
IoT 48,151,t_gen=7
IoT 49,114,t_gen=7
IoT 50,25,t_gen=17

55,0.05094,187,84.9,1.0,5309.752459343947,0,179.43843173980713
Individual AoIs for Seed,55
IoT 1,81,t_gen=15
IoT 2,45,t_gen=12
IoT 3,16,t_gen=17
IoT 4,49,t_gen=8
IoT 5,187,t_gen=0
IoT 6,95,t_gen=1
IoT 7,14,t_gen=20
IoT 8,51,t_gen=6
IoT 9,34,t_gen=0
IoT 10,3,t_gen=9
IoT 11,138,t_gen=7
IoT 12,89,t_gen=7
IoT 13,28,t_gen=6
IoT 14,21,t_gen=13
IoT 15,105,t_gen=3
IoT 16,81,t_gen=2
IoT 17,13,t_gen=8
IoT 18,185,t_gen=2
IoT 19,81,t_gen=15
IoT 20,40,t_gen=17
IoT 21,59,t_gen=12
IoT 22,52,t_gen=5
IoT 23,50,t_gen=7
IoT 24,85,t_gen=11
IoT 25,148,t_gen=11
IoT 26,144,t_gen=1
IoT 27,123,t_gen=15
IoT 28,32,t_gen=16
IoT 29,77,t_gen=6
IoT 30,91,t_gen=5
IoT 31,134,t_gen=11
IoT 32,83,t_gen=0
IoT 33,156,t_gen=3
IoT 34,42,t_gen=15
IoT 35,156,t_gen=3
IoT 36,60,t_gen=6
IoT 37,139,t_gen=20
IoT 38,3,t_gen=15
IoT 39,70,t_gen=13
IoT 40,124,t_gen=2
IoT 41,45,t_gen=12
IoT 42,94,t_gen=2
IoT 43,113,t_gen=13
IoT 44,109,t_gen=17
IoT 45,75,t_gen=8
IoT 46,97,t_gen=1
IoT 47,79,t_gen=17
IoT 48,119,t_gen=7
IoT 49,143,t_gen=2
IoT 50,187,t_gen=0

60,0.050832,202,84.72,1.0,5319.938411921401,0,174.91690754890442
Individual AoIs for Seed,60
IoT 1,145,t_gen=5
IoT 2,68,t_gen=20
IoT 3,83,t_gen=5
IoT 4,99,t_gen=4
IoT 5,63,t_gen=18
IoT 6,38,t_gen=9
IoT 7,40,t_gen=7
IoT 8,53,t_gen=8
IoT 9,202,t_gen=8
IoT 10,55,t_gen=6
IoT 11,103,t_gen=16
IoT 12,35,t_gen=12
IoT 13,44,t_gen=3
IoT 14,45,t_gen=2
IoT 15,37,t_gen=10
