Scenario Information
Number of IoT Nodes,60
Number of UAVs,2
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.037075,272,123.58333333333333,1.0,5610.259912834437,0,220.26542448997498
Individual AoIs for Seed,42
IoT 38,57,t_gen=4
IoT 39,23,t_gen=19
IoT 40,117,t_gen=12
IoT 41,27,t_gen=15
IoT 42,119,t_gen=10
IoT 43,190,t_gen=8
IoT 44,239,t_gen=3
IoT 45,43,t_gen=9
IoT 46,130,t_gen=8
IoT 47,122,t_gen=7
IoT 48,235,t_gen=7
IoT 49,235,t_gen=7
IoT 50,25,t_gen=17
IoT 51,44,t_gen=8
IoT 52,129,t_gen=9
IoT 53,47,t_gen=5
IoT 54,183,t_gen=15
IoT 55,128,t_gen=1
IoT 56,193,t_gen=5
IoT 57,113,t_gen=16
IoT 58,123,t_gen=15
IoT 59,109,t_gen=20
IoT 60,181,t_gen=17

55,0.035655,290,118.85,1.0,5048.4639649559695,0,171.44083881378174
Individual AoIs for Seed,55
IoT 1,196,t_gen=15
IoT 2,61,t_gen=12
IoT 3,215,t_gen=17
IoT 4,65,t_gen=8
IoT 5,216,t_gen=0
IoT 6,117,t_gen=1
IoT 7,37,t_gen=20
IoT 8,290,t_gen=6
IoT 9,61,t_gen=0
IoT 10,123,t_gen=9
IoT 11,103,t_gen=7
IoT 12,111,t_gen=7
IoT 13,51,t_gen=6
IoT 14,44,t_gen=13
IoT 15,125,t_gen=3
IoT 16,116,t_gen=2
IoT 17,116,t_gen=8
IoT 18,165,t_gen=2
IoT 19,103,t_gen=15
IoT 20,56,t_gen=17
IoT 21,53,t_gen=12
IoT 22,68,t_gen=5
IoT 23,66,t_gen=7
IoT 24,200,t_gen=11
IoT 25,285,t_gen=11
IoT 26,103,t_gen=1
IoT 27,89,t_gen=15
IoT 28,57,t_gen=16
IoT 29,98,t_gen=6
IoT 30,113,t_gen=5
IoT 31,93,t_gen=11
IoT 32,104,t_gen=0
IoT 33,70,t_gen=3
IoT 34,58,t_gen=15
IoT 35,110,t_gen=3
IoT 36,51,t_gen=6
IoT 37,53,t_gen=20
IoT 38,106,t_gen=15
IoT 39,105,t_gen=13
IoT 40,214,t_gen=2
IoT 41,60,t_gen=12
IoT 42,209,t_gen=2
IoT 43,136,t_gen=13
IoT 44,40,t_gen=17
IoT 45,111,t_gen=8
IoT 46,212,t_gen=1
IoT 47,194,t_gen=17
IoT 48,209,t_gen=7
IoT 49,165,t_gen=2
IoT 50,216,t_gen=0
IoT 51,160,t_gen=7
IoT 52,39,t_gen=18
IoT 53,101,t_gen=17
IoT 54,191,t_gen=20
IoT 55,99,t_gen=12
IoT 56,54,t_gen=3
IoT 57,85,t_gen=19
IoT 58,207,t_gen=9
IoT 59,117,t_gen=20
IoT 60,59,t_gen=14

60,0.033435,229,111.45,1.0,4575.2440066872105,0,173.48420453071594
Individual AoIs for Seed,60
IoT 1,132,t_gen=5
IoT 2,64,t_gen=20
IoT 3,210,t_gen=5
IoT 4,198,t_gen=4
IoT 5,103,t_gen=18
IoT 6,55,t_gen=9
IoT 7,86,t_gen=7
IoT 8,76,t_gen=8
IoT 9,56,t_gen=8
IoT 10,78,t_gen=6
IoT 11,162,t_gen=16
IoT 12,190,t_gen=12
IoT 13,61,t_gen=3
IoT 14,62,t_gen=2
IoT 15,54,t_gen=10
IoT 16,81,t_gen=12
IoT 17,173,t_gen=5
IoT 18,70,t_gen=14
IoT 19,197,t_gen=18
IoT 20,207,t_gen=8
IoT 21,77,t_gen=7
IoT 22,71,t_gen=13
IoT 23,64,t_gen=0
IoT 24,83,t_gen=1
IoT 25,121,t_gen=6
IoT 26,202,t_gen=13
IoT 27,77,t_gen=7
IoT 28,74,t_gen=10
IoT 29,229,t_gen=7
IoT 30,49,t_gen=15
IoT 31,77,t_gen=7
IoT 32,67,t_gen=17
IoT 33,130,t_gen=16
IoT 34,92,t_gen=1
IoT 35,58,t_gen=6
IoT 36,121,t_gen=6
IoT 37,211,t_gen=4
IoT 38,70,t_gen=14
IoT 39,77,t_gen=7
IoT 40,120,t_gen=7
IoT 41,79,t_gen=20
IoT 42,69,t_gen=17
IoT 43,197,t_gen=18
IoT 44,85,t_gen=14
IoT 45,88,t_gen=5
IoT 46,120,t_gen=1
IoT 47,174,t_gen=4
IoT 48,118,t_gen=3
IoT 49,48,t_gen=16
IoT 50,122,t_gen=5
IoT 51,128,t_gen=18
IoT 52,79,t_gen=5
IoT 53,121,t_gen=6
IoT 54,56,t_gen=8
IoT 55,197,t_gen=18
IoT 56,196,t_gen=19
IoT 57,108,t_gen=13
IoT 58,123,t_gen=7
IoT 59,61,t_gen=3
IoT 60,133,t_gen=13

65,0.034525,268,115.08333333333333,1.0,5345.899391056331,0,162.2290642261505
Individual AoIs for Seed,65
IoT 1,254,t_gen=17
IoT 2,32,t_gen=15
IoT 3,268,t_gen=3
IoT 4,157,t_gen=4
IoT 5,99,t_gen=4
IoT 6,212,t_gen=20
IoT 7,18,t_gen=20
IoT 8,75,t_gen=1
IoT 9,93,t_gen=10
IoT 10,153,t_gen=8
IoT 11,127,t_gen=2
IoT 12,129,t_gen=0
IoT 13,111,t_gen=18
IoT 14,28,t_gen=4
IoT 15,93,t_gen=10
IoT 16,150,t_gen=11
IoT 17,56,t_gen=20
IoT 18,26,t_gen=2
IoT 19,71,t_gen=5
IoT 20,26,t_gen=2
IoT 21,85,t_gen=18
IoT 22,86,t_gen=17
IoT 23,179,t_gen=20
IoT 24,213,t_gen=5
IoT 25,184,t_gen=15
IoT 26,255,t_gen=16
IoT 27,195,t_gen=4
IoT 28,18,t_gen=17
IoT 29,193,t_gen=16
IoT 30,39,t_gen=1
IoT 31,22,t_gen=6
IoT 32,120,t_gen=9
IoT 33,125,t_gen=4
IoT 34,116,t_gen=16
IoT 35,19,t_gen=19
IoT 36,43,t_gen=8
IoT 37,19,t_gen=19
IoT 38,22,t_gen=8
IoT 39,199,t_gen=10
IoT 40,156,t_gen=5
IoT 41,36,t_gen=17
IoT 42,153,t_gen=8
IoT 43,85,t_gen=18
IoT 44,33,t_gen=13
IoT 45,150,t_gen=11
IoT 46,95,t_gen=8
IoT 47,23,t_gen=15
IoT 48,114,t_gen=15
IoT 49,114,t_gen=15
IoT 50,95,t_gen=8
IoT 51,193,t_gen=6
IoT 52,34,t_gen=4
IoT 53,205,t_gen=4
IoT 54,184,t_gen=15
IoT 55,198,t_gen=1
IoT 56,69,t_gen=7
IoT 57,179,t_gen=20
IoT 58,126,t_gen=3
IoT 59,143,t_gen=18
IoT 60,210,t_gen=5

85,0.03394,352,113.13333333333334,1.0,5326.194514233981,0,146.00374054908752
Individual AoIs for Seed,85
IoT 1,135,t_gen=17
IoT 2,119,t_gen=18
IoT 3,64,t_gen=13
IoT 4,244,t_gen=2
IoT 5,63,t_gen=14
IoT 6,130,t_gen=7
IoT 7,64,t_gen=13
IoT 8,72,t_gen=5
IoT 9,114,t_gen=16
IoT 10,130,t_gen=7
IoT 11,134,t_gen=10
IoT 12,222,t_gen=1
IoT 13,97,t_gen=5
IoT 14,172,t_gen=5
IoT 15,352,t_gen=5
IoT 16,123,t_gen=14
IoT 17,33,t_gen=8
IoT 18,212,t_gen=20
IoT 19,120,t_gen=17
IoT 20,73,t_gen=4
IoT 21,147,t_gen=9
IoT 22,129,t_gen=8
IoT 23,128,t_gen=2
IoT 24,133,t_gen=4
IoT 25,58,t_gen=19
IoT 26,74,t_gen=13
IoT 27,170,t_gen=19
IoT 28,64,t_gen=13
IoT 29,70,t_gen=7
IoT 30,66,t_gen=11
IoT 31,122,t_gen=15
IoT 32,72,t_gen=5
IoT 33,31,t_gen=10
IoT 34,35,t_gen=6
IoT 35,118,t_gen=19
IoT 36,219,t_gen=4
IoT 37,135,t_gen=2
IoT 38,33,t_gen=8
IoT 39,137,t_gen=0
IoT 40,135,t_gen=2
IoT 41,136,t_gen=1
IoT 42,29,t_gen=12
IoT 43,37,t_gen=4
IoT 44,75,t_gen=9
IoT 45,128,t_gen=7
IoT 46,31,t_gen=10
IoT 47,94,t_gen=1
IoT 48,34,t_gen=7
IoT 49,33,t_gen=8
IoT 50,122,t_gen=15
IoT 51,125,t_gen=12
IoT 52,137,t_gen=0
IoT 53,158,t_gen=19
IoT 54,200,t_gen=18
IoT 55,60,t_gen=17
IoT 56,60,t_gen=17
IoT 57,179,t_gen=10
IoT 58,130,t_gen=7
IoT 59,206,t_gen=12
IoT 60,65,t_gen=12

90,0.03614,281,120.46666666666667,1.0,5041.705297725429,0,128.14060473442078
Individual AoIs for Seed,90
IoT 1,43,t_gen=8
IoT 2,110,t_gen=4
IoT 3,190,t_gen=12
IoT 4,110,t_gen=4
IoT 5,219,t_gen=1
IoT 6,193,t_gen=16
IoT 7,89,t_gen=3
IoT 8,202,t_gen=0
IoT 9,36,t_gen=5
IoT 10,273,t_gen=17
IoT 11,90,t_gen=2
IoT 12,135,t_gen=10
IoT 13,92,t_gen=19
IoT 14,104,t_gen=10
IoT 15,191,t_gen=18
IoT 16,128,t_gen=1
IoT 17,212,t_gen=15
IoT 18,132,t_gen=5
IoT 19,203,t_gen=6
IoT 20,99,t_gen=15
IoT 21,75,t_gen=17
IoT 22,100,t_gen=4
IoT 23,34,t_gen=17
IoT 24,109,t_gen=5
IoT 25,39,t_gen=12
IoT 26,26,t_gen=15
IoT 27,189,t_gen=20
IoT 28,62,t_gen=18
IoT 29,84,t_gen=12
IoT 30,28,t_gen=13
IoT 31,274,t_gen=16
IoT 32,80,t_gen=12
IoT 33,34,t_gen=17
IoT 34,203,t_gen=6
IoT 35,200,t_gen=2
IoT 36,99,t_gen=20
IoT 37,86,t_gen=6
IoT 38,27,t_gen=14
IoT 39,32,t_gen=19
IoT 40,40,t_gen=20
IoT 41,36,t_gen=15
IoT 42,30,t_gen=11
IoT 43,52,t_gen=18
IoT 44,182,t_gen=20
IoT 45,88,t_gen=4
IoT 46,198,t_gen=11
IoT 47,195,t_gen=19
IoT 48,281,t_gen=1
IoT 49,51,t_gen=0
IoT 50,207,t_gen=2
IoT 51,88,t_gen=4
IoT 52,200,t_gen=9
IoT 53,67,t_gen=11
IoT 54,92,t_gen=0
IoT 55,30,t_gen=11
IoT 56,44,t_gen=7
IoT 57,123,t_gen=19
IoT 58,194,t_gen=15
IoT 59,199,t_gen=10
IoT 60,199,t_gen=10

105,0.03372,286,112.4,1.0,5218.8019610926,0,127.62976121902466
Individual AoIs for Seed,105
IoT 1,70,t_gen=4
IoT 2,255,t_gen=5
IoT 3,148,t_gen=14
IoT 4,103,t_gen=7
IoT 5,70,t_gen=9
IoT 6,146,t_gen=16
IoT 7,214,t_gen=10
IoT 8,165,t_gen=3
IoT 9,67,t_gen=5
IoT 10,150,t_gen=12
IoT 11,150,t_gen=18
IoT 12,105,t_gen=19
IoT 13,49,t_gen=16
IoT 14,19,t_gen=13
IoT 15,53,t_gen=18
IoT 16,26,t_gen=15
IoT 17,158,t_gen=11
IoT 18,168,t_gen=0
IoT 19,13,t_gen=19
IoT 20,161,t_gen=13
IoT 21,60,t_gen=5
IoT 22,59,t_gen=20
IoT 23,251,t_gen=9
IoT 24,191,t_gen=11
IoT 25,38,t_gen=3
IoT 26,163,t_gen=5
IoT 27,63,t_gen=2
IoT 28,35,t_gen=6
IoT 29,30,t_gen=11
IoT 30,286,t_gen=16
IoT 31,252,t_gen=8
IoT 32,208,t_gen=16
IoT 33,65,t_gen=0
IoT 34,106,t_gen=4
IoT 35,123,t_gen=1
IoT 36,90,t_gen=10
IoT 37,113,t_gen=11
IoT 38,31,t_gen=10
IoT 39,86,t_gen=3
IoT 40,196,t_gen=2
IoT 41,26,t_gen=6
IoT 42,31,t_gen=1
IoT 43,63,t_gen=2
IoT 44,65,t_gen=14
IoT 45,64,t_gen=5
IoT 46,75,t_gen=4
IoT 47,193,t_gen=5
IoT 48,214,t_gen=0
IoT 49,205,t_gen=19
IoT 50,122,t_gen=2
IoT 51,96,t_gen=14
IoT 52,86,t_gen=1
IoT 53,149,t_gen=19
IoT 54,144,t_gen=18
IoT 55,111,t_gen=17
IoT 56,74,t_gen=5
IoT 57,63,t_gen=16
IoT 58,63,t_gen=2
IoT 59,149,t_gen=13
IoT 60,15,t_gen=17

49,0.03614,291,120.46666666666667,1.0,5249.269205540655,0,125.7972960472107
Individual AoIs for Seed,49
IoT 1,44,t_gen=20
IoT 2,27,t_gen=19
IoT 3,40,t_gen=0
IoT 4,27,t_gen=13
IoT 5,35,t_gen=11
IoT 6,154,t_gen=19
IoT 7,151,t_gen=17
IoT 8,44,t_gen=2
IoT 9,150,t_gen=17
IoT 10,160,t_gen=7
IoT 11,40,t_gen=19
IoT 12,155,t_gen=12
IoT 13,151,t_gen=17
IoT 14,168,t_gen=0
IoT 15,31,t_gen=9
IoT 16,59,t_gen=11
IoT 17,230,t_gen=10
IoT 18,154,t_gen=13
IoT 19,159,t_gen=8
IoT 20,165,t_gen=3
IoT 21,154,t_gen=14
IoT 22,149,t_gen=19
IoT 23,161,t_gen=7
IoT 24,167,t_gen=0
IoT 25,43,t_gen=3
IoT 26,163,t_gen=5
IoT 27,155,t_gen=13
IoT 28,65,t_gen=11
IoT 29,151,t_gen=16
IoT 30,164,t_gen=3
IoT 31,149,t_gen=18
IoT 32,48,t_gen=19
IoT 33,230,t_gen=10
IoT 34,33,t_gen=13
IoT 35,147,t_gen=20
IoT 36,160,t_gen=7
IoT 37,38,t_gen=2
IoT 38,151,t_gen=17
IoT 39,173,t_gen=16
IoT 40,33,t_gen=7
IoT 41,225,t_gen=15
IoT 42,162,t_gen=12
IoT 43,161,t_gen=7
IoT 44,148,t_gen=19
IoT 45,161,t_gen=6
IoT 46,180,t_gen=3
IoT 47,291,t_gen=13
IoT 48,159,t_gen=8
IoT 49,32,t_gen=14
IoT 50,46,t_gen=0
IoT 51,55,t_gen=4
IoT 52,158,t_gen=10
IoT 53,30,t_gen=10
IoT 54,148,t_gen=20
IoT 55,33,t_gen=7
IoT 56,36,t_gen=4
IoT 57,165,t_gen=3
IoT 58,44,t_gen=2
IoT 59,160,t_gen=7
IoT 60,156,t_gen=11

110,0.03583,302,119.43333333333334,1.0,5913.308789355289,0,126.76390385627747
Individual AoIs for Seed,110
IoT 1,59,t_gen=1
IoT 2,155,t_gen=2
IoT 3,141,t_gen=16
IoT 4,271,t_gen=7
IoT 5,141,t_gen=16
IoT 6,140,t_gen=17
IoT 7,154,t_gen=4
IoT 8,141,t_gen=7
IoT 9,50,t_gen=2
IoT 10,51,t_gen=5
IoT 11,44,t_gen=8
IoT 12,27,t_gen=8
IoT 13,23,t_gen=12
IoT 14,134,t_gen=14
IoT 15,132,t_gen=16
IoT 16,40,t_gen=12
IoT 17,138,t_gen=10
IoT 18,276,t_gen=2
IoT 19,39,t_gen=5
IoT 20,35,t_gen=0
IoT 21,48,t_gen=4
IoT 22,18,t_gen=17
IoT 23,277,t_gen=1
IoT 24,132,t_gen=16
IoT 25,39,t_gen=1
IoT 26,147,t_gen=1
IoT 27,146,t_gen=2
IoT 28,154,t_gen=3
IoT 29,42,t_gen=10
IoT 30,302,t_gen=12
IoT 31,137,t_gen=20
IoT 32,152,t_gen=5
IoT 33,138,t_gen=19
IoT 34,133,t_gen=15
IoT 35,40,t_gen=12
IoT 36,154,t_gen=3
IoT 37,40,t_gen=12
IoT 38,156,t_gen=1
IoT 39,45,t_gen=7
IoT 40,129,t_gen=19
IoT 41,162,t_gen=12
IoT 42,47,t_gen=5
IoT 43,155,t_gen=2
IoT 44,25,t_gen=10
IoT 45,159,t_gen=16
IoT 46,44,t_gen=6
IoT 47,140,t_gen=17
IoT 48,140,t_gen=11
IoT 49,186,t_gen=5
IoT 50,153,t_gen=4
IoT 51,139,t_gen=18
IoT 52,130,t_gen=18
IoT 53,131,t_gen=17
IoT 54,131,t_gen=17
IoT 55,129,t_gen=19
IoT 56,40,t_gen=12
IoT 57,152,t_gen=5
IoT 58,140,t_gen=8
IoT 59,148,t_gen=0
IoT 60,195,t_gen=10

Final Averages
avg_fitness,0.035177499999999993
avg_peak_aoi,287.0
avg_avg_aoi,117.25833333333333
avg_coverage,1.0
avg_total_dist,5278.59511158752
avg_unserved,0.0
avg_runtime,155.52079887390136
