Scenario Information
Number of IoT Nodes,20
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.5517808053444896,118,90.95,1.0,3382.2502397079884,0,46.97749066352844
Individual AoIs for Seed,42
IoT 1,106,t_gen=6
IoT 2,95,t_gen=17
IoT 3,104,t_gen=17
IoT 4,58,t_gen=8
IoT 5,7,t_gen=5
IoT 6,117,t_gen=4
IoT 7,118,t_gen=3
IoT 8,110,t_gen=11
IoT 9,52,t_gen=14
IoT 10,108,t_gen=12
IoT 11,101,t_gen=20
IoT 12,102,t_gen=18
IoT 13,114,t_gen=7
IoT 14,113,t_gen=7
IoT 15,107,t_gen=14
IoT 16,110,t_gen=11
IoT 17,92,t_gen=20
IoT 18,104,t_gen=17
IoT 19,6,t_gen=12
IoT 20,95,t_gen=17

50,0.5143349543627532,113,63.85,1.0,3532.3156019661387,0,25.57261848449707
Individual AoIs for Seed,50
IoT 1,112,t_gen=4
IoT 2,17,t_gen=11
IoT 3,18,t_gen=10
IoT 4,103,t_gen=13
IoT 5,110,t_gen=2
IoT 6,78,t_gen=20
IoT 7,25,t_gen=10
IoT 8,21,t_gen=3
IoT 9,41,t_gen=18
IoT 10,22,t_gen=6
IoT 11,16,t_gen=19
IoT 12,113,t_gen=3
IoT 13,99,t_gen=17
IoT 14,99,t_gen=17
IoT 15,80,t_gen=18
IoT 16,87,t_gen=11
IoT 17,24,t_gen=11
IoT 18,99,t_gen=13
IoT 19,4,t_gen=20
IoT 20,109,t_gen=7

55,0.51791721951108,109,65.05,1.0,3781.406661352309,0,27.281473875045776
Individual AoIs for Seed,55
IoT 1,79,t_gen=15
IoT 2,30,t_gen=12
IoT 3,100,t_gen=17
IoT 4,34,t_gen=8
IoT 5,26,t_gen=0
IoT 6,109,t_gen=1
IoT 7,85,t_gen=20
IoT 8,36,t_gen=6
IoT 9,49,t_gen=0
IoT 10,3,t_gen=9
IoT 11,37,t_gen=7
IoT 12,87,t_gen=7
IoT 13,99,t_gen=6
IoT 14,92,t_gen=13
IoT 15,91,t_gen=3
IoT 16,103,t_gen=2
IoT 17,97,t_gen=8
IoT 18,24,t_gen=2
IoT 19,95,t_gen=15
IoT 20,25,t_gen=17

60,0.570315835233031,132,83.8,1.0,3244.6832494598525,0,28.13085412979126
Individual AoIs for Seed,60
IoT 1,110,t_gen=5
IoT 2,95,t_gen=20
IoT 3,40,t_gen=5
IoT 4,111,t_gen=4
IoT 5,42,t_gen=18
IoT 6,51,t_gen=9
IoT 7,108,t_gen=7
IoT 8,107,t_gen=8
IoT 9,107,t_gen=8
IoT 10,39,t_gen=6
IoT 11,121,t_gen=16
IoT 12,53,t_gen=12
IoT 13,112,t_gen=3
IoT 14,113,t_gen=2
IoT 15,105,t_gen=10
IoT 16,33,t_gen=12
IoT 17,132,t_gen=5
IoT 18,63,t_gen=14
IoT 19,97,t_gen=18
IoT 20,37,t_gen=8

65,0.4762459616814658,108,58.55,1.0,3113.800466638597,0,24.887203216552734
Individual AoIs for Seed,65
IoT 1,92,t_gen=17
IoT 2,48,t_gen=15
IoT 3,106,t_gen=3
IoT 4,29,t_gen=4
IoT 5,76,t_gen=4
IoT 6,96,t_gen=20
IoT 7,8,t_gen=20
IoT 8,62,t_gen=1
IoT 9,70,t_gen=10
IoT 10,20,t_gen=8
IoT 11,108,t_gen=2
IoT 12,33,t_gen=0
IoT 13,92,t_gen=18
IoT 14,17,t_gen=4
IoT 15,100,t_gen=10
IoT 16,17,t_gen=11
IoT 17,13,t_gen=20
IoT 18,107,t_gen=2
IoT 19,58,t_gen=5
IoT 20,19,t_gen=2

85,0.5618457827536738,116,94.15,1.0,3616.125328361867,0,24.108042240142822
Individual AoIs for Seed,85
IoT 1,101,t_gen=17
IoT 2,100,t_gen=18
IoT 3,77,t_gen=13
IoT 4,116,t_gen=2
IoT 5,104,t_gen=14
IoT 6,111,t_gen=7
IoT 7,77,t_gen=13
IoT 8,113,t_gen=5
IoT 9,109,t_gen=16
IoT 10,83,t_gen=7
IoT 11,115,t_gen=10
IoT 12,89,t_gen=1
IoT 13,85,t_gen=5
IoT 14,38,t_gen=5
IoT 15,113,t_gen=5
IoT 16,104,t_gen=14
IoT 17,110,t_gen=8
IoT 18,23,t_gen=20
IoT 19,101,t_gen=17
IoT 20,114,t_gen=4

90,0.5140859062490624,115,64.8,1.0,3401.0260652577185,0,24.22261071205139
Individual AoIs for Seed,90
IoT 1,92,t_gen=8
IoT 2,42,t_gen=4
IoT 3,41,t_gen=12
IoT 4,49,t_gen=4
IoT 5,48,t_gen=1
IoT 6,84,t_gen=16
IoT 7,115,t_gen=3
IoT 8,53,t_gen=0
IoT 9,41,t_gen=5
IoT 10,83,t_gen=17
IoT 11,60,t_gen=2
IoT 12,94,t_gen=10
IoT 13,81,t_gen=19
IoT 14,36,t_gen=10
IoT 15,82,t_gen=18
IoT 16,64,t_gen=1
IoT 17,31,t_gen=15
IoT 18,68,t_gen=5
IoT 19,94,t_gen=6
IoT 20,38,t_gen=15

105,0.506771565410066,114,70.7,1.0,3146.587672964207,0,24.92702317237854
Individual AoIs for Seed,105
IoT 1,13,t_gen=4
IoT 2,75,t_gen=5
IoT 3,62,t_gen=14
IoT 4,79,t_gen=7
IoT 5,102,t_gen=9
IoT 6,110,t_gen=16
IoT 7,17,t_gen=10
IoT 8,73,t_gen=3
IoT 9,72,t_gen=5
IoT 10,114,t_gen=12
IoT 11,108,t_gen=18
IoT 12,57,t_gen=19
IoT 13,60,t_gen=16
IoT 14,98,t_gen=13
IoT 15,58,t_gen=18
IoT 16,65,t_gen=15
IoT 17,16,t_gen=11
IoT 18,76,t_gen=0
IoT 19,61,t_gen=19
IoT 20,98,t_gen=13

49,0.4776845860213137,103,67.35,1.0,3174.8653103744477,0,24.102380752563477
Individual AoIs for Seed,49
IoT 1,17,t_gen=20
IoT 2,93,t_gen=19
IoT 3,80,t_gen=0
IoT 4,99,t_gen=13
IoT 5,69,t_gen=11
IoT 6,66,t_gen=19
IoT 7,58,t_gen=17
IoT 8,78,t_gen=2
IoT 9,58,t_gen=17
IoT 10,89,t_gen=7
IoT 11,56,t_gen=19
IoT 12,63,t_gen=12
IoT 13,58,t_gen=17
IoT 14,62,t_gen=0
IoT 15,103,t_gen=9
IoT 16,22,t_gen=11
IoT 17,70,t_gen=10
IoT 18,67,t_gen=13
IoT 19,67,t_gen=8
IoT 20,72,t_gen=3

110,0.5169899337438573,118,66.05,1.0,3278.074921397683,0,22.892900943756104
Individual AoIs for Seed,110
IoT 1,48,t_gen=1
IoT 2,83,t_gen=2
IoT 3,33,t_gen=16
IoT 4,113,t_gen=7
IoT 5,33,t_gen=16
IoT 6,32,t_gen=17
IoT 7,114,t_gen=4
IoT 8,42,t_gen=7
IoT 9,83,t_gen=2
IoT 10,47,t_gen=5
IoT 11,66,t_gen=8
IoT 12,21,t_gen=8
IoT 13,106,t_gen=12
IoT 14,35,t_gen=14
IoT 15,104,t_gen=16
IoT 16,37,t_gen=12
IoT 17,110,t_gen=10
IoT 18,72,t_gen=2
IoT 19,24,t_gen=5
IoT 20,118,t_gen=0

Final Averages
avg_fitness,0.5207972550310793
avg_peak_aoi,114.6
avg_avg_aoi,72.525
avg_coverage,1.0
avg_total_dist,3367.113551748081
avg_unserved,0.0
avg_runtime,27.31025981903076
