Scenario Information
Number of IoT Nodes,20
Number of UAVs,2
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.4717628165833245,142,114.45,1.0,3290.773370789326,0,36.65182852745056
Individual AoIs for Seed,42
IoT 19,74,t_gen=19
IoT 20,95,t_gen=13

49,0.3852094336477236,123,73.1,1.0,2740.030767667168,0,22.486138105392456
Individual AoIs for Seed,49
IoT 1,97,t_gen=20
IoT 2,30,t_gen=19
IoT 3,30,t_gen=0
IoT 4,17,t_gen=13
IoT 5,38,t_gen=11
IoT 6,17,t_gen=19
IoT 7,106,t_gen=17
IoT 8,47,t_gen=2
IoT 9,106,t_gen=17
IoT 10,110,t_gen=7
IoT 11,98,t_gen=19
IoT 12,105,t_gen=12
IoT 13,106,t_gen=17
IoT 14,123,t_gen=0
IoT 15,21,t_gen=9
IoT 16,111,t_gen=11
IoT 17,107,t_gen=10
IoT 18,36,t_gen=13
IoT 19,37,t_gen=8
IoT 20,120,t_gen=3

110,0.3716755337431945,113,76.15,1.0,2692.4580389926614,0,22.0522403717041
Individual AoIs for Seed,110
IoT 1,113,t_gen=1
IoT 2,112,t_gen=2
IoT 3,98,t_gen=16
IoT 4,107,t_gen=7
IoT 5,64,t_gen=16
IoT 6,97,t_gen=17
IoT 7,94,t_gen=4
IoT 8,73,t_gen=7
IoT 9,112,t_gen=2
IoT 10,75,t_gen=5
IoT 11,72,t_gen=8
IoT 12,22,t_gen=8
IoT 13,18,t_gen=12
IoT 14,66,t_gen=14
IoT 15,98,t_gen=16
IoT 16,107,t_gen=12
IoT 17,104,t_gen=10
IoT 18,36,t_gen=2
IoT 19,25,t_gen=5
IoT 20,30,t_gen=0

Final Averages
avg_fitness,0.3938113949116195
avg_peak_aoi,125.4
avg_avg_aoi,81.88000000000001
avg_coverage,1.0
avg_total_dist,2746.4507494291042
avg_unserved,0.0
avg_runtime,23.373840713500975
