Scenario Information
Number of IoT Nodes,40
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.7505438288948032,170,96.25,1.0,4816.3269311422055,0,145.9262728691101
Individual AoIs for Seed,42
85,0.6665827429750164,143,93.525,1.0,4479.226092713228,0,129.923810005188
Individual AoIs for Seed,85
IoT 1,73,t_gen=17
IoT 2,71,t_gen=18
IoT 3,76,t_gen=13
IoT 4,25,t_gen=2
IoT 5,75,t_gen=14
IoT 6,82,t_gen=7
IoT 7,104,t_gen=13
IoT 8,84,t_gen=5
IoT 9,40,t_gen=16
IoT 10,83,t_gen=7
IoT 11,5,t_gen=10
IoT 12,116,t_gen=1
IoT 13,84,t_gen=5
IoT 14,143,t_gen=5
IoT 15,84,t_gen=5
IoT 16,75,t_gen=14
IoT 17,109,t_gen=8
IoT 18,133,t_gen=20
IoT 19,100,t_gen=17
IoT 20,113,t_gen=4
IoT 21,130,t_gen=9
IoT 22,109,t_gen=8
IoT 23,122,t_gen=2
IoT 24,113,t_gen=4
IoT 25,129,t_gen=19
IoT 26,137,t_gen=13
IoT 27,98,t_gen=19
IoT 28,104,t_gen=13
IoT 29,82,t_gen=7
IoT 30,45,t_gen=11
IoT 31,102,t_gen=15
IoT 32,84,t_gen=5
IoT 33,89,t_gen=10
IoT 34,111,t_gen=6
IoT 35,98,t_gen=19
IoT 36,113,t_gen=4
IoT 37,115,t_gen=2
IoT 38,109,t_gen=8
IoT 39,89,t_gen=0
IoT 40,87,t_gen=2

90,0.6383340240091508,137,85.95,1.0,4378.278419197487,0,156.668372631073
Individual AoIs for Seed,90
IoT 1,91,t_gen=8
IoT 2,78,t_gen=4
IoT 3,52,t_gen=12
IoT 4,115,t_gen=4
IoT 5,129,t_gen=1
IoT 6,124,t_gen=16
IoT 7,61,t_gen=3
IoT 8,64,t_gen=0
IoT 9,77,t_gen=5
IoT 10,82,t_gen=17
IoT 11,101,t_gen=2
IoT 12,102,t_gen=10
IoT 13,80,t_gen=19
IoT 14,72,t_gen=10
IoT 15,81,t_gen=18
IoT 16,133,t_gen=1
IoT 17,63,t_gen=15
IoT 18,137,t_gen=5
IoT 19,93,t_gen=6
IoT 20,115,t_gen=15
IoT 21,65,t_gen=17
IoT 22,60,t_gen=4
IoT 23,82,t_gen=17
IoT 24,77,t_gen=5
IoT 25,77,t_gen=12
IoT 26,67,t_gen=15
IoT 27,79,t_gen=20
IoT 28,64,t_gen=18
IoT 29,100,t_gen=12
IoT 30,69,t_gen=13
IoT 31,83,t_gen=16
IoT 32,70,t_gen=12
IoT 33,82,t_gen=17
IoT 34,93,t_gen=6
IoT 35,62,t_gen=2
IoT 36,104,t_gen=20
IoT 37,76,t_gen=6
IoT 38,68,t_gen=14
IoT 39,80,t_gen=19
IoT 40,130,t_gen=20

105,0.7029478828164362,159,91.775,1.0,4480.607917421025,0,175.89394998550415
Individual AoIs for Seed,105
IoT 1,62,t_gen=4
IoT 2,61,t_gen=5
IoT 3,128,t_gen=14
IoT 4,129,t_gen=7
IoT 5,34,t_gen=9
IoT 6,154,t_gen=16
IoT 7,96,t_gen=10
IoT 8,139,t_gen=3
IoT 9,108,t_gen=5
IoT 10,158,t_gen=12
IoT 11,152,t_gen=18
IoT 12,123,t_gen=19
IoT 13,94,t_gen=16
IoT 14,30,t_gen=13
IoT 15,94,t_gen=18
IoT 16,63,t_gen=15
IoT 17,131,t_gen=11
IoT 18,142,t_gen=0
IoT 19,24,t_gen=19
IoT 20,134,t_gen=13
IoT 21,105,t_gen=5
IoT 22,23,t_gen=20
IoT 23,57,t_gen=9
IoT 24,17,t_gen=11
IoT 25,40,t_gen=3
IoT 26,137,t_gen=5
IoT 27,108,t_gen=2
IoT 28,72,t_gen=6
IoT 29,67,t_gen=11
IoT 30,126,t_gen=16
IoT 31,16,t_gen=8
IoT 32,6,t_gen=16
IoT 33,110,t_gen=0
IoT 34,132,t_gen=4
IoT 35,105,t_gen=1
IoT 36,96,t_gen=10
IoT 37,95,t_gen=11
IoT 38,68,t_gen=10
IoT 39,159,t_gen=3
IoT 40,76,t_gen=2

49,0.7120994480377671,152,104.675,1.0,4702.743360750238,0,195.88418579101562
Individual AoIs for Seed,49
IoT 1,128,t_gen=20
IoT 2,72,t_gen=19
IoT 3,56,t_gen=0
IoT 4,132,t_gen=13
IoT 5,30,t_gen=11
IoT 6,41,t_gen=19
IoT 7,131,t_gen=17
IoT 8,152,t_gen=2
IoT 9,131,t_gen=17
IoT 10,72,t_gen=7
IoT 11,129,t_gen=19
IoT 12,136,t_gen=12
IoT 13,131,t_gen=17
IoT 14,145,t_gen=0
IoT 15,82,t_gen=9
IoT 16,147,t_gen=11
IoT 17,31,t_gen=10
IoT 18,132,t_gen=13
IoT 19,61,t_gen=8
IoT 20,145,t_gen=3
IoT 21,140,t_gen=14
IoT 22,126,t_gen=19
IoT 23,14,t_gen=7
IoT 24,148,t_gen=0
IoT 25,151,t_gen=3
IoT 26,140,t_gen=5
IoT 27,132,t_gen=13
IoT 28,143,t_gen=11
IoT 29,129,t_gen=16
IoT 30,151,t_gen=3
IoT 31,127,t_gen=18
IoT 32,2,t_gen=19
IoT 33,25,t_gen=10
IoT 34,132,t_gen=13
IoT 35,125,t_gen=20
IoT 36,141,t_gen=7
IoT 37,143,t_gen=2
IoT 38,24,t_gen=17
IoT 39,26,t_gen=16
IoT 40,84,t_gen=7

110,0.6760041726172261,137,100.025,1.0,4819.091939042514,0,173.16679883003235
Individual AoIs for Seed,110
IoT 1,43,t_gen=1
IoT 2,136,t_gen=2
IoT 3,119,t_gen=16
IoT 4,131,t_gen=7
IoT 5,122,t_gen=16
IoT 6,112,t_gen=17
IoT 7,134,t_gen=4
IoT 8,128,t_gen=7
IoT 9,127,t_gen=2
IoT 10,35,t_gen=5
IoT 11,121,t_gen=8
IoT 12,19,t_gen=8
IoT 13,15,t_gen=12
IoT 14,121,t_gen=14
IoT 15,122,t_gen=16
IoT 16,23,t_gen=12
IoT 17,125,t_gen=10
IoT 18,127,t_gen=2
IoT 19,27,t_gen=5
IoT 20,27,t_gen=0
IoT 21,125,t_gen=4
IoT 22,10,t_gen=17
IoT 23,137,t_gen=1
IoT 24,122,t_gen=16
IoT 25,136,t_gen=1
IoT 26,128,t_gen=1
IoT 27,127,t_gen=2
IoT 28,135,t_gen=3
IoT 29,25,t_gen=10
IoT 30,123,t_gen=12
IoT 31,109,t_gen=20
IoT 32,124,t_gen=5
IoT 33,119,t_gen=19
IoT 34,114,t_gen=15
IoT 35,123,t_gen=12
IoT 36,132,t_gen=3
IoT 37,117,t_gen=12
IoT 38,134,t_gen=1
IoT 39,28,t_gen=7
IoT 40,119,t_gen=19

Final Averages
avg_fitness,0.695170061554555
avg_peak_aoi,152.8
avg_avg_aoi,92.365
avg_coverage,1.0
avg_total_dist,4616.2489317963045
avg_unserved,0.0
avg_runtime,153.0372284412384
