Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.8922845406454465,202,119.24,1.0,5608.697604379795,0,92.35240292549133
Individual AoIs for Seed,42
Individual AoIs for Seed,55
IoT 1,195,t_gen=15
IoT 2,31,t_gen=12
IoT 3,109,t_gen=17
IoT 4,49,t_gen=8
IoT 5,26,t_gen=0
IoT 6,162,t_gen=1
IoT 7,160,t_gen=20
IoT 8,51,t_gen=6
IoT 9,110,t_gen=0
IoT 10,3,t_gen=9
IoT 11,116,t_gen=7
IoT 12,156,t_gen=7
IoT 13,174,t_gen=6
IoT 14,167,t_gen=13
IoT 15,177,t_gen=3
IoT 16,121,t_gen=2
IoT 17,105,t_gen=8
IoT 18,24,t_gen=2
IoT 19,148,t_gen=15
IoT 20,86,t_gen=17
IoT 21,50,t_gen=12
IoT 22,98,t_gen=5
IoT 23,50,t_gen=7
IoT 24,173,t_gen=11
IoT 25,46,t_gen=11
IoT 26,70,t_gen=1
IoT 27,89,t_gen=15
IoT 28,53,t_gen=16
IoT 29,97,t_gen=6
IoT 30,195,t_gen=5
IoT 31,152,t_gen=11
IoT 32,103,t_gen=0
IoT 33,54,t_gen=3
IoT 34,42,t_gen=15
IoT 35,91,t_gen=3
IoT 36,51,t_gen=6
IoT 37,208,t_gen=20
IoT 38,3,t_gen=15
IoT 39,58,t_gen=13
IoT 40,92,t_gen=2
IoT 41,91,t_gen=12
IoT 42,208,t_gen=2
IoT 43,18,t_gen=13
IoT 44,163,t_gen=17
IoT 45,155,t_gen=8
IoT 46,71,t_gen=1
IoT 47,106,t_gen=17
IoT 48,87,t_gen=7
IoT 49,178,t_gen=2
IoT 50,69,t_gen=0

60,0.7900396673215883,170,114.34,1.0,5193.663966369117,0,103.60616517066956
Individual AoIs for Seed,60
IoT 1,79,t_gen=5
IoT 2,147,t_gen=20
IoT 3,67,t_gen=5
IoT 4,163,t_gen=4
IoT 5,66,t_gen=18
IoT 6,158,t_gen=9
IoT 7,160,t_gen=7
IoT 8,64,t_gen=8
IoT 9,159,t_gen=8
IoT 10,161,t_gen=6
IoT 11,153,t_gen=16
IoT 12,71,t_gen=12
IoT 13,119,t_gen=3
IoT 14,120,t_gen=2
IoT 15,157,t_gen=10
IoT 16,32,t_gen=12
IoT 17,162,t_gen=5
IoT 18,58,t_gen=14
IoT 19,149,t_gen=18
IoT 20,159,t_gen=8
IoT 21,65,t_gen=7
IoT 22,154,t_gen=13
IoT 23,122,t_gen=0
IoT 24,43,t_gen=1
IoT 25,161,t_gen=6
IoT 26,59,t_gen=13
IoT 27,65,t_gen=7
IoT 28,62,t_gen=10
IoT 29,170,t_gen=7
IoT 30,136,t_gen=15
IoT 31,65,t_gen=7
IoT 32,55,t_gen=17
IoT 33,68,t_gen=16
IoT 34,168,t_gen=1
IoT 35,161,t_gen=6
IoT 36,161,t_gen=6
IoT 37,68,t_gen=4
IoT 38,153,t_gen=14
IoT 39,65,t_gen=7
IoT 40,162,t_gen=7
IoT 41,153,t_gen=20
IoT 42,57,t_gen=17
IoT 43,26,t_gen=18
IoT 44,108,t_gen=14
IoT 45,162,t_gen=5
IoT 46,166,t_gen=1
IoT 47,127,t_gen=4
IoT 48,81,t_gen=3
IoT 49,106,t_gen=16
IoT 50,164,t_gen=5

65,0.8573185619156516,198,101.3,1.0,5527.281780803165,0,85.55772662162781
Individual AoIs for Seed,65
IoT 1,151,t_gen=17
IoT 2,41,t_gen=15
IoT 3,80,t_gen=3
IoT 4,44,t_gen=4
IoT 5,151,t_gen=4
IoT 6,63,t_gen=20
IoT 7,148,t_gen=20
IoT 8,198,t_gen=1
IoT 9,91,t_gen=10
IoT 10,48,t_gen=8
IoT 11,46,t_gen=2
IoT 12,101,t_gen=0
IoT 13,30,t_gen=18
IoT 14,85,t_gen=4
IoT 15,145,t_gen=10
IoT 16,45,t_gen=11
IoT 17,63,t_gen=20
IoT 18,115,t_gen=2
IoT 19,78,t_gen=5
IoT 20,81,t_gen=2
IoT 21,30,t_gen=18
IoT 22,84,t_gen=17
IoT 23,166,t_gen=20
IoT 24,64,t_gen=5
IoT 25,140,t_gen=15
IoT 26,149,t_gen=16
IoT 27,182,t_gen=4
IoT 28,75,t_gen=17
IoT 29,40,t_gen=16
IoT 30,102,t_gen=1
IoT 31,162,t_gen=6
IoT 32,39,t_gen=9
IoT 33,182,t_gen=4
IoT 34,72,t_gen=16
IoT 35,64,t_gen=19
IoT 36,147,t_gen=8
IoT 37,180,t_gen=19
IoT 38,78,t_gen=8
IoT 39,189,t_gen=10
IoT 40,78,t_gen=5
IoT 41,182,t_gen=17
IoT 42,48,t_gen=8
IoT 43,168,t_gen=18
IoT 44,88,t_gen=13
IoT 45,72,t_gen=11
IoT 46,93,t_gen=8
IoT 47,41,t_gen=15
IoT 48,171,t_gen=15
IoT 49,82,t_gen=15
IoT 50,93,t_gen=8

85,0.8108890063739609,173,107.02,1.0,5669.546951426811,0,74.55313372612
Individual AoIs for Seed,85
IoT 1,118,t_gen=17
IoT 2,95,t_gen=18
IoT 3,141,t_gen=13
IoT 4,146,t_gen=2
IoT 5,64,t_gen=14
IoT 6,106,t_gen=7
IoT 7,100,t_gen=13
IoT 8,108,t_gen=5
IoT 9,39,t_gen=16
IoT 10,71,t_gen=7
IoT 11,5,t_gen=10
IoT 12,112,t_gen=1
IoT 13,73,t_gen=5
IoT 14,149,t_gen=5
IoT 15,108,t_gen=5
IoT 16,99,t_gen=14
IoT 17,140,t_gen=8
IoT 18,173,t_gen=20
IoT 19,103,t_gen=17
IoT 20,109,t_gen=4
IoT 21,170,t_gen=9
IoT 22,105,t_gen=8
IoT 23,162,t_gen=2
IoT 24,74,t_gen=4
IoT 25,135,t_gen=19
IoT 26,143,t_gen=13
IoT 27,94,t_gen=19
IoT 28,100,t_gen=13
IoT 29,71,t_gen=7
IoT 30,164,t_gen=11
IoT 31,63,t_gen=15
IoT 32,73,t_gen=5
IoT 33,78,t_gen=10
IoT 34,107,t_gen=6
IoT 35,101,t_gen=19
IoT 36,109,t_gen=4
IoT 37,111,t_gen=2
IoT 38,140,t_gen=8
IoT 39,78,t_gen=0
IoT 40,111,t_gen=2
IoT 41,77,t_gen=1
IoT 42,136,t_gen=12
IoT 43,51,t_gen=4
IoT 44,172,t_gen=9
IoT 45,15,t_gen=7
IoT 46,138,t_gen=10
IoT 47,163,t_gen=1
IoT 48,106,t_gen=7
IoT 49,140,t_gen=8
IoT 50,105,t_gen=15

90,0.8335784627433538,193,92.94,1.0,5491.047525573036,0,71.15850639343262
Individual AoIs for Seed,90
IoT 1,54,t_gen=8
IoT 2,133,t_gen=4
IoT 3,125,t_gen=12
IoT 4,18,t_gen=4
IoT 5,61,t_gen=1
IoT 6,46,t_gen=16
IoT 7,19,t_gen=3
IoT 8,62,t_gen=0
IoT 9,57,t_gen=5
IoT 10,134,t_gen=17
IoT 11,157,t_gen=2
IoT 12,32,t_gen=10
IoT 13,132,t_gen=19
IoT 14,52,t_gen=10
IoT 15,133,t_gen=18
IoT 16,193,t_gen=1
IoT 17,54,t_gen=15
IoT 18,31,t_gen=5
IoT 19,145,t_gen=6
IoT 20,84,t_gen=15
IoT 21,82,t_gen=17
IoT 22,47,t_gen=4
IoT 23,169,t_gen=17
IoT 24,189,t_gen=5
IoT 25,57,t_gen=12
IoT 26,122,t_gen=15
IoT 27,131,t_gen=20
IoT 28,44,t_gen=18
IoT 29,144,t_gen=12
IoT 30,110,t_gen=13
IoT 31,135,t_gen=16
IoT 32,87,t_gen=12
IoT 33,169,t_gen=17
IoT 34,145,t_gen=6
IoT 35,135,t_gen=2
IoT 36,6,t_gen=20
IoT 37,56,t_gen=6
IoT 38,48,t_gen=14
IoT 39,167,t_gen=19
IoT 40,57,t_gen=20
IoT 41,47,t_gen=15
IoT 42,51,t_gen=11
IoT 43,120,t_gen=18
IoT 44,79,t_gen=20
IoT 45,58,t_gen=4
IoT 46,51,t_gen=11
IoT 47,104,t_gen=19
IoT 48,193,t_gen=1
IoT 49,62,t_gen=0
IoT 50,60,t_gen=2

105,0.8370436630946255,182,103.02,1.0,5867.989187512437,0,80.69539046287537
Individual AoIs for Seed,105
IoT 1,26,t_gen=4
IoT 2,75,t_gen=5
IoT 3,141,t_gen=14
IoT 4,168,t_gen=7
IoT 5,146,t_gen=9
IoT 6,139,t_gen=16
IoT 7,17,t_gen=10
IoT 8,72,t_gen=3
IoT 9,99,t_gen=5
IoT 10,143,t_gen=12
IoT 11,137,t_gen=18
IoT 12,145,t_gen=19
IoT 13,182,t_gen=16
IoT 14,126,t_gen=13
IoT 15,157,t_gen=18
IoT 16,34,t_gen=15
IoT 17,128,t_gen=11
IoT 18,155,t_gen=0
IoT 19,30,t_gen=19
IoT 20,14,t_gen=13
IoT 21,96,t_gen=5
IoT 22,119,t_gen=20
IoT 23,71,t_gen=9
IoT 24,120,t_gen=11
IoT 25,162,t_gen=3
IoT 26,35,t_gen=5
IoT 27,181,t_gen=2
IoT 28,43,t_gen=6
IoT 29,143,t_gen=11
IoT 30,14,t_gen=16
IoT 31,36,t_gen=8
IoT 32,74,t_gen=16
IoT 33,101,t_gen=0
IoT 34,151,t_gen=4
IoT 35,154,t_gen=1
IoT 36,65,t_gen=10
IoT 37,144,t_gen=11
IoT 38,129,t_gen=10
IoT 39,67,t_gen=3
IoT 40,78,t_gen=2
IoT 41,133,t_gen=6
IoT 42,26,t_gen=1
IoT 43,68,t_gen=2
IoT 44,56,t_gen=14
IoT 45,96,t_gen=5
IoT 46,45,t_gen=4
IoT 47,126,t_gen=5
IoT 48,143,t_gen=0
IoT 49,179,t_gen=19
IoT 50,162,t_gen=2

49,0.7650083389736161,163,122.88,1.0,4801.658214770399,0,70.41245174407959
Individual AoIs for Seed,49
IoT 1,143,t_gen=20
IoT 2,26,t_gen=19
IoT 3,42,t_gen=0
IoT 4,28,t_gen=13
IoT 5,136,t_gen=11
IoT 6,134,t_gen=19
IoT 7,130,t_gen=17
IoT 8,145,t_gen=2
IoT 9,130,t_gen=17
IoT 10,140,t_gen=7
IoT 11,144,t_gen=19
IoT 12,151,t_gen=12
IoT 13,130,t_gen=17
IoT 14,147,t_gen=0
IoT 15,32,t_gen=9
IoT 16,163,t_gen=11
IoT 17,137,t_gen=10
IoT 18,150,t_gen=13
IoT 19,139,t_gen=8
IoT 20,144,t_gen=3
IoT 21,133,t_gen=14
IoT 22,144,t_gen=19
IoT 23,140,t_gen=7
IoT 24,163,t_gen=0
IoT 25,160,t_gen=3
IoT 26,142,t_gen=5
IoT 27,134,t_gen=13
IoT 28,159,t_gen=11
IoT 29,147,t_gen=16
IoT 30,160,t_gen=3
IoT 31,145,t_gen=18
IoT 32,163,t_gen=19
IoT 33,162,t_gen=10
IoT 34,134,t_gen=13
IoT 35,143,t_gen=20
IoT 36,156,t_gen=7
IoT 37,39,t_gen=2
IoT 38,24,t_gen=17
IoT 39,37,t_gen=16
IoT 40,34,t_gen=7
IoT 41,132,t_gen=15
IoT 42,38,t_gen=12
IoT 43,140,t_gen=7
IoT 44,144,t_gen=19
IoT 45,157,t_gen=6
IoT 46,160,t_gen=3
IoT 47,28,t_gen=13
IoT 48,155,t_gen=8
IoT 49,133,t_gen=14
IoT 50,147,t_gen=0

110,0.8321966800737945,171,119.46,1.0,5906.703643964965,0,79.82613825798035
Individual AoIs for Seed,110
IoT 1,39,t_gen=1
IoT 2,77,t_gen=2
IoT 3,63,t_gen=16
IoT 4,129,t_gen=7
IoT 5,156,t_gen=16
IoT 6,155,t_gen=17
IoT 7,155,t_gen=4
IoT 8,72,t_gen=7
IoT 9,77,t_gen=2
IoT 10,31,t_gen=5
IoT 11,128,t_gen=8
IoT 12,21,t_gen=8
IoT 13,150,t_gen=12
IoT 14,65,t_gen=14
IoT 15,143,t_gen=16
IoT 16,82,t_gen=12
IoT 17,149,t_gen=10
IoT 18,77,t_gen=2
IoT 19,76,t_gen=5
IoT 20,29,t_gen=0
IoT 21,75,t_gen=4
IoT 22,145,t_gen=17
IoT 23,135,t_gen=1
IoT 24,156,t_gen=16
IoT 25,166,t_gen=1
IoT 26,158,t_gen=1
IoT 27,134,t_gen=2
IoT 28,133,t_gen=3
IoT 29,69,t_gen=10
IoT 30,160,t_gen=12
IoT 31,139,t_gen=20
IoT 32,167,t_gen=5
IoT 33,153,t_gen=19
IoT 34,144,t_gen=15
IoT 35,160,t_gen=12
IoT 36,169,t_gen=3
IoT 37,67,t_gen=12
IoT 38,171,t_gen=1
IoT 39,129,t_gen=7
IoT 40,60,t_gen=19
IoT 41,171,t_gen=12
IoT 42,167,t_gen=5
IoT 43,134,t_gen=2
IoT 44,152,t_gen=10
IoT 45,120,t_gen=16
IoT 46,23,t_gen=6
IoT 47,155,t_gen=17
IoT 48,153,t_gen=11
IoT 49,166,t_gen=5
IoT 50,168,t_gen=4

Final Averages
avg_fitness,0.8374430545337447
avg_peak_aoi,185.1
avg_avg_aoi,108.862
avg_coverage,1.0
avg_total_dist,5569.9222844351625
avg_unserved,0.0
avg_runtime,84.88706910610199
