Scenario Information
Number of IoT Nodes,20
Number of UAVs,4
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.3222900116495846,104,89.7,1.0,4063.6015796228617,0,32.20759105682373
Individual AoIs for Seed,42
60,0.3264271382302637,114,71.25,1.0,4154.3128177557355,0,24.744502305984497
Individual AoIs for Seed,60
IoT 1,100,t_gen=5
IoT 2,77,t_gen=20
IoT 3,40,t_gen=5
IoT 4,93,t_gen=4
IoT 5,79,t_gen=18
IoT 6,88,t_gen=9
IoT 7,90,t_gen=7
IoT 8,89,t_gen=8
IoT 9,20,t_gen=8
IoT 10,39,t_gen=6
IoT 11,89,t_gen=16
IoT 12,46,t_gen=12
IoT 13,94,t_gen=3
IoT 14,95,t_gen=2
IoT 15,87,t_gen=10
IoT 16,33,t_gen=12
IoT 17,114,t_gen=5
IoT 18,14,t_gen=14
IoT 19,101,t_gen=18
IoT 20,37,t_gen=8

65,0.31337806252135125,113,72.15,1.0,3803.896839899515,0,25.232006549835205
Individual AoIs for Seed,65
IoT 1,23,t_gen=17
IoT 2,77,t_gen=15
IoT 3,110,t_gen=3
IoT 4,64,t_gen=4
IoT 5,55,t_gen=4
IoT 6,20,t_gen=20
IoT 7,63,t_gen=20
IoT 8,82,t_gen=1
IoT 9,49,t_gen=10
IoT 10,105,t_gen=8
IoT 11,111,t_gen=2
IoT 12,113,t_gen=0
IoT 13,41,t_gen=18
IoT 14,112,t_gen=4
IoT 15,49,t_gen=10
IoT 16,102,t_gen=11
IoT 17,39,t_gen=20
IoT 18,112,t_gen=2
IoT 19,78,t_gen=5
IoT 20,38,t_gen=2

85,0.3144872562404639,101,85.15,1.0,4021.945766150125,0,25.532564878463745
Individual AoIs for Seed,85
IoT 1,86,t_gen=17
IoT 2,85,t_gen=18
IoT 3,90,t_gen=13
IoT 4,101,t_gen=2
IoT 5,89,t_gen=14
IoT 6,96,t_gen=7
IoT 7,92,t_gen=13
IoT 8,98,t_gen=5
IoT 9,65,t_gen=16
IoT 10,98,t_gen=7
IoT 11,95,t_gen=10
IoT 12,80,t_gen=1
IoT 13,76,t_gen=5
IoT 14,22,t_gen=5
IoT 15,98,t_gen=5
IoT 16,89,t_gen=14
IoT 17,97,t_gen=8
IoT 18,61,t_gen=20
IoT 19,86,t_gen=17
IoT 20,99,t_gen=4

90,0.29802904955757076,104,54.45,1.0,3975.610283971771,0,25.940502166748047
Individual AoIs for Seed,90
IoT 1,50,t_gen=8
IoT 2,54,t_gen=4
IoT 3,21,t_gen=12
IoT 4,62,t_gen=4
IoT 5,34,t_gen=1
IoT 6,87,t_gen=16
IoT 7,55,t_gen=3
IoT 8,47,t_gen=0
IoT 9,42,t_gen=5
IoT 10,104,t_gen=17
IoT 11,31,t_gen=2
IoT 12,49,t_gen=10
IoT 13,67,t_gen=19
IoT 14,37,t_gen=10
IoT 15,103,t_gen=18
IoT 16,69,t_gen=1
IoT 17,32,t_gen=15
IoT 18,73,t_gen=5
IoT 19,29,t_gen=6
IoT 20,43,t_gen=15

105,0.27966201092000126,102,54.65,1.0,3520.6001195783556,0,22.835224866867065
Individual AoIs for Seed,105
IoT 1,13,t_gen=4
IoT 2,86,t_gen=5
IoT 3,53,t_gen=14
IoT 4,26,t_gen=7
IoT 5,102,t_gen=9
IoT 6,70,t_gen=16
IoT 7,101,t_gen=10
IoT 8,64,t_gen=3
IoT 9,14,t_gen=5
IoT 10,74,t_gen=12
IoT 11,68,t_gen=18
IoT 12,48,t_gen=19
IoT 13,66,t_gen=16
IoT 14,27,t_gen=13
IoT 15,15,t_gen=18
IoT 16,76,t_gen=15
IoT 17,56,t_gen=11
IoT 18,86,t_gen=0
IoT 19,21,t_gen=19
IoT 20,27,t_gen=13

49,0.266662080639646,82,54.05,1.0,3841.9114129188656,0,21.859853506088257
Individual AoIs for Seed,49
IoT 1,31,t_gen=20
IoT 2,64,t_gen=19
IoT 3,60,t_gen=0
IoT 4,71,t_gen=13
IoT 5,73,t_gen=11
IoT 6,4,t_gen=19
IoT 7,66,t_gen=17
IoT 8,82,t_gen=2
IoT 9,66,t_gen=17
IoT 10,77,t_gen=7
IoT 11,32,t_gen=19
IoT 12,71,t_gen=12
IoT 13,67,t_gen=17
IoT 14,14,t_gen=0
IoT 15,75,t_gen=9
IoT 16,3,t_gen=11
IoT 17,74,t_gen=10
IoT 18,70,t_gen=13
IoT 19,24,t_gen=8
IoT 20,57,t_gen=3

110,0.25046794808418177,81,50.1,1.0,3484.847023456201,0,33.26634073257446
Individual AoIs for Seed,110
IoT 1,54,t_gen=1
IoT 2,80,t_gen=2
IoT 3,39,t_gen=16
IoT 4,61,t_gen=7
IoT 5,52,t_gen=16
IoT 6,38,t_gen=17
IoT 7,48,t_gen=4
IoT 8,48,t_gen=7
IoT 9,53,t_gen=2
IoT 10,81,t_gen=5
IoT 11,78,t_gen=8
IoT 12,22,t_gen=8
IoT 13,18,t_gen=12
IoT 14,41,t_gen=14
IoT 15,52,t_gen=16
IoT 16,56,t_gen=12
IoT 17,58,t_gen=10
IoT 18,68,t_gen=2
IoT 19,25,t_gen=5
IoT 20,30,t_gen=0

Final Averages
avg_fitness,0.2985899195467238
avg_peak_aoi,101.0
avg_avg_aoi,67.285
avg_coverage,1.0
avg_total_dist,3875.480286493695
avg_unserved,0.0
avg_runtime,27.227462649345398
