Scenario Information
Number of IoT Nodes,40
Number of UAVs,2
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.5879287167858991,177,122.1,1.0,4274.725187597305,0,70.76581597328186
Individual AoIs for Seed,42
IoT 1,46,t_gen=6
IoT 2,114,t_gen=17
IoT 3,114,t_gen=17
IoT 4,173,t_gen=8
IoT 5,15,t_gen=5
IoT 6,177,t_gen=4
IoT 7,128,t_gen=3
IoT 8,41,t_gen=11
IoT 9,167,t_gen=14
IoT 10,169,t_gen=12
IoT 11,161,t_gen=20
IoT 12,163,t_gen=18
IoT 13,45,t_gen=7
IoT 14,174,t_gen=7
IoT 15,167,t_gen=14
IoT 16,170,t_gen=11
IoT 17,111,t_gen=20
IoT 18,164,t_gen=17
IoT 19,14,t_gen=12
IoT 20,114,t_gen=17
IoT 21,51,t_gen=1
IoT 22,42,t_gen=10
IoT 23,34,t_gen=18
IoT 24,161,t_gen=20
IoT 25,161,t_gen=20
IoT 26,174,t_gen=7
IoT 27,119,t_gen=18
IoT 28,120,t_gen=11
IoT 29,165,t_gen=16
IoT 30,128,t_gen=3
IoT 31,39,t_gen=13
IoT 32,162,t_gen=19
IoT 33,164,t_gen=17
IoT 34,7,t_gen=3
IoT 35,123,t_gen=8
IoT 36,172,t_gen=9
IoT 37,123,t_gen=8
IoT 38,165,t_gen=16
IoT 39,172,t_gen=9
IoT 40,175,t_gen=6

50,0.5669681420025058,185,118.2,1.0,3875.625991630915,0,54.2849018573761
Individual AoIs for Seed,50
IoT 1,108,t_gen=4
IoT 2,101,t_gen=11
IoT 3,79,t_gen=10
IoT 4,175,t_gen=13
IoT 5,134,t_gen=2
IoT 6,168,t_gen=20
IoT 7,39,t_gen=10
IoT 8,163,t_gen=3
IoT 9,148,t_gen=18
IoT 10,43,t_gen=6
IoT 11,93,t_gen=19
IoT 12,185,t_gen=3
IoT 13,95,t_gen=17
IoT 14,98,t_gen=17
IoT 15,94,t_gen=18
IoT 16,38,t_gen=11
IoT 17,38,t_gen=11
IoT 18,153,t_gen=13
IoT 19,92,t_gen=20
IoT 20,181,t_gen=7
IoT 21,132,t_gen=4
IoT 22,156,t_gen=10
IoT 23,164,t_gen=2
IoT 24,104,t_gen=8
IoT 25,183,t_gen=13
IoT 26,110,t_gen=2
IoT 27,181,t_gen=0
IoT 28,148,t_gen=18
IoT 29,78,t_gen=11
IoT 30,97,t_gen=15
IoT 31,106,t_gen=6
IoT 32,110,t_gen=2
IoT 33,85,t_gen=4
IoT 34,155,t_gen=11
IoT 35,159,t_gen=7
IoT 36,103,t_gen=9
IoT 37,34,t_gen=15
IoT 38,181,t_gen=4
IoT 39,93,t_gen=19
IoT 40,124,t_gen=12

55,0.5359210203799458,172,104.975,1.0,3769.3885488227097,0,53.622398138046265
Individual AoIs for Seed,55
IoT 1,150,t_gen=15
IoT 2,47,t_gen=12
IoT 3,101,t_gen=17
IoT 4,75,t_gen=8
IoT 5,83,t_gen=0
IoT 6,117,t_gen=1
IoT 7,63,t_gen=20
IoT 8,53,t_gen=6
IoT 9,171,t_gen=0
IoT 10,172,t_gen=9
IoT 11,65,t_gen=7
IoT 12,158,t_gen=7
IoT 13,77,t_gen=6
IoT 14,70,t_gen=13
IoT 15,80,t_gen=3
IoT 16,163,t_gen=2
IoT 17,110,t_gen=8
IoT 18,159,t_gen=2
IoT 19,103,t_gen=15
IoT 20,42,t_gen=17
IoT 21,154,t_gen=12
IoT 22,54,t_gen=5
IoT 23,76,t_gen=7
IoT 24,76,t_gen=11
IoT 25,48,t_gen=11
IoT 26,164,t_gen=1
IoT 27,150,t_gen=15
IoT 28,43,t_gen=16
IoT 29,159,t_gen=6
IoT 30,109,t_gen=5
IoT 31,154,t_gen=11
IoT 32,118,t_gen=0
IoT 33,80,t_gen=3
IoT 34,44,t_gen=15
IoT 35,125,t_gen=3
IoT 36,171,t_gen=6
IoT 37,63,t_gen=20
IoT 38,105,t_gen=15
IoT 39,88,t_gen=13
IoT 40,159,t_gen=2

60,0.5593178301952739,187,123.1,1.0,3691.9152402584887,0,51.202346324920654
Individual AoIs for Seed,60
IoT 1,85,t_gen=5
IoT 2,70,t_gen=20
IoT 3,104,t_gen=5
IoT 4,105,t_gen=4
IoT 5,106,t_gen=18
IoT 6,179,t_gen=9
IoT 7,181,t_gen=7
