Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,2

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.624338270353831,224,138.84,1.0,5774.960959156975,0,81.88225364685059
Individual AoIs for Seed,42
IoT 30,164,t_gen=18
IoT 31,171,t_gen=11
IoT 32,179,t_gen=15
IoT 33,188,t_gen=6
IoT 34,180,t_gen=2
IoT 35,178,t_gen=4
IoT 36,183,t_gen=11
IoT 37,187,t_gen=7
IoT 38,185,t_gen=9
IoT 39,179,t_gen=15
IoT 40,202,t_gen=4
IoT 41,163,t_gen=19
IoT 42,182,t_gen=12
IoT 43,167,t_gen=15
IoT 44,172,t_gen=10
IoT 45,186,t_gen=8
IoT 46,191,t_gen=3
IoT 47,185,t_gen=9
IoT 48,186,t_gen=8
IoT 49,187,t_gen=7
IoT 50,187,t_gen=7

55,0.5503285219379527,182,139.46,1.0,5266.2312512696535,0,98.18194556236267
Individual AoIs for Seed,55
IoT 1,89,t_gen=9
IoT 2,182,t_gen=15
IoT 3,159,t_gen=12
IoT 4,9,t_gen=17
IoT 5,163,t_gen=8
IoT 6,171,t_gen=0
IoT 7,170,t_gen=1
IoT 8,151,t_gen=20
IoT 9,165,t_gen=6
IoT 10,171,t_gen=0
IoT 11,3,t_gen=9
IoT 12,91,t_gen=7
IoT 13,164,t_gen=7
IoT 14,165,t_gen=6
IoT 15,158,t_gen=13
IoT 16,168,t_gen=3
IoT 17,169,t_gen=2
IoT 18,172,t_gen=8
IoT 19,182,t_gen=2
IoT 20,83,t_gen=15
IoT 21,154,t_gen=17
IoT 22,172,t_gen=12
IoT 23,128,t_gen=5
IoT 24,164,t_gen=7
IoT 25,160,t_gen=11
IoT 26,87,t_gen=11
IoT 27,170,t_gen=1
IoT 28,156,t_gen=15
IoT 29,95,t_gen=16
IoT 30,165,t_gen=6
IoT 31,166,t_gen=5
IoT 32,160,t_gen=11
IoT 33,171,t_gen=0
IoT 34,168,t_gen=3
IoT 35,156,t_gen=15
IoT 36,34,t_gen=3
IoT 37,165,t_gen=6
IoT 38,151,t_gen=20
IoT 39,165,t_gen=15
IoT 40,85,t_gen=13
IoT 41,182,t_gen=2
IoT 42,159,t_gen=12
IoT 43,96,t_gen=2
IoT 44,171,t_gen=13
IoT 45,167,t_gen=17
IoT 46,90,t_gen=8
IoT 47,97,t_gen=1
IoT 48,81,t_gen=17
IoT 49,177,t_gen=7
IoT 50,96,t_gen=2

60,0.5948424031365023,236,129.54,1.0,4962.158673064481,0,88.41168570518494
Individual AoIs for Seed,60
IoT 1,107,t_gen=1
IoT 2,232,t_gen=5
IoT 3,95,t_gen=20
IoT 4,232,t_gen=5
IoT 5,61,t_gen=4
IoT 6,141,t_gen=18
IoT 7,106,t_gen=9
IoT 8,58,t_gen=7
IoT 9,100,t_gen=8
IoT 10,57,t_gen=8
IoT 11,231,t_gen=6
IoT 12,143,t_gen=16
IoT 13,225,t_gen=12
IoT 14,105,t_gen=3
IoT 15,113,t_gen=2
IoT 16,98,t_gen=10
IoT 17,96,t_gen=12
IoT 18,154,t_gen=5
IoT 19,94,t_gen=14
IoT 20,219,t_gen=18
IoT 21,107,t_gen=8
IoT 22,108,t_gen=7
IoT 23,102,t_gen=13
IoT 24,115,t_gen=0
IoT 25,114,t_gen=1
IoT 26,102,t_gen=6
IoT 27,102,t_gen=13
IoT 28,230,t_gen=7
IoT 29,227,t_gen=10
IoT 30,230,t_gen=7
IoT 31,93,t_gen=15
IoT 32,230,t_gen=7
IoT 33,91,t_gen=17
IoT 34,92,t_gen=16
IoT 35,236,t_gen=1
IoT 36,102,t_gen=6
IoT 37,153,t_gen=6
IoT 38,111,t_gen=4
IoT 39,101,t_gen=14
IoT 40,108,t_gen=7
IoT 41,152,t_gen=7
IoT 42,88,t_gen=20
IoT 43,91,t_gen=17
IoT 44,90,t_gen=18
IoT 45,102,t_gen=14
IoT 46,111,t_gen=5
IoT 47,107,t_gen=1
IoT 48,111,t_gen=4
IoT 49,105,t_gen=3
IoT 50,99,t_gen=16

65,0.5781094617912623,212,134.36,1.0,5156.791058841433,0,73.9707899093628
Individual AoIs for Seed,65
IoT 1,145,t_gen=10
IoT 2,153,t_gen=7
IoT 3,96,t_gen=8
IoT 4,103,t_gen=1
IoT 5,208,t_gen=4
IoT 6,208,t_gen=4
IoT 7,59,t_gen=20
IoT 8,39,t_gen=20
IoT 9,211,t_gen=1
IoT 10,202,t_gen=10
IoT 11,96,t_gen=8
IoT 12,102,t_gen=2
IoT 13,212,t_gen=0
IoT 14,86,t_gen=18
IoT 15,157,t_gen=4
IoT 16,145,t_gen=10
IoT 17,201,t_gen=11
IoT 18,84,t_gen=20
IoT 19,25,t_gen=2
IoT 20,54,t_gen=5
IoT 21,25,t_gen=2
IoT 22,194,t_gen=18
IoT 23,195,t_gen=17
IoT 24,192,t_gen=20
IoT 25,99,t_gen=5
IoT 26,197,t_gen=15
IoT 27,25,t_gen=16
IoT 28,208,t_gen=4
IoT 29,141,t_gen=17
IoT 30,43,t_gen=16
IoT 31,154,t_gen=1
IoT 32,21,t_gen=6
IoT 33,203,t_gen=9
IoT 34,208,t_gen=4
IoT 35,196,t_gen=16
IoT 36,193,t_gen=19
IoT 37,79,t_gen=8
IoT 38,85,t_gen=19
IoT 39,21,t_gen=8
IoT 40,94,t_gen=10
IoT 41,54,t_gen=5
IoT 42,195,t_gen=17
IoT 43,204,t_gen=8
IoT 44,194,t_gen=18
IoT 45,81,t_gen=13
IoT 46,93,t_gen=11
IoT 47,204,t_gen=8
IoT 48,197,t_gen=15
IoT 49,197,t_gen=15
IoT 50,140,t_gen=15

85,0.5641141172104063,202,142.3,1.0,5013.403707156439,0,92.37296175956726
Individual AoIs for Seed,85
IoT 1,110,t_gen=11
IoT 2,88,t_gen=17
IoT 3,142,t_gen=18
IoT 4,147,t_gen=13
IoT 5,202,t_gen=2
IoT 6,91,t_gen=14
IoT 7,153,t_gen=7
IoT 8,147,t_gen=13
IoT 9,100,t_gen=5
IoT 10,188,t_gen=16
IoT 11,153,t_gen=7
IoT 12,189,t_gen=10
IoT 13,104,t_gen=1
IoT 14,155,t_gen=5
IoT 15,38,t_gen=5
IoT 16,155,t_gen=5
IoT 17,91,t_gen=14
IoT 18,152,t_gen=8
IoT 19,23,t_gen=20
IoT 20,143,t_gen=17
IoT 21,156,t_gen=4
IoT 22,202,t_gen=9
IoT 23,196,t_gen=8
IoT 24,188,t_gen=2
IoT 25,156,t_gen=4
IoT 26,141,t_gen=19
IoT 27,92,t_gen=13
IoT 28,86,t_gen=19
IoT 29,92,t_gen=13
IoT 30,153,t_gen=7
IoT 31,149,t_gen=11
IoT 32,90,t_gen=15
IoT 33,155,t_gen=5
IoT 34,150,t_gen=10
IoT 35,198,t_gen=6
IoT 36,141,t_gen=19
IoT 37,101,t_gen=4
IoT 38,103,t_gen=2
IoT 39,196,t_gen=8
IoT 40,160,t_gen=0
IoT 41,103,t_gen=2
IoT 42,159,t_gen=1
IoT 43,192,t_gen=12
IoT 44,200,t_gen=4
IoT 45,157,t_gen=9
IoT 46,173,t_gen=7
IoT 47,194,t_gen=10
IoT 48,112,t_gen=1
IoT 49,153,t_gen=7
IoT 50,196,t_gen=8

90,0.5764206978974019,202,126.72,1.0,5472.766732582215,0,99.13294863700867
Individual AoIs for Seed,90
IoT 1,188,t_gen=14
IoT 2,193,t_gen=9
IoT 3,26,t_gen=2
IoT 4,74,t_gen=20
IoT 5,191,t_gen=11
IoT 6,77,t_gen=17
IoT 7,92,t_gen=2
IoT 8,188,t_gen=6
IoT 9,162,t_gen=2
IoT 10,74,t_gen=20
IoT 11,59,t_gen=0
IoT 12,200,t_gen=2
IoT 13,192,t_gen=10
IoT 14,145,t_gen=19
IoT 15,46,t_gen=10
IoT 16,146,t_gen=18
IoT 17,201,t_gen=1
IoT 18,195,t_gen=15
IoT 19,159,t_gen=5
IoT 20,196,t_gen=6
IoT 21,44,t_gen=15
IoT 22,42,t_gen=17
IoT 23,198,t_gen=4
IoT 24,185,t_gen=17
IoT 25,54,t_gen=5
IoT 26,190,t_gen=12
IoT 27,56,t_gen=15
IoT 28,182,t_gen=20
IoT 29,38,t_gen=18
IoT 30,182,t_gen=12
IoT 31,81,t_gen=13
IoT 32,186,t_gen=16
IoT 33,47,t_gen=12
IoT 34,77,t_gen=17
IoT 35,196,t_gen=6
IoT 36,192,t_gen=2
IoT 37,144,t_gen=20
IoT 38,188,t_gen=6
IoT 39,14,t_gen=14
IoT 40,75,t_gen=19
IoT 41,74,t_gen=20
IoT 42,79,t_gen=15
IoT 43,83,t_gen=11
IoT 44,184,t_gen=18
IoT 45,39,t_gen=20
IoT 46,190,t_gen=4
IoT 47,83,t_gen=11
IoT 48,64,t_gen=19
IoT 49,163,t_gen=1
IoT 50,202,t_gen=0

105,0.557030496862081,199,120.78,1.0,5213.409842775451,0,84.75885128974915
Individual AoIs for Seed,105
IoT 1,191,t_gen=10
IoT 2,108,t_gen=5
IoT 3,101,t_gen=12
IoT 4,100,t_gen=13
IoT 5,186,t_gen=15
IoT 6,85,t_gen=7
IoT 7,104,t_gen=9
IoT 8,178,t_gen=16
IoT 9,77,t_gen=10
IoT 10,139,t_gen=3
IoT 11,196,t_gen=5
IoT 12,182,t_gen=12
IoT 13,176,t_gen=18
IoT 14,123,t_gen=19
IoT 15,76,t_gen=16
IoT 16,74,t_gen=13
IoT 17,183,t_gen=18
IoT 18,72,t_gen=15
IoT 19,78,t_gen=11
IoT 20,142,t_gen=0
IoT 21,68,t_gen=19
IoT 22,74,t_gen=13
IoT 23,189,t_gen=5
IoT 24,93,t_gen=20
IoT 25,104,t_gen=9
IoT 26,102,t_gen=11
IoT 27,110,t_gen=3
IoT 28,96,t_gen=5
IoT 29,199,t_gen=2
IoT 30,81,t_gen=6
IoT 31,76,t_gen=11
IoT 32,97,t_gen=16
IoT 33,105,t_gen=8
IoT 34,71,t_gen=16
IoT 35,194,t_gen=0
IoT 36,190,t_gen=4
IoT 37,141,t_gen=1
IoT 38,132,t_gen=10
IoT 39,183,t_gen=11
IoT 40,77,t_gen=10
IoT 41,110,t_gen=3
IoT 42,111,t_gen=2
IoT 43,81,t_gen=6
IoT 44,86,t_gen=1
IoT 45,192,t_gen=2
IoT 46,136,t_gen=14
IoT 47,87,t_gen=5
IoT 48,83,t_gen=4
IoT 49,87,t_gen=5
IoT 50,113,t_gen=0

49,0.6393733356562457,226,168.34,1.0,5667.517469029086,0,80.74526333808899
Individual AoIs for Seed,49
IoT 1,173,t_gen=1
IoT 2,212,t_gen=14
IoT 3,56,t_gen=16
IoT 4,217,t_gen=9
IoT 5,219,t_gen=7
IoT 6,214,t_gen=12
IoT 7,22,t_gen=20
IoT 8,155,t_gen=19
IoT 9,157,t_gen=17
IoT 10,224,t_gen=2
IoT 11,209,t_gen=17
IoT 12,193,t_gen=7
IoT 13,207,t_gen=19
IoT 14,60,t_gen=12
IoT 15,157,t_gen=17
IoT 16,226,t_gen=0
IoT 17,165,t_gen=9
IoT 18,222,t_gen=11
IoT 19,216,t_gen=10
IoT 20,161,t_gen=13
IoT 21,34,t_gen=8
IoT 22,171,t_gen=3
IoT 23,160,t_gen=14
IoT 24,155,t_gen=19
IoT 25,167,t_gen=7
IoT 26,226,t_gen=0
IoT 27,223,t_gen=3
IoT 28,169,t_gen=5
IoT 29,161,t_gen=13
IoT 30,215,t_gen=11
IoT 31,210,t_gen=16
IoT 32,223,t_gen=3
IoT 33,208,t_gen=18
IoT 34,217,t_gen=19
IoT 35,62,t_gen=10
IoT 36,161,t_gen=13
IoT 37,154,t_gen=20
IoT 38,167,t_gen=7
IoT 39,40,t_gen=2
IoT 40,157,t_gen=17
IoT 41,168,t_gen=16
IoT 42,167,t_gen=7
IoT 43,211,t_gen=15
IoT 44,162,t_gen=12
IoT 45,219,t_gen=7
IoT 46,155,t_gen=19
IoT 47,220,t_gen=6
IoT 48,175,t_gen=3
IoT 49,29,t_gen=13
IoT 50,166,t_gen=8

110,0.5760325327538975,201,157.58,1.0,5097.204675735662,0,127.72045397758484
Individual AoIs for Seed,110
IoT 1,130,t_gen=17
IoT 2,181,t_gen=16
IoT 3,55,t_gen=16
IoT 4,181,t_gen=20
IoT 5,179,t_gen=18
IoT 6,140,t_gen=9
IoT 7,188,t_gen=13
IoT 8,187,t_gen=14
IoT 9,143,t_gen=4
IoT 10,194,t_gen=7
IoT 11,199,t_gen=2
IoT 12,142,t_gen=5
IoT 13,139,t_gen=8
IoT 14,63,t_gen=8
IoT 15,59,t_gen=12
IoT 16,187,t_gen=14
IoT 17,181,t_gen=16
IoT 18,135,t_gen=12
IoT 19,191,t_gen=10
IoT 20,69,t_gen=2
IoT 21,142,t_gen=5
IoT 22,201,t_gen=0
IoT 23,197,t_gen=4
IoT 24,184,t_gen=17
IoT 25,200,t_gen=1
IoT 26,131,t_gen=16
IoT 27,200,t_gen=1
IoT 28,200,t_gen=1
IoT 29,199,t_gen=2
IoT 30,198,t_gen=3
IoT 31,61,t_gen=10
IoT 32,185,t_gen=12
IoT 33,177,t_gen=20
IoT 34,142,t_gen=5
IoT 35,182,t_gen=19
IoT 36,186,t_gen=15
IoT 37,189,t_gen=12
IoT 38,144,t_gen=3
IoT 39,189,t_gen=12
IoT 40,196,t_gen=1
IoT 41,194,t_gen=7
IoT 42,128,t_gen=19
IoT 43,135,t_gen=12
IoT 44,142,t_gen=5
IoT 45,145,t_gen=2
IoT 46,191,t_gen=10
IoT 47,55,t_gen=16
IoT 48,195,t_gen=6
IoT 49,180,t_gen=17
IoT 50,68,t_gen=11

Final Averages
avg_fitness,0.5844755931226472
avg_peak_aoi,208.9
avg_avg_aoi,143.378
avg_coverage,1.0
avg_total_dist,5255.96981350292
avg_unserved,0.0
avg_runtime,91.35774180889129
