Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,3

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.6291304417436147,228,130.86,1.0,5876.363707305472,0,73.5581796169281
Individual AoIs for Seed,42
IoT 40,220,t_gen=2
IoT 41,91,t_gen=12
IoT 42,220,t_gen=2
IoT 43,209,t_gen=13
IoT 44,82,t_gen=17
IoT 45,144,t_gen=8
IoT 46,57,t_gen=1
IoT 47,180,t_gen=17
IoT 48,215,t_gen=7
IoT 49,220,t_gen=2
IoT 50,222,t_gen=0

60,0.5517952143353246,185,129.06,1.0,5353.347352542523,0,72.49960517883301
Individual AoIs for Seed,60
IoT 1,185,t_gen=2
IoT 2,101,t_gen=12
IoT 3,169,t_gen=0
IoT 4,130,t_gen=4
IoT 5,181,t_gen=4
IoT 6,70,t_gen=18
IoT 7,160,t_gen=9
IoT 8,162,t_gen=7
IoT 9,161,t_gen=8
IoT 10,161,t_gen=8
IoT 11,107,t_gen=6
IoT 12,97,t_gen=16
IoT 13,76,t_gen=12
IoT 14,184,t_gen=3
IoT 15,167,t_gen=2
IoT 16,159,t_gen=10
IoT 17,47,t_gen=12
IoT 18,164,t_gen=5
IoT 19,36,t_gen=14
IoT 20,95,t_gen=18
IoT 21,161,t_gen=8
IoT 22,162,t_gen=7
IoT 23,100,t_gen=13
IoT 24,169,t_gen=0
IoT 25,49,t_gen=1
IoT 26,163,t_gen=6
IoT 27,156,t_gen=13
IoT 28,43,t_gen=7
IoT 29,40,t_gen=10
IoT 30,106,t_gen=7
IoT 31,154,t_gen=15
IoT 32,162,t_gen=7
IoT 33,152,t_gen=17
IoT 34,153,t_gen=16
IoT 35,133,t_gen=1
IoT 36,181,t_gen=6
IoT 37,163,t_gen=6
IoT 38,109,t_gen=4
IoT 39,155,t_gen=14
IoT 40,162,t_gen=7
IoT 41,106,t_gen=7
IoT 42,155,t_gen=20
IoT 43,35,t_gen=17
IoT 44,32,t_gen=18
IoT 45,161,t_gen=14
IoT 46,164,t_gen=5
IoT 47,168,t_gen=1
IoT 48,109,t_gen=4
IoT 49,85,t_gen=3
IoT 50,153,t_gen=16

65,0.5164171124689504,181,109.36,1.0,4955.427921585486,0,68.21110653877258
Individual AoIs for Seed,65
IoT 1,140,t_gen=7
IoT 2,139,t_gen=8
IoT 3,146,t_gen=1
IoT 4,56,t_gen=4
IoT 5,157,t_gen=4
IoT 6,165,t_gen=20
IoT 7,40,t_gen=20
IoT 8,146,t_gen=1
IoT 9,64,t_gen=10
IoT 10,139,t_gen=8
IoT 11,145,t_gen=2
IoT 12,147,t_gen=0
IoT 13,129,t_gen=18
IoT 14,168,t_gen=4
IoT 15,151,t_gen=10
IoT 16,49,t_gen=11
IoT 17,141,t_gen=20
IoT 18,181,t_gen=2
IoT 19,156,t_gen=5
IoT 20,24,t_gen=2
IoT 21,143,t_gen=18
IoT 22,57,t_gen=17
IoT 23,141,t_gen=20
IoT 24,155,t_gen=5
IoT 25,146,t_gen=15
IoT 26,156,t_gen=16
IoT 27,157,t_gen=4
IoT 28,9,t_gen=17
IoT 29,44,t_gen=16
IoT 30,160,t_gen=1
IoT 31,20,t_gen=6
IoT 32,152,t_gen=9
IoT 33,143,t_gen=4
IoT 34,58,t_gen=16
IoT 35,81,t_gen=19
IoT 36,159,t_gen=8
IoT 37,81,t_gen=19
IoT 38,167,t_gen=8
IoT 39,50,t_gen=10
IoT 40,55,t_gen=5
IoT 41,130,t_gen=17
IoT 42,52,t_gen=8
IoT 43,56,t_gen=18
IoT 44,22,t_gen=13
IoT 45,49,t_gen=11
IoT 46,66,t_gen=8
IoT 47,45,t_gen=15
IoT 48,132,t_gen=15
IoT 49,146,t_gen=15
IoT 50,153,t_gen=8

85,0.5554669456603335,206,116.12,1.0,5061.363120997729,0,58.09174180030823
Individual AoIs for Seed,85
IoT 1,177,t_gen=18
IoT 2,43,t_gen=17
IoT 3,49,t_gen=19
IoT 4,192,t_gen=3
IoT 5,45,t_gen=13
IoT 6,181,t_gen=15
IoT 7,189,t_gen=7
IoT 8,206,t_gen=3
IoT 9,48,t_gen=12
IoT 10,178,t_gen=17
IoT 11,181,t_gen=14
IoT 12,190,t_gen=5
IoT 13,53,t_gen=5
IoT 14,178,t_gen=17
IoT 15,188,t_gen=7
IoT 16,86,t_gen=5
IoT 17,182,t_gen=14
IoT 18,50,t_gen=8
IoT 19,175,t_gen=20
IoT 20,179,t_gen=17
IoT 21,56,t_gen=4
IoT 22,187,t_gen=9
IoT 23,52,t_gen=8
IoT 24,56,t_gen=2
IoT 25,192,t_gen=4
IoT 26,37,t_gen=19
IoT 27,60,t_gen=13
IoT 28,176,t_gen=19
IoT 29,183,t_gen=13
IoT 30,188,t_gen=7
IoT 31,70,t_gen=11
IoT 32,180,t_gen=15
IoT 33,191,t_gen=5
IoT 34,46,t_gen=10
IoT 35,52,t_gen=6
IoT 36,41,t_gen=19
IoT 37,191,t_gen=4
IoT 38,193,t_gen=2
IoT 39,50,t_gen=8
IoT 40,196,t_gen=0
IoT 41,58,t_gen=2
IoT 42,195,t_gen=1
IoT 43,46,t_gen=12
IoT 44,56,t_gen=4
IoT 45,13,t_gen=9
IoT 46,51,t_gen=7
IoT 47,48,t_gen=10
IoT 48,67,t_gen=1
IoT 49,53,t_gen=7
IoT 50,52,t_gen=8

90,0.5473956218696713,207,116.7,1.0,4857.306448513538,0,61.10151267051697
Individual AoIs for Seed,90
IoT 1,203,t_gen=9
IoT 2,32,t_gen=2
IoT 3,50,t_gen=20
IoT 4,201,t_gen=11
IoT 5,53,t_gen=17
IoT 6,129,t_gen=2
IoT 7,45,t_gen=6
IoT 8,49,t_gen=2
IoT 9,192,t_gen=20
IoT 10,51,t_gen=0
IoT 11,129,t_gen=2
IoT 12,198,t_gen=10
IoT 13,189,t_gen=19
IoT 14,202,t_gen=10
IoT 15,194,t_gen=18
IoT 16,207,t_gen=1
IoT 17,84,t_gen=15
IoT 18,203,t_gen=5
IoT 19,206,t_gen=6
IoT 20,197,t_gen=15
IoT 21,82,t_gen=17
IoT 22,127,t_gen=4
IoT 23,114,t_gen=17
IoT 24,207,t_gen=5
IoT 25,62,t_gen=12
IoT 26,197,t_gen=15
IoT 27,111,t_gen=20
IoT 28,25,t_gen=18
IoT 29,196,t_gen=12
IoT 30,12,t_gen=13
IoT 31,196,t_gen=16
IoT 32,39,t_gen=12
IoT 33,195,t_gen=17
IoT 34,206,t_gen=6
IoT 35,49,t_gen=2
IoT 36,192,t_gen=20
IoT 37,45,t_gen=6
IoT 38,198,t_gen=14
IoT 39,24,t_gen=19
IoT 40,50,t_gen=20
IoT 41,28,t_gen=15
IoT 42,40,t_gen=11
IoT 43,36,t_gen=18
IoT 44,5,t_gen=20
IoT 45,95,t_gen=4
IoT 46,59,t_gen=11
IoT 47,25,t_gen=19
IoT 48,207,t_gen=1
IoT 49,131,t_gen=0
IoT 50,68,t_gen=2

105,0.5629831116914371,228,124.7,1.0,4551.570938085053,0,63.37314581871033
Individual AoIs for Seed,105
IoT 1,129,t_gen=11
IoT 2,37,t_gen=3
IoT 3,143,t_gen=5
IoT 4,162,t_gen=14
IoT 5,169,t_gen=7
IoT 6,90,t_gen=9
IoT 7,160,t_gen=16
IoT 8,89,t_gen=10
IoT 9,173,t_gen=3
IoT 10,47,t_gen=5
IoT 11,164,t_gen=12
IoT 12,158,t_gen=18
IoT 13,157,t_gen=19
IoT 14,188,t_gen=16
IoT 15,86,t_gen=13
IoT 16,83,t_gen=18
IoT 17,84,t_gen=15
IoT 18,223,t_gen=11
IoT 19,176,t_gen=0
IoT 20,121,t_gen=19
IoT 21,226,t_gen=13
IoT 22,94,t_gen=5
IoT 23,120,t_gen=20
IoT 24,131,t_gen=9
IoT 25,129,t_gen=11
IoT 26,96,t_gen=3
IoT 27,228,t_gen=5
IoT 28,47,t_gen=2
IoT 29,134,t_gen=6
IoT 30,88,t_gen=11
IoT 31,24,t_gen=16
IoT 32,32,t_gen=8
IoT 33,83,t_gen=16
IoT 34,99,t_gen=0
IoT 35,200,t_gen=4
IoT 36,175,t_gen=1
IoT 37,156,t_gen=10
IoT 38,165,t_gen=11
IoT 39,130,t_gen=10
IoT 40,137,t_gen=3
IoT 41,138,t_gen=2
IoT 42,93,t_gen=6
IoT 43,98,t_gen=1
IoT 44,47,t_gen=2
IoT 45,141,t_gen=14
IoT 46,94,t_gen=5
IoT 47,136,t_gen=4
IoT 48,135,t_gen=5
IoT 49,140,t_gen=0
IoT 50,80,t_gen=19

49,0.6033953297213082,208,123.7,1.0,5930.6883449520565,0,55.46713089942932
Individual AoIs for Seed,49
IoT 1,132,t_gen=4
IoT 2,111,t_gen=17
IoT 3,94,t_gen=19
IoT 4,113,t_gen=0
IoT 5,115,t_gen=13
IoT 6,191,t_gen=11
IoT 7,208,t_gen=19
IoT 8,185,t_gen=17
IoT 9,200,t_gen=2
IoT 10,185,t_gen=17
IoT 11,106,t_gen=7
IoT 12,94,t_gen=19
IoT 13,190,t_gen=12
IoT 14,60,t_gen=17
IoT 15,21,t_gen=0
IoT 16,119,t_gen=9
IoT 17,191,t_gen=11
IoT 18,192,t_gen=10
IoT 19,189,t_gen=13
IoT 20,69,t_gen=8
IoT 21,199,t_gen=3
IoT 22,188,t_gen=14
IoT 23,183,t_gen=19
IoT 24,14,t_gen=7
IoT 25,77,t_gen=0
IoT 26,203,t_gen=3
IoT 27,72,t_gen=5
IoT 28,64,t_gen=13
IoT 29,10,t_gen=11
IoT 30,186,t_gen=16
IoT 31,203,t_gen=3
IoT 32,184,t_gen=18
IoT 33,107,t_gen=19
IoT 34,207,t_gen=10
IoT 35,133,t_gen=13
IoT 36,93,t_gen=20
IoT 37,106,t_gen=7
IoT 38,37,t_gen=2
IoT 39,22,t_gen=17
IoT 40,77,t_gen=16
IoT 41,32,t_gen=7
IoT 42,187,t_gen=15
IoT 43,33,t_gen=12
IoT 44,195,t_gen=7
IoT 45,94,t_gen=19
IoT 46,107,t_gen=6
IoT 47,84,t_gen=3
IoT 48,26,t_gen=13
IoT 49,105,t_gen=8
IoT 50,192,t_gen=14

110,0.5746819224036488,193,123.98,1.0,5699.85883785696,0,63.2084059715271
Individual AoIs for Seed,110
IoT 1,152,t_gen=13
IoT 2,162,t_gen=3
IoT 3,161,t_gen=4
IoT 4,152,t_gen=13
IoT 5,158,t_gen=7
IoT 6,129,t_gen=16
IoT 7,177,t_gen=17
IoT 8,182,t_gen=4
IoT 9,187,t_gen=7
IoT 10,38,t_gen=2
IoT 11,142,t_gen=5
IoT 12,32,t_gen=8
IoT 13,186,t_gen=8
IoT 14,182,t_gen=12
IoT 15,131,t_gen=14
IoT 16,129,t_gen=16
IoT 17,28,t_gen=12
IoT 18,155,t_gen=10
IoT 19,192,t_gen=2
IoT 20,77,t_gen=5
IoT 21,22,t_gen=0
IoT 22,36,t_gen=4
IoT 23,169,t_gen=17
IoT 24,164,t_gen=1
IoT 25,56,t_gen=16
IoT 26,185,t_gen=1
IoT 27,164,t_gen=1
IoT 28,163,t_gen=2
IoT 29,142,t_gen=3
IoT 30,30,t_gen=10
IoT 31,133,t_gen=12
IoT 32,125,t_gen=20
IoT 33,67,t_gen=5
IoT 34,146,t_gen=19
IoT 35,57,t_gen=15
IoT 36,182,t_gen=12
IoT 37,142,t_gen=3
IoT 38,182,t_gen=12
IoT 39,144,t_gen=1
IoT 40,187,t_gen=7
IoT 41,175,t_gen=19
IoT 42,13,t_gen=12
IoT 43,35,t_gen=5
IoT 44,143,t_gen=2
IoT 45,12,t_gen=10
IoT 46,6,t_gen=16
IoT 47,66,t_gen=6
IoT 48,128,t_gen=17
IoT 49,180,t_gen=11
IoT 50,193,t_gen=5

Final Averages
avg_fitness,0.5687510862193095
avg_peak_aoi,206.2
avg_avg_aoi,122.25600000000001
avg_coverage,1.0
avg_total_dist,5259.97259854931
avg_unserved,0.0
avg_runtime,66.44387967586518
