Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,1

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.6102206420014158,207,173.04,1.0,5472.935252476775,0,77.88044762611389
Individual AoIs for Seed,42
IoT 15,183,t_gen=3
IoT 16,184,t_gen=2
IoT 17,176,t_gen=10
IoT 18,136,t_gen=12
IoT 19,143,t_gen=5
IoT 20,172,t_gen=14
IoT 21,168,t_gen=18
IoT 22,178,t_gen=8
IoT 23,179,t_gen=7
IoT 24,173,t_gen=13
IoT 25,148,t_gen=0
IoT 26,185,t_gen=1
IoT 27,180,t_gen=6
IoT 28,173,t_gen=13
IoT 29,179,t_gen=7
IoT 30,176,t_gen=10
IoT 31,179,t_gen=7
IoT 32,171,t_gen=15
IoT 33,179,t_gen=7
IoT 34,131,t_gen=17
IoT 35,132,t_gen=16
IoT 36,185,t_gen=1
IoT 37,180,t_gen=6
IoT 38,142,t_gen=6
IoT 39,182,t_gen=4
IoT 40,172,t_gen=14
IoT 41,179,t_gen=7
IoT 42,179,t_gen=7
IoT 43,166,t_gen=20
IoT 44,183,t_gen=17
IoT 45,130,t_gen=18
IoT 46,134,t_gen=14
IoT 47,143,t_gen=5
IoT 48,147,t_gen=1
IoT 49,182,t_gen=4
IoT 50,145,t_gen=3

65,0.5694202265125737,184,154.62,1.0,5427.3604776477805,0,55.128907918930054
Individual AoIs for Seed,65
IoT 1,169,t_gen=16
IoT 2,165,t_gen=20
IoT 3,88,t_gen=17
IoT 4,86,t_gen=15
IoT 5,182,t_gen=3
IoT 6,181,t_gen=4
IoT 7,175,t_gen=4
IoT 8,81,t_gen=20
IoT 9,92,t_gen=20
IoT 10,184,t_gen=1
IoT 11,169,t_gen=10
IoT 12,171,t_gen=8
IoT 13,99,t_gen=2
IoT 14,179,t_gen=0
IoT 15,83,t_gen=18
IoT 16,175,t_gen=4
IoT 17,91,t_gen=10
IoT 18,168,t_gen=11
IoT 19,165,t_gen=20
IoT 20,177,t_gen=2
IoT 21,174,t_gen=5
IoT 22,183,t_gen=2
IoT 23,161,t_gen=18
IoT 24,84,t_gen=17
IoT 25,165,t_gen=20
IoT 26,174,t_gen=5
IoT 27,164,t_gen=15
IoT 28,163,t_gen=16
IoT 29,175,t_gen=4
IoT 30,168,t_gen=17
IoT 31,169,t_gen=16
IoT 32,178,t_gen=1
IoT 33,173,t_gen=6
IoT 34,176,t_gen=9
IoT 35,175,t_gen=4
IoT 36,163,t_gen=16
IoT 37,166,t_gen=19
IoT 38,93,t_gen=8
IoT 39,160,t_gen=19
IoT 40,171,t_gen=8
IoT 41,169,t_gen=10
IoT 42,180,t_gen=5
IoT 43,168,t_gen=17
IoT 44,171,t_gen=8
IoT 45,161,t_gen=18
IoT 46,166,t_gen=13
IoT 47,174,t_gen=11
IoT 48,93,t_gen=8
IoT 49,164,t_gen=15
IoT 50,170,t_gen=15

85,0.6436292452605745,233,154.82,1.0,5751.689542679769,0,54.64817023277283
Individual AoIs for Seed,85
IoT 1,136,t_gen=6
IoT 2,131,t_gen=11
IoT 3,208,t_gen=17
IoT 4,124,t_gen=18
IoT 5,212,t_gen=13
IoT 6,140,t_gen=2
IoT 7,49,t_gen=14
IoT 8,218,t_gen=7
IoT 9,212,t_gen=13
IoT 10,220,t_gen=5
IoT 11,221,t_gen=16
IoT 12,218,t_gen=7
IoT 13,132,t_gen=10
IoT 14,141,t_gen=1
IoT 15,32,t_gen=5
IoT 16,232,t_gen=5
IoT 17,137,t_gen=5
IoT 18,128,t_gen=14
IoT 19,229,t_gen=8
IoT 20,122,t_gen=20
IoT 21,97,t_gen=17
IoT 22,138,t_gen=4
IoT 23,133,t_gen=9
IoT 24,217,t_gen=8
IoT 25,140,t_gen=2
IoT 26,138,t_gen=4
IoT 27,218,t_gen=19
IoT 28,24,t_gen=13
IoT 29,123,t_gen=19
IoT 30,212,t_gen=13
IoT 31,218,t_gen=7
IoT 32,34,t_gen=11
IoT 33,99,t_gen=15
IoT 34,220,t_gen=5
IoT 35,27,t_gen=10
IoT 36,231,t_gen=6
IoT 37,218,t_gen=19
IoT 38,138,t_gen=4
IoT 39,223,t_gen=2
IoT 40,229,t_gen=8
IoT 41,225,t_gen=0
IoT 42,140,t_gen=2
IoT 43,141,t_gen=1
IoT 44,25,t_gen=12
IoT 45,233,t_gen=4
IoT 46,42,t_gen=9
IoT 47,218,t_gen=7
IoT 48,227,t_gen=10
IoT 49,141,t_gen=1
IoT 50,30,t_gen=7

90,0.5996371485207823,187,169.16,1.0,5806.926672265172,0,53.76261615753174
Individual AoIs for Seed,90
IoT 1,167,t_gen=20
IoT 2,169,t_gen=18
IoT 3,179,t_gen=8
IoT 4,153,t_gen=17
IoT 5,167,t_gen=20
IoT 6,159,t_gen=11
IoT 7,168,t_gen=17
IoT 8,168,t_gen=2
IoT 9,181,t_gen=6
IoT 10,185,t_gen=2
IoT 11,165,t_gen=20
IoT 12,187,t_gen=0
IoT 13,185,t_gen=2
IoT 14,175,t_gen=10
IoT 15,168,t_gen=19
IoT 16,175,t_gen=10
IoT 17,152,t_gen=18
IoT 18,169,t_gen=1
IoT 19,155,t_gen=15
IoT 20,182,t_gen=5
IoT 21,181,t_gen=6
IoT 22,155,t_gen=15
IoT 23,153,t_gen=17
IoT 24,166,t_gen=4
IoT 25,153,t_gen=17
IoT 26,165,t_gen=5
IoT 27,158,t_gen=12
IoT 28,170,t_gen=15
IoT 29,150,t_gen=20
IoT 30,152,t_gen=18
IoT 31,158,t_gen=12
IoT 32,172,t_gen=13
IoT 33,171,t_gen=16
IoT 34,175,t_gen=12
IoT 35,170,t_gen=17
IoT 36,181,t_gen=6
IoT 37,185,t_gen=2
IoT 38,165,t_gen=20
IoT 39,181,t_gen=6
IoT 40,171,t_gen=14
IoT 41,168,t_gen=19
IoT 42,165,t_gen=20
IoT 43,170,t_gen=15
IoT 44,176,t_gen=11
IoT 45,169,t_gen=18
IoT 46,177,t_gen=20
IoT 47,181,t_gen=4
IoT 48,174,t_gen=11
IoT 49,151,t_gen=19
IoT 50,186,t_gen=1

105,0.5596118285018915,194,138.52,1.0,5169.654039230583,0,54.9562668800354
Individual AoIs for Seed,105
IoT 1,185,t_gen=9
IoT 2,185,t_gen=9
IoT 3,190,t_gen=4
IoT 4,189,t_gen=5
IoT 5,180,t_gen=14
IoT 6,187,t_gen=7
IoT 7,40,t_gen=9
IoT 8,178,t_gen=16
IoT 9,39,t_gen=10
IoT 10,186,t_gen=3
IoT 11,172,t_gen=5
IoT 12,165,t_gen=12
IoT 13,176,t_gen=18
IoT 14,158,t_gen=19
IoT 15,178,t_gen=16
IoT 16,36,t_gen=13
IoT 17,159,t_gen=18
IoT 18,42,t_gen=15
IoT 19,183,t_gen=11
IoT 20,189,t_gen=0
IoT 21,38,t_gen=19
IoT 22,36,t_gen=13
IoT 23,172,t_gen=5
IoT 24,29,t_gen=20
IoT 25,185,t_gen=9
IoT 26,183,t_gen=11
IoT 27,191,t_gen=3
IoT 28,76,t_gen=5
IoT 29,175,t_gen=2
IoT 30,51,t_gen=6
IoT 31,46,t_gen=11
IoT 32,178,t_gen=16
IoT 33,186,t_gen=8
IoT 34,178,t_gen=16
IoT 35,177,t_gen=0
IoT 36,190,t_gen=4
IoT 37,80,t_gen=1
IoT 38,54,t_gen=10
IoT 39,183,t_gen=11
IoT 40,184,t_gen=10
IoT 41,54,t_gen=3
IoT 42,192,t_gen=2
IoT 43,43,t_gen=6
IoT 44,48,t_gen=1
IoT 45,192,t_gen=2
IoT 46,43,t_gen=14
IoT 47,189,t_gen=5
IoT 48,190,t_gen=4
IoT 49,172,t_gen=5
IoT 50,194,t_gen=0

49,0.5955568838729042,206,146.32,1.0,5527.415889768476,0,53.01996183395386
Individual AoIs for Seed,49
IoT 1,190,t_gen=16
IoT 2,150,t_gen=8
IoT 3,47,t_gen=20
IoT 4,187,t_gen=19
IoT 5,158,t_gen=0
IoT 6,195,t_gen=13
IoT 7,147,t_gen=11
IoT 8,63,t_gen=19
IoT 9,189,t_gen=17
IoT 10,156,t_gen=2
IoT 11,141,t_gen=17
IoT 12,151,t_gen=7
IoT 13,139,t_gen=19
IoT 14,194,t_gen=12
IoT 15,50,t_gen=17
IoT 16,67,t_gen=0
IoT 17,197,t_gen=9
IoT 18,56,t_gen=11
IoT 19,196,t_gen=10
IoT 20,145,t_gen=13
IoT 21,83,t_gen=8
IoT 22,64,t_gen=3
IoT 23,144,t_gen=14
IoT 24,187,t_gen=19
IoT 25,60,t_gen=7
IoT 26,158,t_gen=0
IoT 27,203,t_gen=3
IoT 28,153,t_gen=5
IoT 29,145,t_gen=13
IoT 30,195,t_gen=11
IoT 31,190,t_gen=16
IoT 32,203,t_gen=3
IoT 33,188,t_gen=18
IoT 34,48,t_gen=19
IoT 35,57,t_gen=10
IoT 36,193,t_gen=13
IoT 37,138,t_gen=20
IoT 38,151,t_gen=7
IoT 39,206,t_gen=2
IoT 40,189,t_gen=17
IoT 41,192,t_gen=16
IoT 42,201,t_gen=7
IoT 43,143,t_gen=15
IoT 44,194,t_gen=12
IoT 45,60,t_gen=7
IoT 46,139,t_gen=19
IoT 47,200,t_gen=6
IoT 48,69,t_gen=3
IoT 49,195,t_gen=13
IoT 50,150,t_gen=8

110,0.5634741671322925,192,129.94,1.0,5411.703873866325,0,52.5504310131073
Individual AoIs for Seed,110
IoT 1,131,t_gen=15
IoT 2,58,t_gen=2
IoT 3,191,t_gen=1
IoT 4,144,t_gen=2
IoT 5,130,t_gen=16
IoT 6,167,t_gen=7
IoT 7,176,t_gen=16
IoT 8,129,t_gen=17
IoT 9,56,t_gen=4
IoT 10,139,t_gen=7
IoT 11,144,t_gen=2
IoT 12,141,t_gen=5
IoT 13,138,t_gen=8
IoT 14,48,t_gen=8
IoT 15,44,t_gen=12
IoT 16,178,t_gen=14
IoT 17,44,t_gen=16
IoT 18,180,t_gen=12
IoT 19,50,t_gen=10
IoT 20,190,t_gen=2
IoT 21,141,t_gen=5
IoT 22,192,t_gen=0
IoT 23,142,t_gen=4
IoT 24,39,t_gen=17
IoT 25,173,t_gen=1
IoT 26,130,t_gen=16
IoT 27,55,t_gen=1
IoT 28,173,t_gen=1
IoT 29,172,t_gen=2
IoT 30,171,t_gen=3
IoT 31,182,t_gen=10
IoT 32,134,t_gen=12
IoT 33,126,t_gen=20
IoT 34,169,t_gen=5
IoT 35,41,t_gen=19
IoT 36,159,t_gen=15
IoT 37,134,t_gen=12
IoT 38,143,t_gen=3
IoT 39,180,t_gen=12
IoT 40,145,t_gen=1
IoT 41,139,t_gen=7
IoT 42,173,t_gen=19
IoT 43,180,t_gen=12
IoT 44,141,t_gen=5
IoT 45,144,t_gen=2
IoT 46,46,t_gen=10
IoT 47,143,t_gen=16
IoT 48,50,t_gen=6
IoT 49,157,t_gen=17
IoT 50,45,t_gen=11

Final Averages
avg_fitness,0.5894921181459343
avg_peak_aoi,201.0
avg_avg_aoi,157.32999999999998
avg_coverage,1.0
avg_total_dist,5385.90757933106
avg_unserved,0.0
avg_runtime,59.04332611560822
