Scenario Information
Number of IoT Nodes,40
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.7914513778641936,174,110.725,1.0,5111.986992823473,0,56.34167814254761
Individual AoIs for Seed,42
IoT 25,169,t_gen=1
IoT 26,169,t_gen=1
IoT 27,168,t_gen=2
IoT 28,168,t_gen=3
IoT 29,161,t_gen=10
IoT 30,158,t_gen=12
IoT 31,60,t_gen=20
IoT 32,165,t_gen=5
IoT 33,152,t_gen=19
IoT 34,156,t_gen=15
IoT 35,16,t_gen=12
IoT 36,37,t_gen=3
IoT 37,159,t_gen=12
IoT 38,169,t_gen=1
IoT 39,73,t_gen=7
IoT 40,151,t_gen=19

Final Averages
avg_fitness,0.7499447788748828
avg_peak_aoi,166.6
avg_avg_aoi,99.345
avg_coverage,1.0
avg_total_dist,4897.9330636762
avg_unserved,0.0
avg_runtime,50.8618097782135
