Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.8906543326436729,199,126.62,1.0,5538.986605506488,0,170.12765955924988
Individual AoIs for Seed,42
IoT 39,139,t_gen=16
IoT 40,33,t_gen=7
IoT 41,127,t_gen=15
IoT 42,130,t_gen=12
IoT 43,141,t_gen=7
IoT 44,168,t_gen=19
IoT 45,142,t_gen=6
IoT 46,38,t_gen=3
IoT 47,27,t_gen=13
IoT 48,134,t_gen=8
IoT 49,173,t_gen=14
IoT 50,34,t_gen=0

110,0.7808247661077303,173,106.76,1.0,5038.406625994514,0,177.88488864898682
Individual AoIs for Seed,110
IoT 1,94,t_gen=1
IoT 2,158,t_gen=2
IoT 3,66,t_gen=16
IoT 4,153,t_gen=7
IoT 5,144,t_gen=16
IoT 6,78,t_gen=17
IoT 7,162,t_gen=4
IoT 8,153,t_gen=7
IoT 9,80,t_gen=2
IoT 10,87,t_gen=5
IoT 11,152,t_gen=8
IoT 12,26,t_gen=8
IoT 13,22,t_gen=12
IoT 14,68,t_gen=14
IoT 15,150,t_gen=16
IoT 16,88,t_gen=12
IoT 17,156,t_gen=10
IoT 18,80,t_gen=2
IoT 19,79,t_gen=5
IoT 20,34,t_gen=0
IoT 21,78,t_gen=4
IoT 22,17,t_gen=17
IoT 23,159,t_gen=1
IoT 24,79,t_gen=16
IoT 25,38,t_gen=1
IoT 26,165,t_gen=1
IoT 27,158,t_gen=2
IoT 28,157,t_gen=3
IoT 29,72,t_gen=10
IoT 30,83,t_gen=12
IoT 31,146,t_gen=20
IoT 32,90,t_gen=5
IoT 33,141,t_gen=19
IoT 34,151,t_gen=15
IoT 35,148,t_gen=12
IoT 36,92,t_gen=3
IoT 37,70,t_gen=12
IoT 38,94,t_gen=1
IoT 39,153,t_gen=7
IoT 40,63,t_gen=19
IoT 41,107,t_gen=12
IoT 42,77,t_gen=5
IoT 43,93,t_gen=2
IoT 44,24,t_gen=10
IoT 45,115,t_gen=16
IoT 46,100,t_gen=6
IoT 47,149,t_gen=17
IoT 48,160,t_gen=11
IoT 49,173,t_gen=5
IoT 50,156,t_gen=4

Final Averages
avg_fitness,0.8365556473005972
avg_peak_aoi,187.9
avg_avg_aoi,106.41599999999998
avg_coverage,1.0
avg_total_dist,5470.8098019051395
avg_unserved,0.0
avg_runtime,196.67166929244996
