Scenario Information
Number of IoT Nodes,50
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.8906543326436729,199,126.62,1.0,5538.986605506488,0,170.12765955924988
Individual AoIs for Seed,42
IoT 1,118,t_gen=6
IoT 2,107,t_gen=17
IoT 3,107,t_gen=17
IoT 4,135,t_gen=8
IoT 5,7,t_gen=5
IoT 6,139,t_gen=4
IoT 7,140,t_gen=3
IoT 8,113,t_gen=11
IoT 9,129,t_gen=14
IoT 10,131,t_gen=12
IoT 11,104,t_gen=20
IoT 12,173,t_gen=18
IoT 13,183,t_gen=7
IoT 14,184,t_gen=7
IoT 15,54,t_gen=14
IoT 16,132,t_gen=11
IoT 17,104,t_gen=20
IoT 18,107,t_gen=17
IoT 19,6,t_gen=12
IoT 20,126,t_gen=17
IoT 21,142,t_gen=1
IoT 22,180,t_gen=10
IoT 23,172,t_gen=18
IoT 24,48,t_gen=20
IoT 25,172,t_gen=20
IoT 26,26,t_gen=7
IoT 27,112,t_gen=18
IoT 28,113,t_gen=11
IoT 29,176,t_gen=16
IoT 30,188,t_gen=3
IoT 31,177,t_gen=13
IoT 32,49,t_gen=19
IoT 33,175,t_gen=17
IoT 34,199,t_gen=3
IoT 35,116,t_gen=8
IoT 36,134,t_gen=9
IoT 37,116,t_gen=8
IoT 38,127,t_gen=16
IoT 39,183,t_gen=9
IoT 40,137,t_gen=6
IoT 41,126,t_gen=17
IoT 42,191,t_gen=0
IoT 43,140,t_gen=3
IoT 44,134,t_gen=9
IoT 45,3,t_gen=18
IoT 46,197,t_gen=15
IoT 47,126,t_gen=17
IoT 48,175,t_gen=15
IoT 49,61,t_gen=16
IoT 50,137,t_gen=6

50,0.8318878228326411,182,96.12,1.0,5934.262623600259,0,183.57423090934753
Individual AoIs for Seed,50
IoT 1,43,t_gen=4
IoT 2,31,t_gen=11
IoT 3,32,t_gen=10
IoT 4,171,t_gen=13
IoT 5,166,t_gen=2
IoT 6,164,t_gen=20
IoT 7,102,t_gen=10
IoT 8,92,t_gen=3
IoT 9,24,t_gen=18
IoT 10,41,t_gen=6
IoT 11,47,t_gen=19
IoT 12,181,t_gen=3
IoT 13,172,t_gen=17
IoT 14,112,t_gen=17
IoT 15,29,t_gen=18
IoT 16,178,t_gen=11
IoT 17,101,t_gen=11
IoT 18,82,t_gen=13
IoT 19,75,t_gen=20
IoT 20,177,t_gen=7
IoT 21,41,t_gen=4
IoT 22,85,t_gen=10
IoT 23,93,t_gen=2
IoT 24,160,t_gen=8
IoT 25,176,t_gen=13
IoT 26,110,t_gen=2
IoT 27,45,t_gen=0
IoT 28,27,t_gen=18
IoT 29,82,t_gen=11
IoT 30,102,t_gen=15
IoT 31,36,t_gen=6
IoT 32,45,t_gen=2
IoT 33,89,t_gen=4
IoT 34,34,t_gen=11
IoT 35,88,t_gen=7
IoT 36,108,t_gen=9
IoT 37,97,t_gen=15
IoT 38,45,t_gen=4
IoT 39,74,t_gen=19
IoT 40,117,t_gen=12
IoT 41,27,t_gen=15
IoT 42,119,t_gen=10
IoT 43,160,t_gen=8
IoT 44,165,t_gen=3
IoT 45,38,t_gen=9
IoT 46,109,t_gen=8
IoT 47,88,t_gen=7
IoT 48,182,t_gen=7
IoT 49,168,t_gen=7
IoT 50,76,t_gen=17

55,0.7494333228003635,170,99.94,1.0,4698.837474631564,0,207.86019325256348
Individual AoIs for Seed,55
IoT 1,132,t_gen=15
IoT 2,30,t_gen=12
IoT 3,170,t_gen=17
IoT 4,66,t_gen=8
IoT 5,126,t_gen=0
IoT 6,159,t_gen=1
IoT 7,106,t_gen=20
IoT 8,36,t_gen=6
IoT 9,80,t_gen=0
IoT 10,3,t_gen=9
IoT 11,153,t_gen=7
IoT 12,153,t_gen=7
IoT 13,120,t_gen=6
IoT 14,61,t_gen=13
IoT 15,168,t_gen=3
IoT 16,51,t_gen=2
IoT 17,166,t_gen=8
IoT 18,90,t_gen=2
IoT 19,145,t_gen=15
IoT 20,130,t_gen=17
IoT 21,73,t_gen=12
IoT 22,37,t_gen=5
IoT 23,67,t_gen=7
IoT 24,67,t_gen=11
IoT 25,63,t_gen=11
IoT 26,146,t_gen=1
IoT 27,26,t_gen=15
IoT 28,131,t_gen=16
IoT 29,120,t_gen=6
IoT 30,155,t_gen=5
IoT 31,136,t_gen=11
IoT 32,80,t_gen=0
IoT 33,71,t_gen=3
IoT 34,27,t_gen=15
IoT 35,159,t_gen=3
IoT 36,45,t_gen=6
IoT 37,54,t_gen=20
IoT 38,156,t_gen=15
IoT 39,147,t_gen=13
IoT 40,124,t_gen=2
IoT 41,30,t_gen=12
IoT 42,145,t_gen=2
IoT 43,12,t_gen=13
IoT 44,109,t_gen=17
IoT 45,66,t_gen=8
IoT 46,159,t_gen=1
IoT 47,130,t_gen=17
IoT 48,119,t_gen=7
IoT 49,72,t_gen=2
IoT 50,126,t_gen=0

60,0.8019146723382571,172,107.46,1.0,5518.883694659864,0,197.2546741962433
Individual AoIs for Seed,60
IoT 1,164,t_gen=5
IoT 2,79,t_gen=20
IoT 3,94,t_gen=5
IoT 4,119,t_gen=4
IoT 5,105,t_gen=18
IoT 6,114,t_gen=9
IoT 7,36,t_gen=7
IoT 8,45,t_gen=8
IoT 9,164,t_gen=8
IoT 10,166,t_gen=6
IoT 11,161,t_gen=16
IoT 12,97,t_gen=12
IoT 13,169,t_gen=3
IoT 14,121,t_gen=2
IoT 15,113,t_gen=10
IoT 16,160,t_gen=12
IoT 17,38,t_gen=5
IoT 18,39,t_gen=14
IoT 19,154,t_gen=18
IoT 20,164,t_gen=8
IoT 21,92,t_gen=7
IoT 22,159,t_gen=13
IoT 23,172,t_gen=0
IoT 24,52,t_gen=1
IoT 25,37,t_gen=6
IoT 26,86,t_gen=13
IoT 27,46,t_gen=7
IoT 28,43,t_gen=10
IoT 29,170,t_gen=7
IoT 30,108,t_gen=15
IoT 31,92,t_gen=7
IoT 32,36,t_gen=17
IoT 33,153,t_gen=16
IoT 34,122,t_gen=1
IoT 35,117,t_gen=6
IoT 36,37,t_gen=6
IoT 37,95,t_gen=4
IoT 38,158,t_gen=14
IoT 39,46,t_gen=7
IoT 40,170,t_gen=7
IoT 41,109,t_gen=20
IoT 42,82,t_gen=17
IoT 43,35,t_gen=18
IoT 44,119,t_gen=14
IoT 45,118,t_gen=5
IoT 46,168,t_gen=1
IoT 47,138,t_gen=4
IoT 48,166,t_gen=3
IoT 49,107,t_gen=16
IoT 50,38,t_gen=5

65,0.8930906451614369,206,106.34,1.0,5750.531299669159,0,212.55659008026123
Individual AoIs for Seed,65
IoT 1,111,t_gen=17
IoT 2,67,t_gen=15
IoT 3,125,t_gen=3
IoT 4,78,t_gen=4
IoT 5,101,t_gen=4
IoT 6,35,t_gen=20
IoT 7,15,t_gen=20
IoT 8,81,t_gen=1
IoT 9,95,t_gen=10
IoT 10,74,t_gen=8
IoT 11,164,t_gen=2
IoT 12,82,t_gen=0
IoT 13,130,t_gen=18
IoT 14,55,t_gen=4
IoT 15,95,t_gen=10
IoT 16,71,t_gen=11
IoT 17,128,t_gen=20
IoT 18,126,t_gen=2
IoT 19,77,t_gen=5
IoT 20,24,t_gen=2
IoT 21,98,t_gen=18
IoT 22,193,t_gen=17
IoT 23,190,t_gen=20
IoT 24,43,t_gen=5
IoT 25,196,t_gen=15
IoT 26,194,t_gen=16
IoT 27,206,t_gen=4
IoT 28,9,t_gen=17
IoT 29,132,t_gen=16
IoT 30,30,t_gen=1
IoT 31,20,t_gen=6
IoT 32,157,t_gen=9
IoT 33,78,t_gen=4
IoT 34,89,t_gen=16
IoT 35,16,t_gen=19
IoT 36,131,t_gen=8
IoT 37,129,t_gen=19
IoT 38,122,t_gen=8
IoT 39,138,t_gen=10
IoT 40,143,t_gen=5
IoT 41,42,t_gen=17
IoT 42,27,t_gen=8
IoT 43,193,t_gen=18
IoT 44,133,t_gen=13
IoT 45,71,t_gen=11
IoT 46,202,t_gen=8
IoT 47,133,t_gen=15
IoT 48,133,t_gen=15
IoT 49,133,t_gen=15
IoT 50,202,t_gen=8

85,0.7789842151426372,168,104.56,1.0,5309.9239422355395,0,207.4486322402954
Individual AoIs for Seed,85
IoT 1,58,t_gen=17
IoT 2,57,t_gen=18
IoT 3,150,t_gen=13
IoT 4,152,t_gen=2
IoT 5,61,t_gen=14
IoT 6,104,t_gen=7
IoT 7,98,t_gen=13
IoT 8,106,t_gen=5
IoT 9,138,t_gen=16
IoT 10,68,t_gen=7
IoT 11,15,t_gen=10
IoT 12,110,t_gen=1
IoT 13,70,t_gen=5
IoT 14,158,t_gen=5
IoT 15,151,t_gen=5
IoT 16,97,t_gen=14
IoT 17,103,t_gen=8
IoT 18,168,t_gen=20
IoT 19,58,t_gen=17
IoT 20,71,t_gen=4
IoT 21,6,t_gen=9
IoT 22,103,t_gen=8
IoT 23,168,t_gen=2
IoT 24,107,t_gen=4
IoT 25,144,t_gen=19
IoT 26,39,t_gen=13
IoT 27,101,t_gen=19
IoT 28,98,t_gen=13
IoT 29,156,t_gen=7
IoT 30,159,t_gen=11
IoT 31,60,t_gen=15
IoT 32,151,t_gen=5
IoT 33,75,t_gen=10
IoT 34,148,t_gen=6
IoT 35,137,t_gen=19
IoT 36,107,t_gen=4
IoT 37,109,t_gen=2
IoT 38,146,t_gen=8
IoT 39,111,t_gen=0
IoT 40,73,t_gen=2
IoT 41,74,t_gen=1
IoT 42,142,t_gen=12
IoT 43,91,t_gen=4
IoT 44,167,t_gen=9
IoT 45,25,t_gen=7
IoT 46,144,t_gen=10
IoT 47,48,t_gen=1
IoT 48,104,t_gen=7
IoT 49,146,t_gen=8
IoT 50,96,t_gen=15

90,0.8739591452196072,203,101.64,1.0,5617.068431488081,0,212.7468490600586
Individual AoIs for Seed,90
IoT 1,45,t_gen=8
IoT 2,118,t_gen=4
IoT 3,21,t_gen=12
IoT 4,118,t_gen=4
IoT 5,44,t_gen=1
IoT 6,143,t_gen=16
IoT 7,30,t_gen=3
IoT 8,122,t_gen=0
IoT 9,117,t_gen=5
IoT 10,142,t_gen=17
IoT 11,31,t_gen=2
IoT 12,26,t_gen=10
IoT 13,140,t_gen=19
IoT 14,33,t_gen=10
IoT 15,196,t_gen=18
IoT 16,136,t_gen=1
IoT 17,28,t_gen=15
IoT 18,140,t_gen=5
IoT 19,153,t_gen=6
IoT 20,107,t_gen=15
IoT 21,105,t_gen=17
IoT 22,155,t_gen=4
IoT 23,162,t_gen=17
IoT 24,117,t_gen=5
IoT 25,47,t_gen=12
IoT 26,74,t_gen=15
IoT 27,139,t_gen=20
IoT 28,33,t_gen=18
IoT 29,139,t_gen=12
IoT 30,109,t_gen=13
IoT 31,198,t_gen=16
IoT 32,31,t_gen=12
IoT 33,142,t_gen=17
IoT 34,153,t_gen=6
IoT 35,120,t_gen=2
IoT 36,107,t_gen=20
IoT 37,69,t_gen=6
IoT 38,108,t_gen=14
IoT 39,140,t_gen=19
IoT 40,101,t_gen=20
IoT 41,164,t_gen=15
IoT 42,64,t_gen=11
IoT 43,112,t_gen=18
IoT 44,33,t_gen=20
IoT 45,71,t_gen=4
IoT 46,42,t_gen=11
IoT 47,82,t_gen=19
IoT 48,203,t_gen=1
IoT 49,53,t_gen=0
IoT 50,119,t_gen=2

105,0.8653365562421158,201,104.9,1.0,5452.9930220178385,0,208.49443554878235
Individual AoIs for Seed,105
IoT 1,13,t_gen=4
IoT 2,97,t_gen=5
IoT 3,169,t_gen=14
IoT 4,115,t_gen=7
IoT 5,93,t_gen=9
IoT 6,186,t_gen=16
IoT 7,92,t_gen=10
IoT 8,199,t_gen=3
IoT 9,14,t_gen=5
IoT 10,190,t_gen=12
IoT 11,184,t_gen=18
IoT 12,183,t_gen=19
IoT 13,130,t_gen=16
IoT 14,89,t_gen=13
IoT 15,87,t_gen=18
IoT 16,87,t_gen=15
IoT 17,46,t_gen=11
IoT 18,99,t_gen=0
IoT 19,36,t_gen=19
IoT 20,42,t_gen=13
IoT 21,142,t_gen=5
IoT 22,82,t_gen=20
IoT 23,199,t_gen=9
IoT 24,88,t_gen=11
IoT 25,63,t_gen=3
IoT 26,64,t_gen=5
IoT 27,116,t_gen=2
IoT 28,96,t_gen=6
IoT 29,83,t_gen=11
IoT 30,192,t_gen=16
IoT 31,94,t_gen=8
IoT 32,68,t_gen=16
IoT 33,55,t_gen=0
IoT 34,118,t_gen=4
IoT 35,201,t_gen=1
IoT 36,136,t_gen=10
IoT 37,191,t_gen=11
IoT 38,74,t_gen=10
IoT 39,143,t_gen=3
IoT 40,104,t_gen=2
IoT 41,96,t_gen=6
IoT 42,101,t_gen=1
IoT 43,46,t_gen=2
IoT 44,34,t_gen=14
IoT 45,107,t_gen=5
IoT 46,98,t_gen=4
IoT 47,97,t_gen=5
IoT 48,102,t_gen=0
IoT 49,7,t_gen=19
IoT 50,97,t_gen=2

49,0.8994709945175103,205,109.82,1.0,5848.204299248104,0,188.76853942871094
Individual AoIs for Seed,49
IoT 1,190,t_gen=20
IoT 2,15,t_gen=19
IoT 3,40,t_gen=0
IoT 4,27,t_gen=13
IoT 5,23,t_gen=11
IoT 6,27,t_gen=19
IoT 7,170,t_gen=17
IoT 8,140,t_gen=2
IoT 9,125,t_gen=17
IoT 10,50,t_gen=7
IoT 11,123,t_gen=19
IoT 12,175,t_gen=12
IoT 13,193,t_gen=17
IoT 14,20,t_gen=0
IoT 15,178,t_gen=9
IoT 16,13,t_gen=11
IoT 17,132,t_gen=10
IoT 18,129,t_gen=13
IoT 19,161,t_gen=8
IoT 20,145,t_gen=3
IoT 21,128,t_gen=14
IoT 22,129,t_gen=19
IoT 23,13,t_gen=7
IoT 24,142,t_gen=0
IoT 25,31,t_gen=3
IoT 26,205,t_gen=5
IoT 27,174,t_gen=13
IoT 28,9,t_gen=11
IoT 29,132,t_gen=16
IoT 30,145,t_gen=3
IoT 31,124,t_gen=18
IoT 32,195,t_gen=19
IoT 33,138,t_gen=10
IoT 34,21,t_gen=13
IoT 35,167,t_gen=20
IoT 36,203,t_gen=7
IoT 37,38,t_gen=2
IoT 38,135,t_gen=17
