Scenario Information
Number of IoT Nodes,30
Number of UAVs,3
Number of Ground BS,4

Seed,Fitness,Peak AOI,Avg AOI,Coverage,Total Distance,Unserved IoT,Runtime (s)
42,0.67571850911206,154,92.66666666666667,1.0,4134.845987157283,0,40.53786897659302
Individual AoIs for Seed,42
IoT 12,75,t_gen=10
IoT 13,83,t_gen=19
IoT 14,129,t_gen=10
IoT 15,67,t_gen=18
IoT 16,121,t_gen=1
IoT 17,40,t_gen=15
IoT 18,109,t_gen=5
IoT 19,79,t_gen=6
IoT 20,124,t_gen=15
IoT 21,38,t_gen=17
IoT 22,105,t_gen=4
IoT 23,68,t_gen=17
IoT 24,134,t_gen=5
IoT 25,45,t_gen=12
IoT 26,124,t_gen=15
IoT 27,82,t_gen=20
IoT 28,46,t_gen=18
IoT 29,106,t_gen=12
IoT 30,44,t_gen=13

105,0.687736166269705,155,88.6,1.0,4442.38773778194,0,44.32431936264038
Individual AoIs for Seed,105
IoT 1,119,t_gen=4
IoT 2,37,t_gen=5
IoT 3,144,t_gen=14
IoT 4,106,t_gen=7
IoT 5,109,t_gen=9
IoT 6,142,t_gen=16
IoT 7,108,t_gen=10
IoT 8,155,t_gen=3
IoT 9,116,t_gen=5
IoT 10,101,t_gen=12
IoT 11,140,t_gen=18
IoT 12,94,t_gen=19
IoT 13,142,t_gen=16
IoT 14,14,t_gen=13
IoT 15,142,t_gen=18
IoT 16,21,t_gen=15
IoT 17,80,t_gen=11
IoT 18,113,t_gen=0
IoT 19,31,t_gen=19
IoT 20,14,t_gen=13
IoT 21,153,t_gen=5
IoT 22,71,t_gen=20
IoT 23,33,t_gen=9
IoT 24,31,t_gen=11
IoT 25,33,t_gen=3
IoT 26,36,t_gen=5
IoT 27,116,t_gen=2
IoT 28,85,t_gen=6
IoT 29,25,t_gen=11
IoT 30,147,t_gen=16

49,0.625329030985833,130,97.3,1.0,4169.858843440535,0,36.39321446418762
Individual AoIs for Seed,49
IoT 1,96,t_gen=20
IoT 2,11,t_gen=19
IoT 3,35,t_gen=0
IoT 4,17,t_gen=13
IoT 5,103,t_gen=11
IoT 6,125,t_gen=19
IoT 7,97,t_gen=17
IoT 8,112,t_gen=2
IoT 9,97,t_gen=17
IoT 10,130,t_gen=7
IoT 11,95,t_gen=19
IoT 12,102,t_gen=12
IoT 13,97,t_gen=17
IoT 14,114,t_gen=0
IoT 15,100,t_gen=9
IoT 16,117,t_gen=11
IoT 17,104,t_gen=10
IoT 18,101,t_gen=13
IoT 19,106,t_gen=8
IoT 20,111,t_gen=3
IoT 21,100,t_gen=14
IoT 22,95,t_gen=19
IoT 23,107,t_gen=7
IoT 24,114,t_gen=0
IoT 25,111,t_gen=3
IoT 26,109,t_gen=5
IoT 27,101,t_gen=13
IoT 28,103,t_gen=11
IoT 29,98,t_gen=16
IoT 30,111,t_gen=3

110,0.6644067181919507,142,92.3,1.0,4515.160733604915,0,34.42156958580017
Individual AoIs for Seed,110
IoT 1,127,t_gen=1
IoT 2,122,t_gen=2
IoT 3,108,t_gen=16
IoT 4,117,t_gen=7
IoT 5,73,t_gen=16
IoT 6,107,t_gen=17
IoT 7,135,t_gen=4
IoT 8,117,t_gen=7
IoT 9,137,t_gen=2
IoT 10,119,t_gen=5
IoT 11,42,t_gen=8
IoT 12,19,t_gen=8
IoT 13,15,t_gen=12
IoT 14,110,t_gen=14
IoT 15,123,t_gen=16
IoT 16,38,t_gen=12
IoT 17,114,t_gen=10
IoT 18,142,t_gen=2
IoT 19,84,t_gen=5
IoT 20,27,t_gen=0
IoT 21,120,t_gen=4
IoT 22,84,t_gen=17
IoT 23,123,t_gen=1
IoT 24,73,t_gen=16
IoT 25,26,t_gen=1
IoT 26,88,t_gen=1
IoT 27,87,t_gen=2
IoT 28,86,t_gen=3
IoT 29,129,t_gen=10
IoT 30,77,t_gen=12

Final Averages
avg_fitness,0.6438186163967943
avg_peak_aoi,140.2
avg_avg_aoi,87.52666666666667
avg_coverage,1.0
avg_total_dist,4291.571409992364
avg_unserved,0.0
avg_runtime,37.201784324646
